,Expected time,k^*
Expected Time General,7920.605203528636,All
500,0.0,0
499,1358.7815465650087,0.002
498,2037.3138399931486,0.0020060191355777738
497,2489.0969031838104,0.002012074338806106
496,2827.5057452904716,0.00201816593366966
495,3097.8903727500133,0.002024294240787373
494,3322.925791121278,0.0020304595861798374
493,3515.5691484679187,0.002036662299572938
492,3683.9186641272845,0.002042902714446139
491,3833.3731526079405,0.002049181168081342
490,3967.711785538736,0.0020554980016124643
489,4089.683052732177,0.0020618535600755226
488,4201.3483228049245,0.0020682481924593696
487,4304.293265098336,0.002074682257320562
486,4399.763763770438,0.002081156097756445
485,4488.756527190762,0.00208767008431338
484,4572.0813818994875,0.0020942245823403222
483,4650.405244814068,0.002100819961029164
482,4724.283880934179,0.002107456593350931
481,4794.185303756069,0.0021141348559824027
480,4860.50732558345,0.0021208551292228274
479,4923.590929193142,0.002127617817401395
478,4983.730600485883,0.0021344232905668357
477,5041.182414908912,0.0021412719525680983
476,5096.170439207275,0.0021481642040168144
475,5148.89185282503,0.002155100450193962
474,5199.521084421737,0.002162081101109175
473,5248.213182367514,0.002169106571560487
472,5295.1065833641,0.002176177281193982
471,5340.3254037175875,0.002183293654564694
470,5383.981348732503,0.0021904561211969808
469,5426.175314139218,0.0021976651156453454
468,5466.998737298454,0.0022049210775558943
467,5506.5347436779575,0.0022122244517270738
466,5544.859124729776,0.0022195756881711005
465,5582.041176070918,0.002226975242174578
464,5618.144419250129,0.0022344235743594096
463,5653.227225978759,0.0022419211507431797
462,5687.343360226088,0.0022494684427981676
461,5720.542450815382,0.002257065939378065
460,5752.8704049455455,0.0022647141038363546
459,5784.369771283432,0.0022724134331676238
458,5815.080059830986,0.002280164421644795
457,5845.03802459865,0.002287967569369872
456,5874.277914156907,0.0022958233823429405
455,5902.83169434888,0.002303732372531001
454,5930.729246795147,0.002311695057937604
453,5957.998546281147,0.002319711962672402
452,5984.665819666832,0.002327783617020898
451,6010.755688581177,0.0023359105575142874
450,6036.291297847344,0.0023440933269997656
449,6061.294431317252,0.002352332474710462
448,6085.785616568339,0.0023606285563354153
447,6109.784219723366,0.0023689821340895875
446,6133.308531490742,0.002377393776784002
445,6156.3758453831,0.002385864059895015
444,6179.002528952196,0.0023943935656337723
