,E[RLS-opt],E[drift],E[p-opt{>0}}],E[p-drift{>0}}],E[p-opt],E[p-drift],E[Baeck]
500,2974.047700868689,2974.294892879786,2986.104904147113,2987.6130977610624,7187.909525266162,7188.171693905475,7202.037225959764
