,E[RLS-opt],E[p-opt],E[drift],E[p-drift],E[p-opt{>0}}],E[p-drift{>0}}]
500,2974.047700868689,7187.909525266162,2974.294892879786,7188.171693905475,2986.104904147113,2987.6130977610624
