,"""optimal""",optimal
1000,1001.0,999.0
1001,945.0,967.0
1002,895.0,933.0
1003,847.0,899.0
1004,803.0,867.0
1005,761.0,833.0
1006,723.0,801.0
1007,687.0,769.0
1008,651.0,739.0
1009,619.0,709.0
1010,589.0,679.0
1011,559.0,651.0
1012,533.0,623.0
1013,507.0,595.0
1014,483.0,569.0
1015,459.0,545.0
1016,437.0,521.0
1017,417.0,497.0
1018,399.0,475.0
1019,381.0,455.0
1020,363.0,433.0
1021,347.0,415.0
1022,331.0,395.0
1023,317.0,379.0
1024,303.0,361.0
1025,291.0,345.0
1026,279.0,331.0
1027,267.0,315.0
1028,255.0,303.0
1029,245.0,289.0
1030,235.0,277.0
1031,227.0,265.0
1032,217.0,255.0
1033,209.0,243.0
1034,201.0,233.0
1035,193.0,225.0
1036,187.0,215.0
1037,179.0,207.0
1038,173.0,199.0
1039,167.0,191.0
1040,161.0,183.0
1041,155.0,177.0
1042,149.0,169.0
1043,145.0,163.0
1044,139.0,157.0
1045,135.0,151.0
1046,131.0,147.0
1047,127.0,141.0
1048,123.0,137.0
1049,119.0,131.0
1050,115.0,127.0
1051,111.0,123.0
1052,107.0,119.0
1053,105.0,115.0
1054,101.0,111.0
1055,99.0,107.0
1056,95.0,105.0
1057,93.0,101.0
1058,91.0,99.0
1059,87.0,95.0
1060,85.0,93.0
1061,83.0,89.0
1062,81.0,87.0
1063,79.0,85.0
1064,77.0,83.0
1065,75.0,79.0
1066,73.0,77.0
1067,71.0,75.0
1068,69.0,73.0
1069,67.0,71.0
1070,65.0,69.0
1071,63.0,67.0
1072,61.0,65.0
1073,61.0,65.0
1074,59.0,63.0
1075,57.0,61.0
1076,57.0,59.0
1077,55.0,59.0
1078,53.0,57.0
1079,53.0,55.0
1080,51.0,53.0
1081,49.0,53.0
1082,49.0,51.0
1083,47.0,51.0
1084,47.0,49.0
1085,45.0,47.0
1086,45.0,47.0
1087,43.0,45.0
1088,43.0,45.0
1089,41.0,43.0
1090,41.0,43.0
1091,41.0,41.0
1092,39.0,41.0
1093,39.0,41.0
1094,37.0,39.0
1095,37.0,39.0
1096,37.0,37.0
1097,35.0,37.0
1098,35.0,37.0
1099,35.0,35.0
1100,33.0,35.0
1101,33.0,35.0
1102,33.0,33.0
1103,31.0,33.0
1104,31.0,33.0
1105,31.0,31.0
1106,29.0,31.0
1107,29.0,31.0
1108,29.0,29.0
1109,29.0,29.0
1110,27.0,29.0
1111,27.0,29.0
1112,27.0,27.0
1113,27.0,27.0
1114,25.0,27.0
1115,25.0,27.0
1116,25.0,25.0
1117,25.0,25.0
1118,25.0,25.0
1119,23.0,25.0
1120,23.0,25.0
1121,23.0,23.0
1122,23.0,23.0
1123,23.0,23.0
1124,21.0,23.0
1125,21.0,23.0
1126,21.0,21.0
1127,21.0,21.0
1128,21.0,21.0
1129,21.0,21.0
1130,19.0,21.0
1131,19.0,21.0
1132,19.0,19.0
1133,19.0,19.0
1134,19.0,19.0
1135,19.0,19.0
1136,19.0,19.0
1137,17.0,19.0
1138,17.0,19.0
1139,17.0,17.0
1140,17.0,17.0
1141,17.0,17.0
1142,17.0,17.0
1143,17.0,17.0
1144,17.0,17.0
1145,15.0,17.0
1146,15.0,15.0
1147,15.0,15.0
1148,15.0,15.0
