,"""optimal""",optimal
1750,1751.0,1749.0
1751,1677.0,1705.0
1752,1609.0,1661.0
1753,1545.0,1617.0
1754,1483.0,1573.0
1755,1423.0,1529.0
1756,1367.0,1485.0
1757,1313.0,1441.0
1758,1261.0,1399.0
1759,1213.0,1357.0
1760,1167.0,1317.0
1761,1121.0,1275.0
1762,1079.0,1235.0
1763,1039.0,1197.0
1764,999.0,1159.0
1765,963.0,1121.0
1766,927.0,1085.0
1767,893.0,1049.0
1768,861.0,1015.0
1769,829.0,981.0
1770,799.0,949.0
1771,771.0,917.0
1772,743.0,885.0
1773,717.0,855.0
1774,693.0,827.0
1775,669.0,799.0
1776,647.0,771.0
1777,625.0,745.0
1778,603.0,721.0
1779,583.0,695.0
1780,563.0,673.0
1781,545.0,649.0
1782,527.0,627.0
1783,511.0,607.0
1784,495.0,587.0
1785,479.0,567.0
1786,463.0,549.0
1787,449.0,531.0
1788,435.0,513.0
1789,421.0,497.0
1790,409.0,481.0
1791,397.0,465.0
1792,385.0,451.0
1793,373.0,435.0
1794,363.0,423.0
1795,353.0,409.0
1796,343.0,397.0
1797,333.0,385.0
1798,323.0,373.0
1799,315.0,361.0
1800,305.0,351.0
1801,297.0,341.0
1802,289.0,331.0
1803,281.0,321.0
1804,275.0,311.0
1805,267.0,303.0
1806,259.0,295.0
1807,253.0,285.0
1808,247.0,279.0
1809,241.0,271.0
1810,235.0,263.0
1811,229.0,255.0
1812,223.0,249.0
1813,217.0,243.0
1814,213.0,237.0
1815,207.0,231.0
1816,203.0,225.0
1817,197.0,219.0
1818,193.0,213.0
1819,189.0,207.0
1820,185.0,203.0
1821,179.0,197.0
1822,175.0,193.0
1823,171.0,189.0
1824,169.0,183.0
1825,165.0,179.0
1826,161.0,175.0
1827,157.0,171.0
1828,155.0,167.0
1829,151.0,163.0
1830,147.0,161.0
1831,145.0,157.0
1832,141.0,153.0
1833,139.0,149.0
1834,135.0,147.0
1835,133.0,143.0
1836,131.0,141.0
1837,127.0,137.0
1838,125.0,135.0
1839,123.0,131.0
1840,121.0,129.0
1841,119.0,127.0
1842,117.0,123.0
1843,113.0,121.0
1844,111.0,119.0
1845,109.0,117.0
1846,107.0,115.0
1847,105.0,113.0
1848,103.0,111.0
1849,101.0,109.0
1850,101.0,107.0
1851,99.0,105.0
1852,97.0,103.0
1853,95.0,101.0
1854,93.0,99.0
1855,91.0,97.0
1856,91.0,95.0
1857,89.0,93.0
1858,87.0,91.0
1859,85.0,91.0
1860,85.0,89.0
1861,83.0,87.0
1862,81.0,85.0
1863,81.0,85.0
1864,79.0,83.0
1865,77.0,81.0
1866,77.0,79.0
1867,75.0,79.0
1868,73.0,77.0
1869,73.0,77.0
1870,71.0,75.0
1871,71.0,73.0
1872,69.0,73.0
1873,69.0,71.0
1874,67.0,71.0
1875,67.0,69.0
1876,65.0,69.0
1877,65.0,67.0
1878,63.0,65.0
1879,63.0,65.0
1880,61.0,65.0
1881,61.0,63.0
1882,59.0,63.0
1883,59.0,61.0
1884,59.0,61.0
1885,57.0,59.0
1886,57.0,59.0
1887,55.0,57.0
1888,55.0,57.0
1889,55.0,57.0
1890,53.0,55.0
1891,53.0,55.0
1892,53.0,53.0
1893,51.0,53.0
1894,51.0,53.0
1895,51.0,51.0
1896,49.0,51.0
1897,49.0,51.0
1898,49.0,49.0
1899,47.0,49.0
1900,47.0,49.0
1901,47.0,47.0
1902,45.0,47.0
1903,45.0,47.0
1904,45.0,45.0
1905,43.0,45.0
1906,43.0,45.0
1907,43.0,45.0
1908,43.0,43.0
1909,41.0,43.0
1910,41.0,43.0
1911,41.0,41.0
1912,41.0,41.0
1913,39.0,41.0
1914,39.0,41.0
1915,39.0,39.0
1916,39.0,39.0
1917,37.0,39.0
1918,37.0,39.0
1919,37.0,37.0
1920,37.0,37.0
1921,37.0,37.0
1922,35.0,37.0
1923,35.0,37.0
1924,35.0,35.0
1925,35.0,35.0
1926,35.0,35.0
1927,33.0,35.0
1928,33.0,35.0
1929,33.0,33.0
1930,33.0,33.0
1931,33.0,33.0
1932,33.0,33.0
1933,31.0,33.0
1934,31.0,31.0
1935,31.0,31.0
1936,31.0,31.0
1937,31.0,31.0
1938,31.0,31.0
1939,29.0,31.0
1940,29.0,29.0
1941,29.0,29.0
1942,29.0,29.0
1943,29.0,29.0
1944,29.0,29.0
1945,27.0,29.0
1946,27.0,29.0
1947,27.0,27.0
1948,27.0,27.0
1949,27.0,27.0
1950,27.0,27.0
1951,27.0,27.0
1952,25.0,27.0
1953,25.0,27.0
1954,25.0,25.0
1955,25.0,25.0
1956,25.0,25.0
1957,25.0,25.0
1958,25.0,25.0
1959,25.0,25.0
1960,23.0,25.0
1961,23.0,25.0
1962,23.0,23.0
1963,23.0,23.0
1964,23.0,23.0
1965,23.0,23.0
1966,23.0,23.0
1967,23.0,23.0
1968,23.0,23.0
1969,21.0,23.0
1970,21.0,23.0
1971,21.0,21.0
1972,21.0,21.0
1973,21.0,21.0
1974,21.0,21.0
1975,21.0,21.0
1976,21.0,21.0
1977,21.0,21.0
1978,21.0,21.0
1979,21.0,21.0
1980,19.0,21.0
1981,19.0,19.0
1982,19.0,19.0
1983,19.0,19.0
1984,19.0,19.0
1985,19.0,19.0
1986,19.0,19.0
1987,19.0,19.0
1988,19.0,19.0
1989,19.0,19.0
1990,19.0,19.0
1991,19.0,19.0
1992,17.0,19.0
1993,17.0,17.0
1994,17.0,17.0
1995,17.0,17.0
1996,17.0,17.0
1997,17.0,17.0
1998,17.0,17.0
1999,17.0,17.0
2000,17.0,17.0
2001,17.0,17.0
2002,17.0,17.0
2003,17.0,17.0
2004,17.0,17.0
2005,17.0,17.0
2006,15.0,17.0
2007,15.0,15.0
2008,15.0,15.0
2009,15.0,15.0
2010,15.0,15.0
2011,15.0,15.0
2012,15.0,15.0
2013,15.0,15.0
2014,15.0,15.0
2015,15.0,15.0
2016,15.0,15.0
2017,15.0,15.0
2018,15.0,15.0
2019,15.0,15.0
2020,15.0,15.0
2021,15.0,15.0
2022,13.0,15.0
2023,13.0,13.0
2024,13.0,13.0
2025,13.0,13.0
2026,13.0,13.0
2027,13.0,13.0
2028,13.0,13.0
2029,13.0,13.0
2030,13.0,13.0
2031,13.0,13.0
2032,13.0,13.0
2033,13.0,13.0
2034,13.0,13.0
2035,13.0,13.0
2036,13.0,13.0
2037,13.0,13.0
2038,13.0,13.0
2039,13.0,13.0
2040,13.0,13.0
2041,13.0,13.0
2042,11.0,13.0
2043,11.0,11.0
2044,11.0,11.0
2045,11.0,11.0
2046,11.0,11.0
2047,11.0,11.0
2048,11.0,11.0
2049,11.0,11.0
2050,11.0,11.0
2051,11.0,11.0
2052,11.0,11.0
2053,11.0,11.0
2054,11.0,11.0
2055,11.0,11.0
2056,11.0,11.0
2057,11.0,11.0
2058,11.0,11.0
2059,11.0,11.0
2060,11.0,11.0
2061,11.0,11.0
2062,11.0,11.0
2063,11.0,11.0
2064,11.0,11.0
2065,11.0,11.0
2066,11.0,11.0
2067,9.0,11.0
2068,9.0,9.0
2069,9.0,9.0
2070,9.0,9.0
2071,9.0,9.0
2072,9.0,9.0
2073,9.0,9.0
2074,9.0,9.0
2075,9.0,9.0
2076,9.0,9.0
2077,9.0,9.0
2078,9.0,9.0
2079,9.0,9.0
2080,9.0,9.0
2081,9.0,9.0
2082,9.0,9.0
2083,9.0,9.0
2084,9.0,9.0
2085,9.0,9.0
2086,9.0,9.0
2087,9.0,9.0
2088,9.0,9.0
2089,9.0,9.0
2090,9.0,9.0
2091,9.0,9.0
2092,9.0,9.0
2093,9.0,9.0
2094,9.0,9.0
2095,9.0,9.0
2096,9.0,9.0
2097,9.0,9.0
2098,9.0,9.0
2099,9.0,9.0
2100,7.0,9.0
2101,7.0,7.0
2102,7.0,7.0
2103,7.0,7.0
2104,7.0,7.0
2105,7.0,7.0
2106,7.0,7.0
2107,7.0,7.0
2108,7.0,7.0
2109,7.0,7.0
2110,7.0,7.0
2111,7.0,7.0
2112,7.0,7.0
2113,7.0,7.0
2114,7.0,7.0
2115,7.0,7.0
2116,7.0,7.0
2117,7.0,7.0
2118,7.0,7.0
2119,7.0,7.0
2120,7.0,7.0
2121,7.0,7.0
2122,7.0,7.0
2123,7.0,7.0
2124,7.0,7.0
2125,7.0,7.0
2126,7.0,7.0
2127,7.0,7.0
2128,7.0,7.0
2129,7.0,7.0
2130,7.0,7.0
2131,7.0,7.0
2132,7.0,7.0
2133,7.0,7.0
2134,7.0,7.0
2135,7.0,7.0
2136,7.0,7.0
2137,7.0,7.0
2138,7.0,7.0
2139,7.0,7.0
2140,7.0,7.0
2141,7.0,7.0
2142,7.0,7.0
2143,7.0,7.0
2144,7.0,7.0
2145,5.0,7.0
2146,5.0,5.0
2147,5.0,5.0
2148,5.0,5.0
2149,5.0,5.0
2150,5.0,5.0
2151,5.0,5.0
2152,5.0,5.0
2153,5.0,5.0
2154,5.0,5.0
2155,5.0,5.0
2156,5.0,5.0
2157,5.0,5.0
2158,5.0,5.0
2159,5.0,5.0
2160,5.0,5.0
2161,5.0,5.0
2162,5.0,5.0
2163,5.0,5.0
2164,5.0,5.0
2165,5.0,5.0
2166,5.0,5.0
2167,5.0,5.0
2168,5.0,5.0
2169,5.0,5.0
2170,5.0,5.0
2171,5.0,5.0
2172,5.0,5.0
2173,5.0,5.0
2174,5.0,5.0
2175,5.0,5.0
2176,5.0,5.0
2177,5.0,5.0
2178,5.0,5.0
2179,5.0,5.0
2180,5.0,5.0
2181,5.0,5.0
2182,5.0,5.0
2183,5.0,5.0
2184,5.0,5.0
2185,5.0,5.0
2186,5.0,5.0
2187,5.0,5.0
2188,5.0,5.0
2189,5.0,5.0
2190,5.0,5.0
2191,5.0,5.0
2192,5.0,5.0
2193,5.0,5.0
2194,5.0,5.0
2195,5.0,5.0
2196,5.0,5.0
2197,5.0,5.0
2198,5.0,5.0
2199,5.0,5.0
2200,5.0,5.0
2201,5.0,5.0
2202,5.0,5.0
2203,5.0,5.0
2204,5.0,5.0
2205,5.0,5.0
2206,5.0,5.0
2207,5.0,5.0
2208,5.0,5.0
2209,5.0,5.0
2210,5.0,5.0
2211,5.0,5.0
2212,5.0,5.0
2213,3.0,5.0
2214,3.0,3.0
2215,3.0,3.0
2216,3.0,3.0
2217,3.0,3.0
2218,3.0,3.0
2219,3.0,3.0
2220,3.0,3.0
2221,3.0,3.0
