,"""optimal""",optimal
2000,2001.0,1999.0
2001,1923.0,1953.0
2002,1849.0,1905.0
2003,1779.0,1857.0
2004,1711.0,1809.0
2005,1647.0,1763.0
2006,1587.0,1717.0
2007,1529.0,1669.0
2008,1473.0,1625.0
2009,1419.0,1579.0
2010,1367.0,1535.0
2011,1319.0,1491.0
2012,1271.0,1447.0
2013,1225.0,1405.0
2014,1183.0,1363.0
2015,1141.0,1323.0
2016,1101.0,1283.0
2017,1063.0,1243.0
2018,1027.0,1205.0
2019,991.0,1169.0
2020,959.0,1133.0
2021,925.0,1097.0
2022,895.0,1063.0
2023,865.0,1029.0
2024,837.0,997.0
2025,809.0,965.0
2026,783.0,935.0
2027,757.0,905.0
2028,733.0,875.0
2029,711.0,849.0
2030,687.0,821.0
2031,667.0,795.0
2032,645.0,771.0
2033,625.0,745.0
2034,607.0,723.0
2035,589.0,699.0
2036,571.0,677.0
2037,553.0,657.0
2038,537.0,637.0
2039,521.0,617.0
2040,507.0,597.0
2041,493.0,579.0
2042,479.0,561.0
2043,465.0,545.0
2044,451.0,529.0
2045,439.0,513.0
2046,427.0,497.0
2047,415.0,483.0
2048,405.0,469.0
2049,393.0,455.0
2050,383.0,443.0
2051,373.0,429.0
2052,363.0,417.0
2053,353.0,405.0
2054,345.0,395.0
2055,335.0,383.0
2056,327.0,373.0
2057,319.0,363.0
2058,311.0,353.0
2059,303.0,345.0
2060,297.0,335.0
2061,289.0,327.0
2062,283.0,317.0
2063,275.0,309.0
2064,269.0,301.0
2065,263.0,295.0
2066,257.0,287.0
2067,251.0,279.0
2068,245.0,273.0
2069,239.0,267.0
2070,235.0,259.0
2071,229.0,253.0
2072,225.0,247.0
2073,219.0,241.0
2074,215.0,237.0
2075,209.0,231.0
2076,205.0,225.0
2077,201.0,221.0
2078,197.0,215.0
2079,193.0,211.0
2080,189.0,207.0
2081,185.0,201.0
2082,181.0,197.0
2083,177.0,193.0
2084,175.0,189.0
2085,171.0,185.0
2086,167.0,181.0
2087,165.0,177.0
2088,161.0,173.0
2089,157.0,171.0
2090,155.0,167.0
2091,153.0,163.0
2092,149.0,161.0
2093,147.0,157.0
2094,143.0,155.0
2095,141.0,151.0
2096,139.0,149.0
2097,137.0,145.0
2098,133.0,143.0
2099,131.0,141.0
2100,129.0,137.0
2101,127.0,135.0
2102,125.0,133.0
2103,123.0,131.0
2104,121.0,127.0
2105,119.0,125.0
2106,117.0,123.0
2107,115.0,121.0
2108,113.0,119.0
2109,111.0,117.0
2110,109.0,115.0
2111,107.0,113.0
2112,105.0,111.0
2113,103.0,109.0
2114,103.0,107.0
2115,101.0,105.0
2116,99.0,103.0
2117,97.0,103.0
2118,95.0,101.0
2119,95.0,99.0
2120,93.0,97.0
2121,91.0,95.0
2122,91.0,95.0
2123,89.0,93.0
2124,87.0,91.0
2125,87.0,91.0
2126,85.0,89.0
2127,83.0,87.0
2128,83.0,87.0
2129,81.0,85.0
2130,81.0,83.0
2131,79.0,83.0
2132,77.0,81.0
2133,77.0,79.0
2134,75.0,79.0
2135,75.0,77.0
2136,73.0,77.0
2137,73.0,75.0
2138,71.0,75.0
2139,71.0,73.0
2140,69.0,73.0
2141,69.0,71.0
2142,67.0,71.0
2143,67.0,69.0
2144,67.0,69.0
2145,65.0,67.0
2146,65.0,67.0
2147,63.0,65.0
2148,63.0,65.0
2149,61.0,63.0
2150,61.0,63.0
2151,61.0,63.0
2152,59.0,61.0
2153,59.0,61.0
2154,59.0,59.0
2155,57.0,59.0
2156,57.0,59.0
2157,55.0,57.0
2158,55.0,57.0
2159,55.0,57.0
2160,53.0,55.0
2161,53.0,55.0
2162,53.0,55.0
2163,53.0,53.0
2164,51.0,53.0
2165,51.0,53.0
2166,51.0,51.0
2167,49.0,51.0
2168,49.0,51.0
2169,49.0,49.0
2170,47.0,49.0
2171,47.0,49.0
2172,47.0,49.0
2173,47.0,47.0
2174,45.0,47.0
2175,45.0,47.0
2176,45.0,45.0
2177,45.0,45.0
2178,43.0,45.0
2179,43.0,45.0
2180,43.0,43.0
2181,43.0,43.0
2182,41.0,43.0
2183,41.0,43.0
2184,41.0,43.0
2185,41.0,41.0
2186,41.0,41.0
2187,39.0,41.0
2188,39.0,41.0
2189,39.0,39.0
2190,39.0,39.0
2191,39.0,39.0
2192,37.0,39.0
2193,37.0,39.0
2194,37.0,37.0
2195,37.0,37.0
2196,37.0,37.0
2197,35.0,37.0
2198,35.0,37.0
2199,35.0,35.0
2200,35.0,35.0
2201,35.0,35.0
2202,35.0,35.0
2203,33.0,35.0
2204,33.0,35.0
2205,33.0,33.0
2206,33.0,33.0
2207,33.0,33.0
2208,33.0,33.0
2209,31.0,33.0
2210,31.0,33.0
2211,31.0,31.0
2212,31.0,31.0
2213,31.0,31.0
2214,31.0,31.0
2215,31.0,31.0
2216,29.0,31.0
2217,29.0,31.0
2218,29.0,29.0
2219,29.0,29.0
2220,29.0,29.0
2221,29.0,29.0
2222,29.0,29.0
2223,27.0,29.0
2224,27.0,29.0
2225,27.0,27.0
2226,27.0,27.0
2227,27.0,27.0
2228,27.0,27.0
2229,27.0,27.0
2230,27.0,27.0
2231,27.0,27.0
2232,25.0,27.0
2233,25.0,25.0
2234,25.0,25.0
2235,25.0,25.0
2236,25.0,25.0
2237,25.0,25.0
2238,25.0,25.0
2239,25.0,25.0
2240,25.0,25.0
2241,23.0,25.0
2242,23.0,23.0
2243,23.0,23.0
2244,23.0,23.0
2245,23.0,23.0
2246,23.0,23.0
2247,23.0,23.0
2248,23.0,23.0
2249,23.0,23.0
2250,23.0,23.0
2251,21.0,23.0
2252,21.0,23.0
2253,21.0,21.0
2254,21.0,21.0
2255,21.0,21.0
2256,21.0,21.0
2257,21.0,21.0
2258,21.0,21.0
2259,21.0,21.0
2260,21.0,21.0
2261,21.0,21.0
2262,21.0,21.0
2263,19.0,21.0
2264,19.0,19.0
2265,19.0,19.0
2266,19.0,19.0
2267,19.0,19.0
2268,19.0,19.0
2269,19.0,19.0
2270,19.0,19.0
2271,19.0,19.0
2272,19.0,19.0
2273,19.0,19.0
2274,19.0,19.0
2275,19.0,19.0
2276,19.0,19.0
2277,17.0,19.0
2278,17.0,17.0
2279,17.0,17.0
2280,17.0,17.0
2281,17.0,17.0
2282,17.0,17.0
2283,17.0,17.0
2284,17.0,17.0
2285,17.0,17.0
2286,17.0,17.0
2287,17.0,17.0
2288,17.0,17.0
2289,17.0,17.0
2290,17.0,17.0
2291,17.0,17.0
2292,15.0,17.0
2293,15.0,17.0
2294,15.0,15.0
2295,15.0,15.0
2296,15.0,15.0
2297,15.0,15.0
2298,15.0,15.0
2299,15.0,15.0
2300,15.0,15.0
2301,15.0,15.0
2302,15.0,15.0
2303,15.0,15.0
2304,15.0,15.0
2305,15.0,15.0
2306,15.0,15.0
2307,15.0,15.0
2308,15.0,15.0
2309,15.0,15.0
2310,15.0,15.0
2311,13.0,15.0
2312,13.0,13.0
2313,13.0,13.0
2314,13.0,13.0
2315,13.0,13.0
2316,13.0,13.0
2317,13.0,13.0
2318,13.0,13.0
2319,13.0,13.0
2320,13.0,13.0
2321,13.0,13.0
2322,13.0,13.0
2323,13.0,13.0
2324,13.0,13.0
2325,13.0,13.0
2326,13.0,13.0
2327,13.0,13.0
2328,13.0,13.0
2329,13.0,13.0
2330,13.0,13.0
2331,13.0,13.0
2332,13.0,13.0
2333,13.0,13.0
2334,11.0,13.0
2335,11.0,11.0
2336,11.0,11.0
2337,11.0,11.0
2338,11.0,11.0
2339,11.0,11.0
2340,11.0,11.0
2341,11.0,11.0
2342,11.0,11.0
2343,11.0,11.0
2344,11.0,11.0
2345,11.0,11.0
2346,11.0,11.0
2347,11.0,11.0
2348,11.0,11.0
2349,11.0,11.0
2350,11.0,11.0
2351,11.0,11.0
2352,11.0,11.0
2353,11.0,11.0
2354,11.0,11.0
2355,11.0,11.0
2356,11.0,11.0
2357,11.0,11.0
2358,11.0,11.0
2359,11.0,11.0
2360,11.0,11.0
2361,11.0,11.0
2362,11.0,11.0
2363,9.0,11.0
2364,9.0,9.0
2365,9.0,9.0
2366,9.0,9.0
2367,9.0,9.0
2368,9.0,9.0
2369,9.0,9.0
2370,9.0,9.0
2371,9.0,9.0
2372,9.0,9.0
2373,9.0,9.0
2374,9.0,9.0
2375,9.0,9.0
2376,9.0,9.0
2377,9.0,9.0
2378,9.0,9.0
2379,9.0,9.0
2380,9.0,9.0
2381,9.0,9.0
2382,9.0,9.0
2383,9.0,9.0
2384,9.0,9.0
2385,9.0,9.0
2386,9.0,9.0
2387,9.0,9.0
2388,9.0,9.0
2389,9.0,9.0
2390,9.0,9.0
2391,9.0,9.0
2392,9.0,9.0
2393,9.0,9.0
2394,9.0,9.0
2395,9.0,9.0
2396,9.0,9.0
2397,9.0,9.0
2398,9.0,9.0
2399,9.0,9.0
2400,7.0,9.0
2401,7.0,7.0
2402,7.0,7.0
2403,7.0,7.0
2404,7.0,7.0
2405,7.0,7.0
2406,7.0,7.0
2407,7.0,7.0
2408,7.0,7.0
2409,7.0,7.0
2410,7.0,7.0
2411,7.0,7.0
2412,7.0,7.0
2413,7.0,7.0
2414,7.0,7.0
2415,7.0,7.0
2416,7.0,7.0
2417,7.0,7.0
2418,7.0,7.0
2419,7.0,7.0
2420,7.0,7.0
2421,7.0,7.0
2422,7.0,7.0
2423,7.0,7.0
2424,7.0,7.0
2425,7.0,7.0
2426,7.0,7.0
2427,7.0,7.0
2428,7.0,7.0
2429,7.0,7.0
2430,7.0,7.0
2431,7.0,7.0
2432,7.0,7.0
2433,7.0,7.0
2434,7.0,7.0
2435,7.0,7.0
2436,7.0,7.0
2437,7.0,7.0
2438,7.0,7.0
2439,7.0,7.0
2440,7.0,7.0
2441,7.0,7.0
2442,7.0,7.0
2443,7.0,7.0
2444,7.0,7.0
2445,7.0,7.0
2446,7.0,7.0
2447,7.0,7.0
2448,7.0,7.0
2449,7.0,7.0
2450,7.0,7.0
2451,5.0,7.0
2452,5.0,5.0
2453,5.0,5.0
2454,5.0,5.0
2455,5.0,5.0
2456,5.0,5.0
2457,5.0,5.0
2458,5.0,5.0
2459,5.0,5.0
2460,5.0,5.0
2461,5.0,5.0
2462,5.0,5.0
2463,5.0,5.0
2464,5.0,5.0
2465,5.0,5.0
2466,5.0,5.0
2467,5.0,5.0
2468,5.0,5.0
2469,5.0,5.0
2470,5.0,5.0
2471,5.0,5.0
2472,5.0,5.0
2473,5.0,5.0
2474,5.0,5.0
2475,5.0,5.0
2476,5.0,5.0
2477,5.0,5.0
2478,5.0,5.0
2479,5.0,5.0
2480,5.0,5.0
2481,5.0,5.0
2482,5.0,5.0
2483,5.0,5.0
2484,5.0,5.0
2485,5.0,5.0
2486,5.0,5.0
2487,5.0,5.0
2488,5.0,5.0
2489,5.0,5.0
2490,5.0,5.0
2491,5.0,5.0
2492,5.0,5.0
2493,5.0,5.0
2494,5.0,5.0
2495,5.0,5.0
2496,5.0,5.0
2497,5.0,5.0
2498,5.0,5.0
2499,5.0,5.0
2500,5.0,5.0
2501,5.0,5.0
2502,5.0,5.0
2503,5.0,5.0
2504,5.0,5.0
2505,5.0,5.0
2506,5.0,5.0
2507,5.0,5.0
2508,5.0,5.0
2509,5.0,5.0
2510,5.0,5.0
2511,5.0,5.0
2512,5.0,5.0
2513,5.0,5.0
2514,5.0,5.0
2515,5.0,5.0
2516,5.0,5.0
2517,5.0,5.0
2518,5.0,5.0
2519,5.0,5.0
2520,5.0,5.0
2521,5.0,5.0
2522,5.0,5.0
2523,5.0,5.0
2524,5.0,5.0
2525,5.0,5.0
2526,5.0,5.0
2527,5.0,5.0
