,"""optimal""",optimal
1250,1251.0,1249.0
1251,1189.0,1213.0
1252,1133.0,1175.0
1253,1079.0,1137.0
1254,1027.0,1099.0
1255,979.0,1063.0
1256,935.0,1027.0
1257,891.0,991.0
1258,851.0,955.0
1259,813.0,921.0
1260,775.0,887.0
1261,741.0,855.0
1262,709.0,823.0
1263,677.0,791.0
1264,649.0,761.0
1265,621.0,731.0
1266,593.0,703.0
1267,569.0,675.0
1268,545.0,647.0
1269,523.0,623.0
1270,501.0,597.0
1271,481.0,573.0
1272,461.0,551.0
1273,443.0,529.0
1274,425.0,507.0
1275,409.0,487.0
1276,393.0,467.0
1277,377.0,449.0
1278,363.0,431.0
1279,349.0,415.0
1280,337.0,399.0
1281,323.0,383.0
1282,311.0,367.0
1283,301.0,353.0
1284,289.0,341.0
1285,279.0,327.0
1286,269.0,315.0
1287,261.0,303.0
1288,251.0,293.0
1289,243.0,281.0
1290,235.0,271.0
1291,227.0,261.0
1292,219.0,253.0
1293,213.0,243.0
1294,205.0,235.0
1295,199.0,227.0
1296,193.0,219.0
1297,187.0,213.0
1298,181.0,205.0
1299,177.0,199.0
1300,171.0,193.0
1301,165.0,185.0
1302,161.0,179.0
1303,157.0,175.0
1304,151.0,169.0
1305,147.0,163.0
1306,143.0,159.0
1307,139.0,155.0
1308,135.0,149.0
1309,131.0,145.0
1310,129.0,141.0
1311,125.0,137.0
1312,121.0,133.0
1313,119.0,129.0
1314,115.0,125.0
1315,113.0,123.0
1316,109.0,119.0
1317,107.0,115.0
1318,105.0,113.0
1319,101.0,109.0
1320,99.0,107.0
1321,97.0,105.0
1322,95.0,101.0
1323,93.0,99.0
1324,91.0,97.0
1325,87.0,95.0
1326,85.0,93.0
1327,85.0,89.0
1328,83.0,87.0
1329,81.0,85.0
1330,79.0,83.0
1331,77.0,81.0
1332,75.0,79.0
1333,73.0,79.0
1334,71.0,77.0
1335,71.0,75.0
1336,69.0,73.0
1337,67.0,71.0
1338,67.0,69.0
1339,65.0,69.0
1340,63.0,67.0
1341,63.0,65.0
1342,61.0,65.0
1343,59.0,63.0
1344,59.0,61.0
1345,57.0,61.0
1346,57.0,59.0
1347,55.0,57.0
1348,55.0,57.0
1349,53.0,55.0
1350,53.0,55.0
1351,51.0,53.0
1352,51.0,53.0
1353,49.0,51.0
1354,49.0,51.0
1355,47.0,49.0
1356,47.0,49.0
1357,45.0,47.0
1358,45.0,47.0
1359,45.0,47.0
1360,43.0,45.0
1361,43.0,45.0
1362,43.0,43.0
1363,41.0,43.0
1364,41.0,43.0
1365,41.0,41.0
1366,39.0,41.0
1367,39.0,41.0
1368,39.0,39.0
1369,37.0,39.0
1370,37.0,39.0
1371,37.0,37.0
1372,35.0,37.0
1373,35.0,37.0
1374,35.0,35.0
1375,35.0,35.0
1376,33.0,35.0
1377,33.0,33.0
1378,33.0,33.0
1379,33.0,33.0
1380,31.0,33.0
1381,31.0,31.0
1382,31.0,31.0
1383,31.0,31.0
1384,29.0,31.0
1385,29.0,31.0
1386,29.0,29.0
1387,29.0,29.0
1388,29.0,29.0
1389,27.0,29.0
1390,27.0,27.0
1391,27.0,27.0
1392,27.0,27.0
1393,27.0,27.0
1394,25.0,27.0
1395,25.0,25.0
1396,25.0,25.0
1397,25.0,25.0
1398,25.0,25.0
1399,25.0,25.0
1400,23.0,25.0
1401,23.0,23.0
1402,23.0,23.0
1403,23.0,23.0
1404,23.0,23.0
1405,23.0,23.0
1406,21.0,23.0
1407,21.0,23.0
1408,21.0,21.0
1409,21.0,21.0
1410,21.0,21.0
1411,21.0,21.0
1412,21.0,21.0
1413,21.0,21.0
1414,19.0,21.0
1415,19.0,19.0
1416,19.0,19.0
1417,19.0,19.0
1418,19.0,19.0
1419,19.0,19.0
1420,19.0,19.0
1421,19.0,19.0
1422,17.0,19.0
1423,17.0,17.0
1424,17.0,17.0
1425,17.0,17.0
1426,17.0,17.0
1427,17.0,17.0
1428,17.0,17.0
1429,17.0,17.0
1430,17.0,17.0
1431,17.0,17.0
1432,15.0,17.0
1433,15.0,15.0
1434,15.0,15.0
1435,15.0,15.0
1436,15.0,15.0
1437,15.0,15.0
1438,15.0,15.0
1439,15.0,15.0
1440,15.0,15.0
1441,15.0,15.0
1442,15.0,15.0
1443,15.0,15.0
1444,13.0,15.0
1445,13.0,13.0
1446,13.0,13.0
1447,13.0,13.0
1448,13.0,13.0
1449,13.0,13.0
1450,13.0,13.0
1451,13.0,13.0
1452,13.0,13.0
1453,13.0,13.0
1454,13.0,13.0
1455,13.0,13.0
1456,13.0,13.0
1457,13.0,13.0
1458,11.0,13.0
1459,11.0,11.0
1460,11.0,11.0
1461,11.0,11.0
1462,11.0,11.0
1463,11.0,11.0
1464,11.0,11.0
1465,11.0,11.0
1466,11.0,11.0
1467,11.0,11.0
1468,11.0,11.0
1469,11.0,11.0
1470,11.0,11.0
1471,11.0,11.0
1472,11.0,11.0
1473,11.0,11.0
1474,11.0,11.0
1475,11.0,11.0
1476,9.0,11.0
1477,9.0,9.0
1478,9.0,9.0
1479,9.0,9.0
1480,9.0,9.0
1481,9.0,9.0
1482,9.0,9.0
1483,9.0,9.0
1484,9.0,9.0
1485,9.0,9.0
1486,9.0,9.0
1487,9.0,9.0
1488,9.0,9.0
1489,9.0,9.0
1490,9.0,9.0
1491,9.0,9.0
1492,9.0,9.0
1493,9.0,9.0
1494,9.0,9.0
1495,9.0,9.0
1496,9.0,9.0
1497,9.0,9.0
1498,9.0,9.0
1499,9.0,9.0
1500,7.0,7.0
1501,7.0,7.0
1502,7.0,7.0
1503,7.0,7.0
1504,7.0,7.0
1505,7.0,7.0
1506,7.0,7.0
1507,7.0,7.0
1508,7.0,7.0
1509,7.0,7.0
1510,7.0,7.0
1511,7.0,7.0
1512,7.0,7.0
1513,7.0,7.0
1514,7.0,7.0
1515,7.0,7.0
1516,7.0,7.0
1517,7.0,7.0
1518,7.0,7.0
1519,7.0,7.0
1520,7.0,7.0
1521,7.0,7.0
1522,7.0,7.0
1523,7.0,7.0
1524,7.0,7.0
1525,7.0,7.0
1526,7.0,7.0
1527,7.0,7.0
1528,7.0,7.0
1529,7.0,7.0
1530,7.0,7.0
1531,7.0,7.0
1532,5.0,7.0
1533,5.0,5.0
1534,5.0,5.0
1535,5.0,5.0
1536,5.0,5.0
1537,5.0,5.0
1538,5.0,5.0
1539,5.0,5.0
1540,5.0,5.0
1541,5.0,5.0
1542,5.0,5.0
1543,5.0,5.0
1544,5.0,5.0
1545,5.0,5.0
1546,5.0,5.0
1547,5.0,5.0
1548,5.0,5.0
1549,5.0,5.0
1550,5.0,5.0
1551,5.0,5.0
1552,5.0,5.0
1553,5.0,5.0
1554,5.0,5.0
1555,5.0,5.0
1556,5.0,5.0
1557,5.0,5.0
1558,5.0,5.0
1559,5.0,5.0
1560,5.0,5.0
1561,5.0,5.0
1562,5.0,5.0
1563,5.0,5.0
1564,5.0,5.0
1565,5.0,5.0
1566,5.0,5.0
1567,5.0,5.0
1568,5.0,5.0
1569,5.0,5.0
1570,5.0,5.0
1571,5.0,5.0
1572,5.0,5.0
1573,5.0,5.0
1574,5.0,5.0
1575,5.0,5.0
1576,5.0,5.0
1577,5.0,5.0
1578,5.0,5.0
1579,5.0,5.0
1580,5.0,5.0
1581,3.0,3.0
