,dynamic-(1+1){>0}-p-opt,E[dynamic-(1+1){>0}-p-opt],dynamic-(1+1){>0}-p-drift,T[dynamic-(1+1){>0}-p-drift]
Expected Time General,All,9.471509663006913,All,9.477203994680918
6,0,0.0,0,0.0
5,0.027777777777777776,6.445251830784797,0.027777777777777776,6.4451419212657095
4,0.027777777777777776,9.526750295483035,0.027777777777777776,9.526640697715074
3,0.4615917948988562,11.106700609261955,0.41191405240112966,11.12000658364693
2,0.8732822755481894,10.519888656369377,1,10.526640697715074
1,1,7.445251830784797,1,7.4451419212657095
