,dynamic-(1+1){>0}-p-opt,E[dynamic-(1+1){>0}-p-opt],dynamic-(1+1){>0}-p-drift,T[dynamic-(1+1){>0}-p-drift]
Expected Time General,All,12.053935745053826,All,12.272554942135455
7,0,0.0,0,0.0
6,0.02040816326530612,7.453011434346403,0.02040816326530612,7.452997926708116
5,0.02040816326530612,11.060390493751141,0.02040816326530612,11.060377009075456
4,0.02040816326530612,13.414431016372026,0.02040816326530612,13.41441753197509
3,0.6451850153697878,13.614860827870622,1,14.41441753197509
2,1,12.060390493751141,1,12.060377009075456
1,1,8.453011434346404,1,8.452997926708116
