,RLS-opt,T[RLS-opt],p-opt,T[p-opt],RLS-drift,t[RLS-drift],p-drift,T[p-drift],p-opt{>0},T[p-opt{>0}],p-drift{>0},T[p-drift{>0}]
458,1,2163.371403323844,0.002403123787193337,5715.628223622684,1,2163.371403323844,0.00239904028945811,5715.632063765697,4e-06,2166.1669498065967,5.9608609865491405e-06,2166.4744822930093
457,1,2174.9993103005854,0.0024151506114733095,5743.141552536762,1,2174.9993103005854,0.0024112411527497084,5743.145425213588,6.412451919175437e-06,2177.810302891678,5.9608609865491405e-06,2178.1167461523237
456,1,2186.3629466642196,0.002427311189447072,5769.934512922825,1,2186.3629466642196,0.0024235904716261763,5769.938413891263,5.632827871446568e-06,2189.1871328695934,5.9608609865491405e-06,2189.4943452011826
455,1,2197.4740577753287,0.0024396079038591467,5796.039052613901,1,2197.4740577753287,0.002435704237815086,5796.042983856008,4.502471387422318e-06,2200.3085041918403,5.9608609865491405e-06,2200.6190423208423
454,1,2208.343622992718,0.0024520431961253136,5821.485034995911,1,2208.343622992718,0.002447954202681816,5821.488998188924,6.5407691341298325e-06,2211.1925833494,5.9608609865491405e-06,2211.5018332481286
453,1,2218.981920865056,0.0024646195681686254,5846.300416391144,1,2218.981920865056,0.0024606641365156564,5846.30440809488,5.128463172721428e-06,2221.8419619384476,5.9608609865491405e-06,2222.1530118643273
452,1,2229.3985875317208,0.0024773395843236245,5870.511404963929,1,2229.3985875317208,0.002473258107440091,5870.515426125193,5.790742973552649e-06,2232.2708205729896,5.9608609865491405e-06,2232.5822286831417
451,1,2239.6026691643715,0.0024902058733137855,5894.142603411039,1,2239.6026691643715,0.0024860128013220227,5894.14665449779,5.546619876051019e-06,2242.4862846077835,5.9608609865491405e-06,2242.7985433704994
450,1,2249.6026691643697,0.002503221130303355,5917.2171373826695,1,2249.6026691643697,0.00249891817192563,5917.221218827837,5.240180366349621e-06,2252.4967702350955,5.9608609865491405e-06,2252.8104720123706
449,1,2259.4065907329955,0.0025163881190280227,5939.756771312741,1,2259.4065907329955,0.002511976199403796,5939.760883511798,4.832883353111684e-06,2262.3101249331867,5.9608609865491405e-06,2262.6260297484932
448,1,2269.0219753483784,0.0025297096740071576,5961.782013111267,1,2269.0219753483784,0.0025251890195609355,5961.786156432727,4.41930471643388e-06,2271.9339266404604,5.9608609865491405e-06,2272.2527693066954
447,1,2278.4559376125276,0.002543188702841086,5983.3122089796925,1,2278.4559376125276,0.0025385589221904826,5983.316383773892,4e-06,2281.3753255424604,5.9608609865491405e-06,2281.6978159019113
446,1,2287.715196871785,0.002556828188599011,6004.365629446623,1,2287.715196871785,0.002552088349747072,6004.369836053043,4e-06,2290.641846710094,5.9608609865491405e-06,2290.9678989038007
445,1,2296.806105962692,0.0025706311922974396,6024.959547581726,1,2296.806105962692,0.002565779896169351,6024.963786334965,6.364653569408838e-06,2299.744045775598,5.9608609865491405e-06,2300.0693806254953
444,1,2305.734677391262,0.00258460085547768,6045.110310225819,1,2305.734677391262,0.0025796363061567043,6045.114581460337,5.884007935858865e-06,2308.6828142944582,5.9608609865491405e-06,2309.0082825419245
443,1,2314.5066072158215,0.002598740413951365,6064.833402972314,1,2314.5066072158215,0.002593660474559024,6064.8377070260685,5.395969137658188e-06,2317.463883540274,5.9608609865491405e-06,2317.7903092082834
442,1,2323.1272968709923,0.0026130531601630904,6084.143509546342,1,2323.1272968709923,0.002607855446041539,6084.147846763417,5.588307539616074e-06,2326.0938272546036,5.9608609865491405e-06,2326.4208701165685
441,1,2331.601873142177,0.0026275425021688595,6103.054566151378,1,2331.601873142177,0.002622224415049617,6103.058936883671,4.932253662811495e-06,2334.576390219473,5.9608609865491405e-06,2334.9050996998603
440,1,2339.9352064755085,0.00264221193182496,6121.579811286502,1,2339.9352064755085,0.002636770725912676,6121.584215894616,4.746355705859053e-06,2342.917241494302,5.9608609865491405e-06,2343.2478756695855
439,1,2348.131927786982,0.0026570650361007137,6139.731831479863,1,2348.131927786982,0.0026514978731916727,6139.736270333233,4e-06,2351.120161375301,5.9608609865491405e-06,2351.4538358497243
438,1,2356.1964439160124,0.0026721055003533843,6157.522603333496,1,2356.1964439160124,0.0026664095021777,6157.527076809865,6.508197281946475e-06,2359.1945505980357,5.9608609865491405e-06,2359.5273936534186
437,1,2364.132951852519,0.0026873371117408645,6174.963532230811,1,2364.132951852519,0.0026815094097107626,6174.9680407151,4.372110175319317e-06,2367.1375490494625,5.9608609865491405e-06,2367.4727523312795
436,1,2371.945451852517,0.0027027637627740114,6192.0654880196025,1,2371.945451852517,0.002696801544985861,6192.070031902238,4e-06,2374.955863235439,5.9608609865491405e-06,2375.2939181065453
435,1,2379.6377595448234,0.002718389455018833,6208.838837949707,1,2379.6377595448234,0.00271229001069586,6208.843417624509,6.195842587343642e-06,2382.6569927592277,5.9608609865491405e-06,2382.9947122998447
434,1,2387.213517120579,0.002734218302953581,6225.293477114966,1,2387.213517120579,0.0027301070128571085,6225.298070703428,5.424002166496951e-06,2390.2403138362365,5.9608609865491405e-06,2390.5787825354128
433,1,2394.6762036877417,0.0027502545379892588,6241.438856622872,1,2394.6762036877417,0.0027459757475110976,6241.443466745622,4.174009353480639e-06,2397.7087021709367,5.9608609865491405e-06,2398.0496131110276
432,1,2402.029144864211,0.002766502512660065,6257.2840096924665,1,2402.029144864211,0.0027620583789905308,6257.288636996313,6.189091800881667e-06,2405.0699299190946,5.9608609865491405e-06,2405.4105346054457
431,1,2409.275521675804,0.0027829667049959245,6272.837575860554,1,2409.275521675804,0.0027783597115246645,6272.842221003578,4.472453301910831e-06,2412.322174193494,5.9608609865491405e-06,2412.6647327896544
430,1,2416.41837881866,0.0027996517230799885,6288.107823458408,1,2416.41837881866,0.00279283180098717,6288.1125081857335,5.427140082847314e-06,2419.472011813421,5.9608609865491405e-06,2419.815256901597
429,1,2423.4606323397857,0.002816562309805577,6303.102670505114,1,2423.4606323397857,0.002809593174474086,6303.107393240006,4.186380909347819e-06,2426.5195437157954,5.9608609865491405e-06,2426.8650273381754
428,1,2430.4050767842286,0.002833703347840116,6317.829704149422,1,2430.4050767842286,0.0028265840165807585,6317.834465276334,6.1764995588014045e-06,2433.471626496526,5.9608609865491405e-06,2433.8168428130907
427,1,2437.2543918527203,0.0028510798648076125,6332.296198779469,1,2437.2543918527203,0.002843877757957819,6332.3009978104465,4.388657086172089e-06,2440.326263130672,5.9608609865491405e-06,2440.6733870244093
426,1,2444.011148609476,0.002868697038696721,6346.509132908325,1,2444.011148609476,0.002861477535880349,6346.513968685851,4.070686007265156e-06,2447.0878618112783,5.9608609865491405e-06,2447.4372348716292
425,1,2450.6778152761417,0.00288656020351421,6360.475204933244,1,2450.6778152761417,0.002879324085469544,6360.480076395021,6.24704166980364e-06,2453.7618199082617,5.9608609865491405e-06,2454.110858258267
424,1,2457.2567626445616,0.002904674855184671,6374.200847857606,1,2457.2567626445616,0.002897422794451591,6374.205753963761,5.522830662680991e-06,2460.347091236825,5.9608609865491405e-06,2460.696631512702
423,1,2463.750269138067,0.0029230466577204652,6387.6922430562945,1,2463.750269138067,0.002915779131070943,6387.697182792902,4.319781295338055e-06,2466.8454513792003,5.9608609865491405e-06,2467.1968364570134
422,1,2470.1605255483223,0.0029416814496683085,6400.955333158088,1,2470.1605255483223,0.0029343986467362778,6400.960305539165,6.264252497509342e-06,2473.262617323021,5.9608609865491405e-06,2473.6136671508907
421,1,2476.4896394723714,0.002960585250848609,6413.995834112122,1,2476.4896394723714,0.002953286978752846,6414.000838182137,4.512347804410428e-06,2479.5966156404847,5.9608609865491405e-06,2479.949234335302
420,1,2482.73963947237,0.0029797642694043003,6426.819246499589,1,2482.73963947237,0.0029724498529079837,6426.824281336426,4.5886161732611645e-06,2485.8514921553638,5.9608609865491405e-06,2486.2055695984304
419,1,2488.912478978542,0.0029992249091733043,6439.430866146566,1,2488.912478978542,0.002991893086054798,6439.435930864891,5.0109090442971205e-06,2492.029560418448,5.9608609865491405e-06,2492.3846292844496
418,1,2495.01003995415,0.003018973777402228,6451.835794089051,1,2495.01003995415,0.0030116225888861085,6451.840887844077,4.243581534559795e-06,2498.131469179276,5.9608609865491405e-06,2498.4882981639676
417,1,2501.0341363396915,0.0030390176928178168,6464.038945937117,1,2501.0341363396915,0.003031644368449057,6464.044067928624,4e-06,2504.159590324533,5.9608609865491405e-06,2504.518392883354
416,1,2506.9865172920713,0.0030593636940817494,6476.045060680951,1,2506.9865172920713,0.0030519645307781305,6476.05021015761,5.998800726553656e-06,2510.11790065771,5.9608609865491405e-06,2510.4766652087487
415,1,2512.8688702332465,0.0030800190486330002,6487.8587089782495,1,2512.8688702332465,0.0030726346952773334,6487.8638848724395,5.059640100459642e-06,2516.005165228507,5.9608609865491405e-06,2516.3648050792535
414,1,2518.6828237216173,0.0031009912619604204,6499.4843009591095,1,2518.6828237216173,0.003094538280227042,6499.4894955377285,4e-06,2521.822933082344,5.9608609865491405e-06,2522.1844434826053
413,1,2524.429950158398,0.00312228808730848,6510.926093581617,1,2524.429950158398,0.0031134298724886443,6510.931326023226,5.682529514826799e-06,2527.5753843102852,5.9608609865491405e-06,2527.9371551655854
412,1,2530.111768340215,0.0031439175461485417,6522.188197568834,1,2530.111768340215,0.0031364702173380245,6522.193452766721,5.953397360698209e-06,2533.262683527971,5.9608609865491405e-06,2533.6244611904244
411,1,2535.729745868304,0.0031658879012878066,6533.2745839553045,1,2535.729745868304,0.0031591124196368495,6533.279858026417,5.703053586567066e-06,2538.885820351913,5.9608609865491405e-06,2539.2478313475945
410,1,2541.285301423858,0.0031882077201355473,6544.189090269127,1,2541.285301423858,0.0031794138255973026,6544.1943978156105,5.448054609590517e-06,2544.44621939225,5.9608609865491405e-06,2544.808686434549
409,1,2546.7798069183623,0.0032108858540965406,6554.9354263735795,1,2546.7798069183623,0.003201864817486467,6554.940766189432,5.061655363939431e-06,2549.9451474637694,5.9608609865491405e-06,2550.3084004092666
408,1,2552.2145895270573,0.0032339314584690438,6565.517179990496,1,2552.2145895270573,0.003224768670200091,6565.522551941246,4.633941996973126e-06,2555.3839096492275,5.9608609865491405e-06,2555.7483024267485
407,1,2557.590933613078,0.0032573540053711654,6575.937821925861,1,2557.590933613078,0.0032481235719786245,6575.943225302964,4.1613179320753975e-06,2560.763766545034,5.9608609865491405e-06,2561.1296787660276
406,1,2562.910082549247,0.0032811632973072605,6586.200711016661,1,2562.910082549247,0.003271929098051472,6586.206144706493,4e-06,2566.0862349227914,5.9608609865491405e-06,2566.453774654679
405,1,2568.1732404439826,0.0033053694814157114,6596.309098816506,1,2568.1732404439826,0.0032961861378111097,6596.314561402677,6.51621927502764e-06,2571.3547100853625,5.9608609865491405e-06,2571.7217959973004
404,1,2573.3815737773148,0.0033299830644294773,6606.266134036367,1,2573.3815737773148,0.00332089683153522,6606.271623889873,6.0149370911790295e-06,2576.567868369091,5.9608609865491405e-06,2576.934911013972
403,1,2578.536212952571,0.003355014928396054,6616.074866755543,1,2578.536212952571,0.0033461206064975316,6616.080381739146,5.505473080973288e-06,2581.7268498197427,5.9608609865491405e-06,2582.094251794256
402,1,2583.638253768897,0.003380476347192032,6625.738252416883,1,2583.638253768897,0.0033701153493301355,6625.743802036016,4.736965719425444e-06,2586.83256434804,5.9608609865491405e-06,2587.2009157719112
401,1,2588.688758819401,0.003406379003887571,6635.259155619281,1,2588.688758819401,0.0033976317799048776,6635.26472640235,4e-06,2591.8861199688135,5.9608609865491405e-06,2592.255967125129
400,1,2593.6887588194,0.003432735008993215,6644.640353719668,1,2593.6887588194,0.0034226779020163135,6644.645954904518,6.353072540376557e-06,2596.8908857191846,5.9608609865491405e-06,2597.2604381067536
399,1,2598.639253868904,0.0034595569196572947,6653.884540255682,1,2598.639253868904,0.0034493481703233887,6653.890170463677,5.4724820282153295e-06,2601.845417456361,5.9608609865491405e-06,2602.215330308654
398,1,2603.5412146532167,0.003486857759854578,6662.994328199599,1,2603.5412146532167,0.0034764591671076787,6662.999987544093,4.069432343018966e-06,2606.750330466065,5.9608609865491405e-06,2607.1216158641155
397,1,2608.3955835852544,0.0035146510416275956,6671.972253053307,1,2608.3955835852544,0.0035031159140434002,6671.977947946971,5.920293095991153e-06,2611.608924648028,5.9608609865491405e-06,2611.9802385918597
396,1,2613.2032758929454,0.003542950787440679,6680.820775793448,1,2613.2032758929454,0.003531164638175431,6680.826505514603,4e-06,2616.4194244195596,5.9608609865491405e-06,2616.7921150850702
395,1,2617.965180654849,0.0035717715537101485,6689.542285675276,1,2617.965180654849,0.00355973006767709,6689.548050497006,6.645585317747645e-06,2621.1859185273725,5.9608609865491405e-06,2621.558135748555
394,1,2622.682161786923,0.0036011284555808,6698.139102903192,1,2622.682161786923,0.0035897040591887177,6698.14489728783,4e-06,2625.9056162657275,5.9608609865491405e-06,2626.2791657869825
393,1,2627.3550589831843,0.0036310371930152914,6706.613481175373,1,2627.3550589831843,0.003619319445348872,6706.619306540517,4e-06,2630.581186346434,5.9608609865491405e-06,2630.9560461469487
392,1,2631.984688612813,0.0036615140782727375,6714.967610109494,1,2631.984688612813,0.0036489258696470743,6714.97347046501,4e-06,2635.2134455718087,5.9608609865491405e-06,2635.589594415422
391,1,2636.571844576115,0.003692576064863628,6723.203617556039,1,2636.571844576115,0.0036802299044761057,6723.209509203899,6.303834563620564e-06,2639.8046791660927,5.9608609865491405e-06,2640.180605676976
390,1,2641.1172991215685,0.003724240778062223,6731.323571805267,1,2641.1172991215685,0.003711409459872076,6731.329496847535,6.253722144944886e-06,2644.3541131595225,5.9608609865491405e-06,2644.72985333206
389,1,2645.621803626072,0.0037565265470559505,6739.3294836936075,1,2645.621803626072,0.003742627194839797,6739.335447027925,4e-06,2648.8611217589546,5.9608609865491405e-06,2649.2380898784086
388,1,2650.086089340357,0.003789452438846636,6747.223308614776,1,2650.086089340357,0.0037778700943755916,6747.229294369767,4e-06,2653.3278716458676,5.9608609865491405e-06,2653.706047657567
387,1,2654.510868101418,0.0038230382939885353,6755.006948440679,1,2654.510868101418,0.0038104400914107887,6755.012963564817,5.786759987553299e-06,2657.7561583910974,5.9608609865491405e-06,2658.134439568386
386,1,2658.8968330136977,0.003857304764272023,6762.682253356784,1,2658.8968330136977,0.0038437570290326076,6762.688300864001,4.9778497467604575e-06,2662.1450921770866,5.9608609865491405e-06,2662.523959749217
385,1,2663.2446591006533,0.0038922733524743873,6770.251023616428,1,2663.2446591006533,0.0038777428801436563,6770.257106955463,4e-06,2666.4952657897147,5.9608609865491405e-06,2666.8752842304566
384,1,2667.5550039282384,0.003927966461726619,6777.715011218166,1,2667.5550039282384,0.003912436698897234,6777.7211339018495,6.099522307253463e-06,2670.809133619906,5.9608609865491405e-06,2671.1890715589575
383,1,2671.828508201742,0.003964407413165809,6785.075921510121,1,2671.828508201742,0.003947853391721474,6785.082087170516,4.462275578919308e-06,2675.085173648582,5.9608609865491405e-06,2675.465963395754
382,1,2676.065796337334,0.004001620528975624,6792.335414724968,1,2676.065796337334,0.003985257404220477,6792.341619419284,5.483247035991537e-06,2679.325528461826,5.9608609865491405e-06,2679.706585088464
381,1,2680.2674770096023,0.004039631159328629,6799.49510744906,1,2680.2674770096023,0.004022634215518429,6799.501353663195,4.799569180425652e-06,2683.5298504688953,5.9608609865491405e-06,2683.9115462196405
380,1,2684.434143676268,0.004078465739570996,6806.556574028924,1,2684.434143676268,0.004060835459627071,6806.562863102512,4.0556740643373376e-06,2687.6987136039556,5.9608609865491405e-06,2688.0814411322726
379,1,2688.5663750812255,0.00411815184511705,6813.521347918212,1,2688.5663750812255,0.004099877019228443,6813.527681229878,6.612684825249603e-06,2691.8344697789553,5.9608609865491405e-06,2692.216849433572
378,1,2692.664735736962,0.004158718249371047,6820.390922968,1,2692.664735736962,0.004139778480668224,6820.397301923675,5.831836302858974e-06,2695.935889018069,5.9608609865491405e-06,2696.3183364781157
377,1,2696.729776387368,0.004200194984896577,6827.166754663175,1,2696.729776387368,0.004180562976875205,6827.173180720643,4.834279728256099e-06,2700.003424831317,5.9608609865491405e-06,2700.3864538313424
376,1,2700.762034451883,0.004242613407986186,6833.850261307488,1,2700.762034451883,0.004225590445116179,6833.856717790397,4e-06,2704.0377147402664,5.9608609865491405e-06,2704.421739714368
375,1,2704.7620344518823,0.004286006266814604,6840.442825159709,1,2704.7620344518823,0.004268223921364908,6840.449317585363,5.615169540000309e-06,2708.0405219771897,5.9608609865491405e-06,2708.4247194309996
374,1,2708.730288420136,0.0043304077734006245,6846.945793523193,1,2708.730288420136,0.004311829803609316,6846.952323359972,5.684127872718349e-06,2712.0115722333735,5.9608609865491405e-06,2712.3959057778125
373,1,2712.6672962941507,0.004375853679579198,6853.360479791026,1,2712.6672962941507,0.004355394876418976,6853.3670542417685,5.391472353002747e-06,2715.951190257696,5.9608609865491405e-06,2716.3357994380744
372,1,2716.5735462941498,0.00442238135719822,6859.688164448831,1,2716.5735462941498,0.004401286825318992,6859.694782886254,4.91036329131195e-06,2719.859779736825,5.9608609865491405e-06,2720.2448893602923
371,1,2720.4495152863974,0.00447002988277929,6865.930096037196,1,2720.4495152863974,0.004448273016573177,6865.936759417104,4.374867801512097e-06,2723.737799990687,5.9608609865491405e-06,2724.123653122075
370,1,2724.2956691325503,0.004518840126890317,6872.087492075521,1,2724.2956691325503,0.004496393078562577,6872.094201299073,4e-06,2727.585799560454,5.9608609865491405e-06,2727.9725572800107
369,1,2728.112463025679,0.004568854848463451,6878.1615399491475,1,2728.112463025679,0.004546283370591641,6878.168292907532,6.61056995713529e-06,2731.4055953983793,5.9608609865491405e-06,2731.792057706187
368,1,2731.900341813557,0.004620118794349631,6884.1533977613335,1,2731.900341813557,0.004596769651434643,6884.160196304494,6.0538201121414745e-06,2735.196179025221,5.9608609865491405e-06,2735.582599911959
367,1,2735.659740309797,0.004672678804380148,6890.064195151736,1,2735.659740309797,0.004648744065279909,6890.071039245151,5.494249022178485e-06,2738.9579932831584,5.9608609865491405e-06,2739.344619359556
366,1,2739.3910835933784,0.004726583922224991,6895.895034082855,1,2739.3910835933784,0.004702210263650788,6895.901923191149,4.650363402748194e-06,2742.6913487145507,5.9608609865491405e-06,2743.0785417620527
365,1,2743.0947872970814,0.0047818855123091045,6901.646989595964,1,2743.0947872970814,0.004757065777107379,6901.653923341368,4e-06,2746.3967556058533,5.9608609865491405e-06,2746.784783372232
364,1,2746.771257885316,0.004838637383225015,6907.321110537808,1,2746.771257885316,0.004810025166823363,6907.328104926071,6.187696179435412e-06,2750.0758188763484,5.9608609865491405e-06,2750.463751260831
363,1,2750.4208929218116,0.00489689591781716,6912.918420259415,1,2750.4208929218116,0.0048678032967034044,6912.925470331698,5.256937687615797e-06,2753.727620984152,5.9608609865491405e-06,2754.1158435846287
362,1,2754.044081327608,0.0049567202103985375,6918.439917288352,1,2754.044081327608,0.004927092549414358,6918.447022826376,4e-06,2757.3524319655567,5.9608609865491405e-06,2757.741449844823
361,1,2757.641203629766,0.005018172211422623,6923.886575975458,1,2757.641203629766,0.004988079449846646,6923.8937360381215,5.8559986209864325e-06,2760.9518917286946,5.9608609865491405e-06,2761.3409511361087
360,1,2761.212632201194,0.005081316885954727,6929.259347117386,1,2761.212632201194,0.005049854986359896,6929.266565136053,4.044588734720122e-06,2764.52490854181,5.9608609865491405e-06,2764.9147203868683
