,dynamic-RLS-opt,T[dynamic-RLS-opt],dynamic-RLS-drift,T[dynamic-RLS-drift],dynamic-(1+1){>0}-p-opt,T[dynamic-(1+1){>0}-p-opt],dynamic-(1+1){>0}-p-drift,T[dynamic-(1+1){>0}-p-drift],dynamic-(1+1)-p-drift,T[dynamic-(1+1)-p-drift],dynamic-(1+1)-Baeck,T[dynamic-(1+1)-Baeck],static-RLS-1,T[static-RLS-1],static-(1+1)-1/n,T[static-(1+1)-1/n],old-1+1{>0},T[old-1+1{>0}]
4480,1,16189.82845712745,1,16189.82845712745,4.938271604938272e-08,16191.623118883548,0.9999940391390134,,0.000223567775834734,43933.359376582506,0.00022411474675033618,43933.191189800185,1,16189.82845712745,0.00022222222222222223,43933.41038421411,0.00022222222222222223,27773.007889439938
4479,1,16404.114171412813,1,16404.114171412813,4.938271604938272e-08,16405.93242209224,0.9999940391390134,,0.00022367194284921685,44511.83511698619,0.0002242152466367713,44511.665069682465,1,16404.114171412813,0.00022222222222222223,44511.90777411495,0.00022222222222222223,28138.71163138093
4478,1,16608.659625957935,1,16608.659625957935,4.938271604938272e-08,16610.500383233666,0.9999940391390134,,0.00022377621669459927,45063.83093282987,0.00022431583669807088,45063.65913398318,1,16608.659625957935,0.00022222222222222223,45063.92654677313,0.00022222222222222223,28487.67661256672
4477,1,16804.31179987066,1,16804.31179987066,4.938271604938272e-08,16806.174075531068,0.9999940391390134,,0.00022388059746669876,45591.64941739221,0.0002244165170556553,45591.475966366634,1,16804.31179987066,0.00022222222222222223,45591.7692855283,0.00022222222222222223,28821.358437392642
4476,1,16991.81179987035,1,16991.81179987035,4.938271604938272e-08,16993.694688054777,0.9999940391390134,,0.00022398508524748315,46097.305339782164,0.000224517287831163,46097.130327528466,1,16991.81179987035,0.00022222222222222223,46097.45075073787,0.00022222222222222223,29141.03075966371
4475,1,17171.811799870055,1,17171.811799870055,4.938271604938272e-08,17173.714467186695,0.9999940391390134,,0.0002240896801275589,46582.571696806655,0.00022461814914645105,46582.395206871006,1,17171.811799870055,0.00022222222222222223,46582.74393145442,0.00022222222222222223,29447.81439468912
4474,1,17344.888722946696,1,17344.888722946696,4.938271604938272e-08,17346.810400110808,0.9999940391390134,,0.00022419438220374664,47049.01690870901,0.00022471910112359551,47048.8390180868,1,17344.888722946696,0.00022222222222222223,47049.21724101086,0.00022222222222222223,29742.70083289696
4473,1,17511.555389613088,1,17511.555389613088,4.938271604938272e-08,17513.495364323993,0.9999940391390134,,0.00022429919155575093,47498.03512680792,0.0002248201438848921,47497.85590667079,1,17511.555389613088,0.00022222222222222223,47498.26482453474,0.00022222222222222223,30026.571399075994
4472,1,17672.269675327112,1,17672.269675327112,4.938271604938272e-08,17674.227286162735,0.9999940391390134,,0.00022440410827092062,47930.87112905843,0.0002249212775528565,47930.69064537741,1,17672.269675327112,0.00022222222222222223,47931.13145440602,0.00022222222222222223,30300.212990324064
4471,1,17827.442089119962,1,17827.442089119962,4.938271604938272e-08,17829.416720273555,0.9999940391390134,,0.00022450913245722562,48348.64092327391,0.000225022502250225,48348.45923735749,1,17827.442089119962,0.00022222222222222223,48348.93313339487,0.00022222222222222223,30564.331100557276
4470,1,17977.44208911972,1,17977.44208911972,4.938271604938272e-08,17979.43316583832,0.9999940391390134,,0.00022461426419220586,48752.348916478986,0.00022512381809995497,48752.166085438104,1,17977.44208911972,0.00022222222222222223,48752.67426394294,0.00022222222222222223,30819.560674267574
4469,1,18122.603379442062,1,18122.603379442062,4.938271604938272e-08,18124.610364053544,0.9999940391390134,,0.00022471950356543234,49142.902315010695,0.00022522522522522523,49142.7183921649,1,18122.603379442062,0.00022222222222222223,49143.26204820576,0.00022222222222222223,31066.475209674278
4468,1,18263.22837944183,1,18263.22837944183,4.938271604938272e-08,18265.250767878573,0.9999940391390134,,0.00022482485067128248,49521.1232746049,0.0002253267237494367,49520.93830983656,1,18263.22837944183,0.00022222222222222223,49521.51863808864,0.00022222222222222223,31305.594439508164
4467,1,18399.592015805247,1,18399.592015805247,4.938271604938272e-08,18401.62933454918,0.9999940391390134,,0.00022493030560700973,49887.75920955929,0.0002254283137962128,49887.57324962656,1,18399.592015805247,0.00022222222222222223,49888.19144436788,0.00022222222222222223,31537.39084804046
