,dynamic-RLS-opt,T[dynamic-RLS-opt],dynamic-RLS-drift,T[dynamic-RLS-drift],dynamic-(1+1){>0}-p-opt,T[dynamic-(1+1){>0}-p-opt],dynamic-(1+1){>0}-p-drift,T[dynamic-(1+1){>0}-p-drift],dynamic-(1+1)-p-opt,T[dynamic-(1+1)-p-opt],dynamic-(1+1)-p-drift,T[dynamic-(1+1)-p-drift],dynamic-(1+1)-Baeck,T[dynamic-(1+1)-Baeck],static-RLS-1,T[static-RLS-1],static-(1+1)-1/n,T[static-(1+1)-1/n],old-1+1{>0},T[old-1+1{>0}]
100,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
99,1,100.0,1,100.0,0.0001,100.49667075833318,0.0001,100.49667075833318,0.01,270.4679036164738,0.0100019329784472,270.46790871975105,0.01,270.4679036164738,1,100.0,0.01,270.4679036164738,0.01,171.4679036164738
98,1,150.0,1,150.0,0.0001,150.73744388863955,0.0001,150.73744388863955,0.010257447154151384,402.9609768826344,0.010204273808599848,402.9627874115285,0.01020408163265306,402.9627954307227,1,150.0,0.01,403.0038701242281,0.01,255.49142000048457
97,1,183.33333333333331,1,183.33333333333331,0.0001,184.2279270691938,0.0001,184.2279270691938,0.010474413991408582,489.91988197740375,0.010415881309709062,489.9230442063993,0.010416666666666666,489.9230154930974,1,183.33333333333331,0.01,490.05485814388055,0.01,310.6789310651557
96,1,208.33333333333331,1,208.33333333333331,0.0001,209.34326573862677,0.0001,209.34326573862677,0.010701427165086706,554.1077969709344,0.010639191355753717,554.1120276882212,0.010638297872340425,554.1120311441157,1,208.33333333333331,0.01,554.3857611216714,0.01,351.4626430097648
95,1,228.3333333333333,1,228.3333333333333,0.0001,229.4335181057933,0.0001,229.4335181057933,0.010939476850330683,604.6307504544827,0.010875822743849984,604.6358121587068,0.010869565217391304,604.6359915554602,1,228.3333333333333,0.01,605.1028576034596,0.01,383.61564192374396
94,1,244.99999999999997,1,244.99999999999997,0.0001,246.17371327503636,0.0001,246.17371327503636,0.011189441098429675,646.0416358817497,0.011120655660190047,646.0474516503697,0.011111111111111112,646.0478574819577,1,244.99999999999997,0.01,646.758815139307,0.01,410.0241717947669
93,1,259.2857142857142,1,259.2857142857142,0.0001,260.52101073447943,0.0001,260.52101073447943,0.011452296815511949,680.9419936374635,0.011378457330625473,680.9485000723726,0.011363636363636364,680.9492156229074,1,259.2857142857142,0.01,681.9547693626483,0.01,432.33726849039334
92,1,271.78571428571416,1,271.78571428571416,0.0001,273.07363516413653,0.0001,273.07363516413653,0.011729134617280005,710.9576786833867,0.011649808784562352,710.9648307711182,0.011627906976744186,710.9659587046136,1,271.78571428571416,0.01,712.3161030884163,0.01,451.5853721483406
91,1,282.8968253968253,1,282.8968253968253,0.0001,284.230403017294,0.0001,284.230403017294,0.012021176116999937,737.172489672331,0.011935757169792975,737.1802564248181,0.011904761904761904,737.1819205045534,1,282.8968253968253,0.01,738.9261253580783,0.01,468.4552656653054
90,1,292.8968253968253,1,292.8968253968253,0.0001,294.2704858112017,0.0001,294.2704858112017,0.012329794476430522,760.3449825331716,0.012237595117216372,760.3533431255648,0.012195121951219513,760.355692809452,1,292.8968253968253,0.01,762.5429104993617,0.01,483.427543647978
89,1,301.98773448773443,1,301.98773448773443,0.0001,303.3969173765407,0.0001,303.3969173765407,0.012656538920587188,781.0267314084356,0.012557171901433534,781.035667935243,0.0125,781.0388886543337,1,301.98773448773443,0.01,783.7175735791553,0.01,496.85159522500305
88,1,310.32106782106774,1,310.32106782106774,0.0001,311.7619730862799,0.0001,311.7619730862799,0.013003164185060095,799.6313131229134,0.012893769796915406,799.6408376063494,0.01282051282051282,799.6451286481731,1,310.32106782106774,0.01,802.8632640726453,0.01,508.98934380186836
87,1,318.0133755133754,1,318.0133755133754,0.0001,319.482787842664,0.0001,319.482787842664,0.013371666006422929,816.4767580102132,0.013254413163352165,816.4868495373235,0.013157894736842105,816.492493521302,1,318.0133755133754,0.01,820.2976232043582,0.01,520.0421636420019
86,1,325.15623265623253,1,325.15623265623253,0.0001,326.6513962117062,0.0001,326.6513962117062,0.013764324169466153,831.8128384831186,0.01363695204020831,831.8234968693009,0.013513513513513514,831.8308144559529,1,325.15623265623253,0.01,836.270077687975,0.01,530.1681832151
85,1,331.82289932289916,1,331.82289932289916,0.0001,333.34142584618354,0.0001,333.34142584618354,0.01418375499467374,845.8392600557524,0.014044143251717756,845.8504959541655,0.013888888888888888,845.859866026082,1,331.82289932289916,0.01,850.9800353183986,0.01,539.4938206140296
84,1,338.0728993228991,1,338.0728993228991,0.0001,339.6126992139458,0.0001,339.6126992139458,0.014632975708502553,858.718166180571,0.01447964963614928,858.7299924133931,0.014285714285714285,858.7418732040936,1,338.0728993228991,0.01,864.5893942329296,0.01,548.1217140218471
83,1,343.95525226407557,1,343.95525226407557,0.0001,345.5144818767218,0.0001,345.5144818767218,0.015115483835101862,870.582963544336,0.014947487232323186,870.5953897140103,0.014705882352941176,870.6103391666262,1,343.95525226407557,0.01,877.2313727919882,0.01,556.1363195706073
82,1,349.51080781963117,1,349.51080781963117,0.0001,351.08782846925743,0.0001,351.08782846925743,0.015635355725873837,881.5446940601842,0.015447497915478604,881.5577582979154,0.015151515151515152,881.5764202273549,1,349.51080781963117,0.01,889.0168865485276,0.01,563.607954133733
81,1,354.773965714368,1,354.773965714368,0.0001,356.36731131552307,0.0001,356.36731131552307,0.01619736953925236,891.6967279699077,0.01599101115808108,891.7104394519757,0.015625,891.7336224105172,1,354.773965714368,0.01,900.039246917742,0.01,570.5957741306465
80,1,359.773965714368,1,359.773965714368,0.0001,361.38231689086786,0.0001,361.38231689086786,0.016807159669383693,901.1182813677763,0.01657885511805197,901.132661818667,0.016129032258064516,901.1613230887828,1,359.773965714368,0.01,910.3776850441351,0.01,577.1500095445278
79,1,364.5358704762728,1,364.5358704762728,0.0001,366.1580336027102,0.0001,366.1580336027102,0.01747141177211335,909.8770936226238,0.01721570429455582,909.8921816957792,0.016666666666666666,909.9274532895327,1,364.5358704762728,0.01,920.1000365303062,0.01,583.3136659535346
