,dynamic-RLS-opt,T[dynamic-RLS-opt],dynamic-RLS-drift,T[dynamic-RLS-drift],dynamic-(1+1){>0}-p-opt,T[dynamic-(1+1){>0}-p-opt],dynamic-(1+1){>0}-p-drift,T[dynamic-(1+1){>0}-p-drift],dynamic-(1+1)-p-opt,T[dynamic-(1+1)-p-opt],dynamic-(1+1)-p-drift,T[dynamic-(1+1)-p-drift],dynamic-(1+1)-Baeck,T[dynamic-(1+1)-Baeck],static-RLS-1,T[static-RLS-1],static-(1+1)-1/n,T[static-(1+1)-1/n],old-1+1{>0},T[old-1+1{>0}],static-(1+1)-opt,T[static-(1+1)-opt],dynamic-(1+1){>0}-p-drift-1/2n,T[dynamic-(1+1){>0}-p-drift-1/2n],dynamic-(1+1){>0}-p-drift-1/n,T[dynamic-(1+1){>0}-p-drift-1/n],dynamic-(1+1){>0}-p-opt-1/2n,T[dynamic-(1+1){>0}-p-opt-1/2n],dynamic-(1+1){>0}-p-opt-1/n,T[dynamic-(1+1){>0}-p-opt-1/n],old-1+1{>0}-1/2n,T[old-1+1{>0}-1/2n]
986,1,3251.562326562327,1,3251.562326562327,1e-06,3253.17513865027,5.9608609865491405e-06,3261.1917950434913,0.0010272917775945832,8787.294134782998,0.0010251445592753506,8787.299191072005,0.001026694045174538,8787.294955489591,1,3251.562326562327,0.001,8787.757837987328,0.001,5556.539486964221,0.0011106254326500608,8831.162385302949,0.0005,4208.535722471561,0.001,5556.539486964221,0.0005,4208.535722471561,0.001,5556.539486964221,0.0005,4208.535722471561
985,1,3318.2289932289937,1,3318.2289932289937,1e-06,3319.874148829202,5.9608609865491405e-06,3328.0515582483704,0.0010294174153179527,8964.517965138844,0.0010304802661460066,8964.52311232527,0.00102880658436214,8964.518816651773,1,3318.2289932289937,0.001,8965.054567691304,0.001,5668.6450203291915,0.0011106254326500608,9008.903463896348,0.0005,4294.243491907581,0.001,5668.6450203291915,0.0005,4294.243491907581,0.001,5668.6450203291915,0.0005,4294.243491907581
984,1,3380.7289932289937,1,3380.7289932289937,1e-06,3382.4044083112713,5.9608609865491405e-06,3390.7322115388156,0.0010315526354258689,9130.409476674473,0.0010326293899177782,9130.414712897738,0.0010309278350515464,9130.410358202636,1,3380.7289932289937,0.001,9131.02428790217,0.001,5773.588433768006,0.0011106254326500608,9175.252205855159,0.0005,4374.544648532225,0.001,5773.588433768006,0.0005,4374.544648532225,0.001,5773.588433768006,0.0005,4374.544648532225
983,1,3439.552522640758,1,3439.552522640758,1e-06,3441.256358355048,5.9608609865491405e-06,3449.7254149089695,0.0010336975066135665,9286.301824941158,0.001034757769508755,9286.307141824851,0.0010330578512396695,9286.302735880026,1,3439.552522640758,0.001,9287.0001472226,0.001,5872.212683241595,0.0011106254326500608,9331.549617751862,0.0005,4450.075315821837,0.001,5872.212683241595,0.0005,4450.075315821837,0.001,5872.212683241595,0.0005,4450.075315821837
982,1,3495.1080781963137,1,3495.1080781963137,1e-06,3496.8387000093444,5.9608609865491405e-06,3505.4408850206155,0.0010358520982571681,9433.305972590168,0.0010368983655808686,9433.311363156543,0.0010351966873706005,9433.306912495353,1,3495.1080781963137,0.001,9434.093101146129,0.001,5965.220230991396,0.0011106254326500608,9478.91320257219,0.0005,4521.365596604543,0.001,5965.220230991396,0.0005,4521.365596604543,0.001,5965.220230991396,0.0005,4521.365596604543
981,1,3547.739657143682,1,3547.739657143682,1e-06,3549.4956025784204,5.9608609865491405e-06,3558.2236464310486,0.0010380164804222485,9572.357466823085,0.001039051097042895,9572.362925188092,0.001037344398340249,9572.358435389762,1,3547.739657143682,0.001,9573.238689560187,0.001,6053.202623168541,0.0011106254326500608,9618.284013112563,0.0005,4588.861893196838,0.001,6053.202623168541,0.0005,4588.861893196838,0.001,6053.202623168541,0.0005,4588.861893196838
980,1,3597.739657143682,1,3597.739657143682,1e-06,3599.5196099708996,5.9608609865491405e-06,3608.366970013965,0.0010401907238725553,9704.251522479604,0.0010412158911122641,9704.257043654943,0.0010395010395010396,9704.25251952634,1,3597.739657143682,0.001,9705.232119873326,0.001,6136.662673055715,0.0011106254326500608,9750.461942028109,0.0005,4652.943647506022,0.001,6136.662673055715,0.0005,4652.943647506022,0.001,6136.662673055715,0.0005,4652.943647506022
979,1,3645.3587047627293,1,3645.3587047627293,1e-06,3647.1614741084577,5.9608609865491405e-06,3656.1222308039632,0.0010423749000789911,9829.669752009142,0.0010433926830611675,9829.675331745895,0.0010416666666666667,9829.670777465062,1,3645.3587047627293,0.001,9830.754997016902,0.001,6216.031362569513,0.0011106254326500608,9876.132609488255,0.0005,4713.936095393964,0.001,6216.031362569513,0.0005,4713.936095393964,0.001,6216.031362569513,0.0005,4713.936095393964
978,1,3690.8132502172753,1,3690.8132502172753,1e-06,3692.637753468904,5.9608609865491405e-06,3701.7065254218346,0.0010445690812284291,9949.200820448837,0.0010455814160016369,9949.206455112804,0.0010438413361169101,9949.201874343398,1,3690.8132502172753,0.001,9950.39597844636,0.001,6291.68090251225,0.0011106254326500608,9995.888140001418,0.0005,4772.120122321819,0.001,6291.68090251225,0.0005,4772.120122321819,0.001,6291.68090251225,0.0005,4772.120122321819
977,1,3734.2915110868403,1,3734.2915110868403,1e-06,3736.136759772077,5.9608609865491405e-06,3745.308633537829,0.0010467733402330472,10063.356610188981,0.0010477820406901083,10063.362296660429,0.0010460251046025104,10063.357692643805,1,3734.2915110868403,0.001,10064.666938924773,0.001,6363.934953638569,0.0011106254326500608,10110.24342253867,0.0005,4827.739976463302,0.001,6363.934953638569,0.0005,4827.739976463302,0.001,6363.934953638569,0.0005,4827.739976463302
976,1,3775.958177753507,1,3775.958177753507,1e-06,3777.8232657728317,5.9608609865491405e-06,3787.0937373634188,0.0010489877507395594,10172.585018078915,0.00104999451528447,10172.590753671313,0.0010482180293501049,10172.58612930125,1,3775.958177753507,0.001,10174.015767643183,0.001,6433.076718333159,0.0011106254326500608,10219.648983131558,0.0005,4881.009374919349,0.001,6433.076718333159,0.0005,4881.009374919349,0.001,6433.076718333159,0.0005,4881.009374919349
975,1,3815.958177753507,1,3815.958177753507,1e-06,3817.8422714954413,5.9608609865491405e-06,3827.2071972446956,0.0010512123871385553,10277.28019311178,0.0010522188051493196,10277.285975505429,0.0010504201680672268,10277.281333389226,1,3815.958177753507,0.001,10278.83660591681,0.001,6499.355413952919,0.0011106254326500608,10324.501282950352,0.0005,4932.116388689847,0.001,6499.355413952919,0.0005,4932.116388689847,0.001,6499.355413952919,0.0005,4932.116388689847
974,1,3854.4197162150454,1,3854.4197162150454,1e-06,3856.322046192148,5.9608609865491405e-06,3865.77760118013,0.0010534473245742682,10377.790805323677,0.0010544548826376305,10377.796632511137,0.0010526315789473684,10377.791975020009,1,3854.4197162150454,0.001,10379.478116093527,0.001,6562.991501295613,0.0011106254326500608,10425.151035982535,0.0005,4981.227388227727,0.001,6562.991501295613,0.0005,4981.227388227727,0.001,6562.991501295613,0.0005,4981.227388227727
973,1,3891.4567532520823,1,3891.4567532520823,1e-06,3893.376606976056,5.9608609865491405e-06,3902.919249612802,0.001055692638954136,10474.42678341521,0.0010567027268750804,10474.432653656124,0.0010548523206751054,10474.427982967034,1,3891.4567532520823,0.001,10476.250219182944,0.001,6624.180944833585,0.0011106254326500608,10521.909986400491,0.0005,5028.490258334891,0.001,6624.180944833585,0.0005,5028.490258334891,0.001,6624.180944833585,0.0005,5028.490258334891
972,1,3927.1710389663676,1,3927.1710389663676,1e-06,3929.107754841008,5.9608609865491405e-06,3938.734196509749,0.0010579484069587084,10567.464849226311,0.0010589623235575207,10567.470761009827,0.0010570824524312897,10567.466079140457,1,3927.1710389663676,0.001,10569.429629337435,0.001,6683.098712191419,0.0011106254326500608,10615.05647568486,0.0005,5074.037038969578,0.001,6683.098712191419,0.0005,5074.037038969578,0.001,6683.098712191419,0.0005,5074.037038969578
971,1,3961.6537975870574,1,3961.6537975870574,1e-06,3963.6067596435523,5.9608609865491405e-06,3973.3139385310756,0.0010602147060518275,10657.153097991213,0.0010612336647456914,10657.159050004533,0.001059322033898305,10657.154358842752,1,3961.6537975870574,0.001,10659.264434112309,0.001,6739.901670265378,0.0011106254326500608,10704.840049899047,0.0005,5117.986110742124,0.001,6739.901670265378,0.0005,5117.986110742124,0.001,6739.901670265378,0.0005,5117.986110742124
970,1,3994.9871309203904,1,3994.9871309203904,1e-06,3996.955764254585,5.9608609865491405e-06,4006.7408226708735,0.0010624916144906344,10743.71481521765,0.0010635167486608517,10743.720806319552,0.0010615711252653928,10743.716107648359,1,3994.9871309203904,0.001,10745.977911349197,0.001,6794.730998656284,0.0011106254326500608,10791.485299084587,0.0005,5160.444016161414,0.001,6794.730998656284,0.0005,5160.444016161414,0.001,6794.730998656284,0.0005,5160.444016161414
969,1,4027.245195436519,1,4027.245195436519,1e-06,4029.2289622349113,5.9608609865491405e-06,4039.08922685929,0.0010647792113360702,10827.351677940276,0.0010658115794895352,10827.357707138712,0.0010638297872340426,10827.353002657595,1,4027.245195436519,0.001,10829.771730433136,0.001,6847.714213838971,0.0011106254326500608,10875.195077399158,0.0005,5201.506987131914,0.001,6847.714213838971,0.0005,5201.506987131914,0.001,6847.714213838971,0.0005,5201.506987131914
968,1,4058.495195436519,1,4058.495195436519,1e-06,4060.493591499012,5.9608609865491405e-06,4070.4265560955223,0.0010670775764632823,10908.246455778302,0.001068118167184543,10908.252522211398,0.0010660980810234541,10908.247813554599,1,4058.495195436519,0.001,10910.828653353185,0.001,6898.966877055303,0.0011106254326500608,10956.153220108019,0.0005,5241.262233779293,0.001,6898.966877055303,0.0005,5241.262233779293,0.001,6898.966877055303,0.0005,5241.262233779293
967,1,4088.7982257395497,1,4088.7982257395497,1e-06,4090.8107774236905,5.9608609865491405e-06,4100.8140876515645,0.0010693867905724346,10986.565302741907,0.0010676575278084342,10986.571469459452,0.0010683760683760685,10986.566694414108,1,4088.7982257395497,0.001,10989.31482651141,0.001,6948.594043435465,0.0011106254326500608,11034.52684891001,0.0005,5279.789037999439,0.001,6948.594043435465,0.0005,5279.789037999439,0.001,6948.594043435465,0.0005,5279.789037999439
966,1,4118.209990445432,1,4118.209990445432,1e-06,4120.236251970149,5.9608609865491405e-06,4130.3076919813,0.0010717069351994914,11062.459712008296,0.001070874951665998,11062.465899480754,0.0010706638115631692,11062.461138477758,1,4118.209990445432,0.001,11065.381735501147,0.001,6996.691498013204,0.0011106254326500608,11110.468338245051,0.0005,5317.159686191424,0.001,6996.691498013204,0.0005,5317.159686191424,0.001,6996.691498013204,0.0005,5317.159686191424
965,1,4146.781419016861,1,4146.781419016861,1e-06,4148.820970074343,5.9608609865491405e-06,4158.958450642561,0.0010740380927272899,11136.068191444036,0.0010740817592256064,11136.074378580517,0.001072961373390558,11136.069653676672,1,4146.781419016861,0.001,11139.167880631172,0.001,7043.346815167432,0.0011106254326500608,11184.117000700464,0.0005,5353.440268742932,0.001,7043.346815167432,0.0005,5353.440268742932,0.001,7043.346815167432,0.0005,5353.440268742932
964,1,4174.559196794638,1,4174.559196794638,1e-06,4176.611640427563,5.9608609865491405e-06,4186.813188396692,0.0010763803463966803,11207.517706415903,0.0010772784848453564,11207.523917984934,0.001075268817204301,11207.51920544253,1,4174.559196794638,0.001,11210.800219738205,0.001,7088.640270919168,0.0011106254326500608,11255.600538333121,0.0005,5388.691368476009,0.001,7088.640270919168,0.0005,5388.691368476009,0.001,7088.640270919168,0.0005,5388.691368476009
963,1,4201.586223821665,1,4201.586223821665,1e-06,4203.651184529916,5.9608609865491405e-06,4213.91493340277,0.0010787337803179792,11276.92492762734,0.0010771323061164236,11276.931213930546,0.0010775862068965517,11276.926464544184,1,4201.586223821665,0.001,11280.395416024732,0.001,7132.645631945102,0.0011106254326500608,11325.036297866916,0.0005,5422.968656059645,0.001,7132.645631945102,0.0005,5422.968656059645,0.001,7132.645631945102,0.0005,5422.968656059645
962,1,4227.90201329535,1,4227.90201329535,1e-06,4229.979135342027,5.9608609865491405e-06,4240.303316859942,0.0010810984794825884,11344.397314765809,0.001080310441294159,11344.403617193282,0.0010799136069114472,11344.398890735203,1,4227.90201329535,0.001,11348.060921707587,0.001,7175.430840773558,0.0011106254326500608,11392.53236073265,0.0005,5456.3234070785575,0.001,7175.430840773558,0.0005,5456.3234070785575,0.001,7175.430840773558,0.0005,5456.3234070785575
961,1,4253.543038936376,1,4253.543038936376,1e-06,4255.631984827548,5.9608609865491405e-06,4266.014921413576,0.0010834745297746543,11410.03406122107,0.0010833002947452932,11410.04036413362,0.0010822510822510823,11410.03567747231,1,4253.543038936376,0.001,11413.895922737269,0.001,7217.0586131348355,0.0011106254326500608,11458.188493359212,0.0005,5488.802952811122,0.001,7217.0586131348355,0.0005,5488.802952811122,0.001,7217.0586131348355,0.0005,5488.802952811122
960,1,4278.543038936376,1,4278.543038936376,1e-06,4280.643488052861,5.9608609865491405e-06,4291.083586010636,0.0010858620179830826,11473.926920713568,0.0010852775317988946,11473.933232689747,0.0010845986984815619,11473.928578543891,1,4278.543038936376,0.001,11477.992165427278,0.001,7257.58696064272,0.0011106254326500608,11522.096978678293,0.0005,5520.451074660067,0.001,7257.58696064272,0.0005,5520.451074660067,0.001,7257.58696064272,0.0005,5520.451074660067
959,1,4302.933282838815,1,4302.933282838815,1e-06,4305.04493020144,5.9608609865491405e-06,4315.540673577579,0.0010882610419309536,11536.160933114563,0.001087288119646266,11536.167269281064,0.0010869565217391304,11536.162633890252,1,4302.933282838815,0.001,11540.434682275043,0.001,7297.069649734377,0.0011106254326500608,11584.343346226113,0.0005,5551.308350481847,0.001,7297.069649734377,0.0005,5551.308350481847,0.001,7297.069649734377,0.0005,5551.308350481847
958,1,4326.742806648339,1,4326.742806648339,1e-06,4328.865361800795,5.9608609865491405e-06,4339.415306831824,0.0010906716652781673,11596.815063859016,0.0010893316009764032,11596.821444361563,0.0010893246187363835,11596.816809016611,1,4326.742806648339,0.001,11601.302431375512,0.001,7335.556605974497,0.0011106254326500608,11645.007015328212,0.0005,5581.412459686344,0.001,7335.556605974497,0.0005,5581.412459686344,0.001,7335.556605974497,0.0005,5581.412459686344
957,1,4349.9986206018275,1,4349.9986206018275,1e-06,4352.1318065974465,5.9608609865491405e-06,4362.734576673302,0.0010930939941415855,11655.96276900816,0.0010914075306802913,11655.96921747063,0.001091703056768559,11655.964560055792,1,4349.9986206018275,0.001,11660.66886148438,0.001,7373.094271347353,0.0011106254326500608,11704.16186349531,0.0005,5610.798452859859,0.001,7373.094271347353,0.0005,5610.798452859859,0.001,7373.094271347353,0.0005,5610.798452859859
956,1,4372.7258933291005,1,4372.7258933291005,1e-06,4374.869445809748,5.9608609865491405e-06,4385.523726895129,0.0010955281187865254,11713.672496100384,0.001093515475833719,11713.679038349426,0.0010940919037199124,11713.674334619214,1,4372.7258933291005,0.001,11718.602412869554,0.001,7409.725920947468,0.0011106254326500608,11761.876730228701,0.0005,5639.498990749108,0.001,7409.725920947468,0.0005,5639.498990749108,0.001,7409.725920947468,0.0005,5639.498990749108
955,1,4394.948115551323,1,4394.948115551323,1e-06,4397.101781908158,5.9608609865491405e-06,4407.806318370876,0.0010979741303327217,11770.008129352029,0.001095655015668135,11770.014792366666,0.0010964912280701754,11770.010016997752,1,4394.948115551323,0.001,11775.166962512405,0.001,7445.49194448241,0.0011106254326500608,11818.215864847254,0.0005,5667.544556691467,0.001,7445.49194448241,0.0005,5667.544556691467,0.001,7445.49194448241,0.0005,5667.544556691467
954,1,4416.687245986105,1,4416.687245986105,1e-06,4418.850784593324,5.9608609865491405e-06,4429.604375395407,0.001100432120755939,11825.029386466746,0.0011015301160807638,11825.036073239155,0.001098901098901099,11825.031324971214,1,4416.687245986105,0.001,11830.422220917619,0.001,7480.430097177488,0.0011106254326500608,11873.239325637522,0.0005,5694.963645954948,0.001,7480.430097177488,0.0005,5694.963645954948,0.001,7480.430097177488,0.0005,5694.963645954948
953,1,4437.963841730786,1,4437.963841730786,1e-06,4440.1370212445745,5.9608609865491405e-06,4450.938516457529,0.0011029021828892324,11878.79217323112,0.0011039927175726732,11878.79888500305,0.0011013215859030838,11878.794164404024,1,4437.963841730786,0.001,11884.424086709198,0.001,7514.575723988404,0.0011106254326500608,11927.003336541098,0.0005,5721.782934935651,0.001,7514.575723988404,0.0005,5721.782934935651,0.001,7514.575723988404,0.0005,5721.782934935651
952,1,4458.797175064119,1,4458.797175064119,1e-06,4460.979773780032,5.9608609865491405e-06,4471.828071390498,0.0011053844104237697,11931.348901173209,0.0011064663963000151,11931.35563684558,0.0011037527593818985,11931.350946903838,1,4458.797175064119,0.001,11937.224964289382,0.001,7547.961960458462,0.0011106254326500608,11979.56060668696,0.0005,5748.027432730457,0.001,7547.961960458462,0.0005,5748.027432730457,0.001,7547.961960458462,0.0005,5748.027432730457
951,1,4479.205338329425,1,4479.205338329425,1e-06,4481.397143592219,5.9608609865491405e-06,4492.291186568393,0.001107878897910038,11982.748772806939,0.0011089513699081928,11982.755531311754,0.0011061946902654867,11982.750875066036,1,4479.205338329425,0.001,11988.874049083357,0.001,7580.619913080087,0.0011106254326500608,12030.96061731852,0.0005,5773.720617243127,0.001,7580.619913080087,0.0005,5773.720617243127,0.001,7580.619913080087,0.0005,5773.720617243127
950,1,4499.205338329424,1,4499.205338329424,1e-06,4501.406145990107,5.9608609865491405e-06,4512.344919582846,0.0011103857407581386,12033.038038352057,0.0011114478523014154,12033.044818639442,0.0011086474501108647,12033.040199193736,1,4499.205338329424,0.001,12039.417584259536,0.001,7612.578821620234,0.0011106254326500608,12081.249880027886,0.0005,5798.884557679802,0.001,7612.578821620234,0.0005,5798.884557679802,0.001,7612.578821620234,0.0005,5798.884557679802
949,1,4518.813181466679,1,4518.813181466679,1e-06,4521.022795382139,5.9608609865491405e-06,4532.005324637749,0.0011129050555150409,12082.260227285422,0.0011139560538254811,12082.267028328653,0.0011111111111111111,12082.262448849155,1,4518.813181466679,0.001,12088.899092281099,0.001,7643.866205531503,0.0011106254326500608,12130.47216967308,0.0005,5823.540025035128,0.001,7643.866205531503,0.0005,5823.540025035128,0.001,7643.866205531503,0.0005,5823.540025035128
948,1,4538.043950697449,1,4538.043950697449,1e-06,4540.262182268576,5.9608609865491405e-06,4551.287529732919,0.0011154369147699816,12130.456357627787,0.0011164761814540952,12130.463178427464,0.0011135857461024498,12130.45864214044,1,4538.043950697449,0.001,12137.359584193027,0.001,7674.5079962852615,0.0011106254326500608,12178.668734899287,0.0005,5847.706591954714,0.001,7674.5079962852615,0.0005,5847.706591954714,0.001,7674.5079962852615,0.0005,5847.706591954714
947,1,4556.911875225751,1,4556.911875225751,1e-06,4559.138542970424,5.9608609865491405e-06,4570.205806566302,0.0011179814283348046,12177.66512548647,0.001119008438955292,12177.671965073956,0.0011160714285714285,12177.667475264443,1,4556.911875225751,0.001,12184.837749165017,0.001,7704.528657220531,0.0011106254326500608,12225.878488799674,0.0005,5871.402723176617,0.001,7704.528657220531,0.0005,5871.402723176617,0.001,7704.528657220531,0.0005,5871.402723176617
946,1,4575.430393744269,1,4575.430393744269,1e-06,4577.665322901964,5.9608609865491405e-06,4588.7736339637295,0.0011205386970345385,12223.923077047815,0.0011215530270626245,12223.929934487956,0.0011185682326621924,12223.925494499226,1,4575.430393744269,0.001,12231.370126484138,0.001,7733.951292295699,0.0011106254326500608,12272.138181922328,0.0005,5894.645857598594,0.001,7733.951292295699,0.0005,5894.645857598594,0.001,7733.951292295699,0.0005,5894.645857598594
945,1,4593.612211926087,1,4593.612211926087,1e-06,4595.855234091242,5.9608609865491405e-06,4607.003755542355,0.0011231088228034483,12269.264764933936,0.0011241101436434667,12269.271639327224,0.0011210762331838565,12269.267252560856,1,4593.612211926087,0.001,12276.991261911786,0.001,7762.7977449537475,0.0011106254326500608,12317.482559549333,0.0005,5917.45248288472,0.001,7762.7977449537475,0.0005,5917.45248288472,0.001,7762.7977449537475,0.0005,5917.45248288472
944,1,4611.46935478323,1,4611.46935478323,1e-06,4613.720307564806,5.9608609865491405e-06,4624.908232225556,0.0011256919087006465,12313.722890599056,0.0011266799838445304,12313.72978108318,0.0011235955056179776,12313.725450999833,1,4611.46935478323,0.001,12321.73385008018,0.001,7791.088688160214,0.0011106254326500608,12361.94450493304,0.0005,5939.838203410677,0.001,7791.088688160214,0.0005,5939.838203410677,0.001,7791.088688160214,0.0005,5939.838203410677
943,1,4629.0132144323525,1,4629.0132144323525,1e-06,4631.271941137275,5.9608609865491405e-06,4642.498490151268,0.001128288058925669,12357.328434234854,0.0011292627402553323,12357.335339985859,0.0011261261261261261,12357.331070106478,1,4629.0132144323525,0.001,12365.628864397924,0.001,7818.843706543067,0.0011106254326500608,12405.555169967714,0.0005,5961.817802248949,0.001,7818.843706543067,0.0005,5961.817802248949,0.001,7818.843706543067,0.0005,5961.817802248949
