,dynamic-RLS-opt,T[dynamic-RLS-opt],dynamic-RLS-drift,T[dynamic-RLS-drift],dynamic-(1+1){>0}-p-opt,T[dynamic-(1+1){>0}-p-opt],dynamic-(1+1){>0}-p-drift,T[dynamic-(1+1){>0}-p-drift],dynamic-(1+1)-p-opt,T[dynamic-(1+1)-p-opt],dynamic-(1+1)-p-drift,T[dynamic-(1+1)-p-drift],dynamic-(1+1)-Baeck,T[dynamic-(1+1)-Baeck],static-RLS-1,T[static-RLS-1],static-(1+1)-1/n,T[static-(1+1)-1/n],old-1+1{>0},T[old-1+1{>0}],static-(1+1)-opt,T[static-(1+1)-opt],dynamic-(1+1){>0}-p-drift-1/2n,T[dynamic-(1+1){>0}-p-drift-1/2n],dynamic-(1+1){>0}-p-drift-1/n,T[dynamic-(1+1){>0}-p-drift-1/n],dynamic-(1+1){>0}-p-opt-1/2n,T[dynamic-(1+1){>0}-p-opt-1/2n],dynamic-(1+1){>0}-p-opt-1/n,T[dynamic-(1+1){>0}-p-opt-1/n],old-1+1{>0}-1/2n,T[old-1+1{>0}-1/2n]
486,1,1625.7811632809419,1,1625.7811632809419,4.01604812832077e-06,1588.452782192582,5.9608609865491405e-06,1628.1660010182,0.0021125423780803732,4367.897401072792,0.002109943419957854,4367.899072401012,0.002109704641350211,4367.899168012109,1,1625.7811632809419,0.002,4368.819882937541,0.002,2763.2294055142615,0.002249585665715169,4392.742668812735,0.001,2099.2136021122797,0.002,2763.2294055142615,0.001,2048.4444770580326,0.002,2695.7343297440184,0.001,2099.2136021122797
485,1,1659.1144966142685,1,1659.1144966142685,4.01604812832077e-06,1624.1293697787248,5.9608609865491405e-06,1661.546068940903,0.0021215998190924567,4454.503233477661,0.0021189410387675964,4454.504971057352,0.00211864406779661,4454.5050823470365,1,1659.1144966142685,0.002,4455.570190778722,0.002,2818.0979988614836,0.002249585665715169,4479.495481656943,0.001,2141.679049998976,0.002,2818.0979988614836,0.001,2093.8839565599924,0.002,2754.5096643203397,0.001,2141.679049998976
484,1,1690.3644966142624,1,1690.3644966142624,4.01604812832077e-06,1657.427384338751,5.9608609865491405e-06,1692.8396958185192,0.002130742376206926,4535.439290493226,0.0021280243525304754,4535.441092080571,0.002127659574468085,4535.4412217666495,1,1690.3644966142624,0.002,4536.661129826731,0.002,2869.387105142413,0.002249585665715169,4560.548972312905,0.001,2181.4413185797084,0.002,2869.387105142413,0.001,2136.241815600332,0.002,2809.2062716894065,0.001,2181.4413185797084
483,1,1719.776261320139,1,1719.776261320139,4.01604812832077e-06,1688.644147501933,5.9608609865491405e-06,1722.292345305509,0.002139971303955596,4611.372476020232,0.0021371943900477825,4611.374339610966,0.002136752136752137,4611.374490693588,1,1719.776261320139,0.002,4612.759575628345,0.002,2917.5185156347966,0.002249585665715169,4636.575083217207,0.001,2218.818529588179,0.002,2917.5185156347966,0.001,2175.903363631902,0.002,2860.3347115877345,0.001,2218.818529588179
482,1,1747.5540390979113,1,1747.5540390979113,4.01604812832077e-06,1718.0245123747318,5.9608609865491405e-06,1750.1085704472555,0.00214928791318749,4682.858541898754,0.0021464522305243636,4682.860465696072,0.002145922746781116,4682.860641448537,1,1747.5540390979113,0.002,4684.42125149644,0.002,2962.8437190794402,0.002249585665715169,4708.133756635658,0.001,2254.07578420117,0.002,2962.8437190794402,0.001,2213.1859140379684,0.002,2908.3154407355282,0.001,2254.07578420117
481,1,1773.8698285715907,1,1773.8698285715907,4.01604812832077e-06,1745.7725232125301,5.9608609865491405e-06,1776.460626439871,0.002158693534228677,4750.365488320347,0.0021557990032461164,4750.367470708973,0.0021551724137931034,4750.367674674534,1,1773.8698285715907,0.002,4752.114129027503,0.002,3005.6587022441718,0.002249585665715169,4775.696513730757,0.001,2287.436325261964,0.002,3005.6587022441718,0.001,2248.3538943708613,0.002,2953.498835760866,0.001,2287.436325261964
480,1,1798.869828571586,1,1798.869828571586,4.01604812832077e-06,1772.0600067567034,5.9608609865491405e-06,1801.4949302000514,0.00216818952537431,4814.291114136736,0.00216523588747147,4814.2931536615115,0.0021645021645021645,4814.2933896549375,1,1798.869828571586,0.002,4816.235978489352,0.002,3046.215050346535,0.002249585665715169,4839.664138861397,0.001,2319.089908947897,0.002,3046.215050346535,0.001,2281.6299802120157,0.002,2996.179946933018,0.001,2319.089908947897
479,1,1822.6793523811052,1,1822.6793523811052,4.01604812832077e-06,1797.0330157374203,5.9608609865491405e-06,1825.3369819421061,0.002177777273638297,4874.976388523148,0.002174764112263117,4874.978483871125,0.002173913043478261,4874.978755983963,1,1822.6793523811052,0.002,4877.12774054468,0.002,3084.7284045184438,0.002249585665715169,4900.380153334205,0.001,2349.1991831837345,0.002,3084.7284045184438,0.001,2313.20344556701,0.002,3036.6095634621665,0.001,2349.1991831837345
478,1,1845.4066251083734,1,1845.4066251083734,4.01604812832077e-06,1820.816738209112,5.9608609865491405e-06,1848.0951682147581,0.0021874581955263705,4932.715783626849,0.0021843849564322886,4932.717933612,0.002183406113537118,4932.718246220931,1,1845.4066251083734,0.002,4935.083858946152,0.002,3121.3849971195395,0.002249585665715169,4958.141226937869,0.001,2377.9046164156434,0.002,3121.3849971195395,0.001,2343.2365250712983,0.002,3075.002644203699,0.001,2377.9046164156434
477,1,1867.1457555431516,1,1867.1457555431516,4.01604812832077e-06,1843.5192911278778,5.9608609865491405e-06,1869.8637381908095,0.0021972337378333862,4987.765360987331,0.002194099748539614,4987.767564537358,0.0021929824561403508,4987.767922315064,1,1867.1457555431516,0.002,4990.360366993077,0.002,3156.346766330019,0.002249585665715169,5013.205326099724,0.001,2405.328354912547,0.002,3156.346766330019,0.001,2371.869330240101,0.002,3111.5448322931,0.001,2405.328354912547
476,1,1887.9790888764808,1,1887.9790888764808,4.01604812832077e-06,1865.234689238151,5.9608609865491405e-06,1890.7251598964622,0.0022071053784661135,5040.349173285217,0.0022039098669508496,5040.351429430013,0.0022026431718061676,5040.351837358193,1,1887.9790888764808,0.002,5043.181289309271,0.002,3189.7554052030755,0.002249585665715169,5065.798164508978,0.001,2431.57727646304,0.002,3189.7554052030755,0.001,2399.2236969682986,0.002,3146.3975535556415,0.001,2431.57727646304
475,1,1907.979088876477,1,1907.979088876477,4.01604812832077e-06,1886.0451954413118,5.9608609865491405e-06,1910.7520051947743,0.0022170746272910918,5090.6643857410045,0.0022138167398956902,5090.666693602417,0.0022123893805309734,5090.667156986669,1,1907.979088876477,0.002,5093.743763265002,0.002,3221.735600906653,0.002249585665715169,5116.118363614665,0.001,2456.7454333329115,0.002,3221.735600906653,0.001,2425.4062314678627,0.002,3179.7020527471727,0.001,2456.7454333329115
474,1,1927.2098581072426,1,1927.2098581072426,4.01604812832077e-06,1906.023201090574,5.9608609865491405e-06,1930.0084722722954,0.0022271430270092572,5138.8854126290535,0.002223821845677839,5138.887771411726,0.0022222222222222222,5138.88829589807,1,1927.2098581072426,0.002,5142.222175509801,0.002,3252.3976510338853,0.002249585665715169,5164.341620719512,0.001,2480.9160254231406,0.002,3252.3976510338853,0.001,2450.51074701779,0.002,3211.5826225465453,0.001,2480.9160254231406
473,1,1945.7283766257574,1,1945.7283766257574,4.01604812832077e-06,1925.2327446907052,5.9608609865491405e-06,1948.5516261837388,0.002237312154057602,5185.167287770067,0.002233926712854959,5185.16969675316,0.002232142857142857,5185.170288346024,1,1945.7283766257574,0.002,5188.771532480387,0.002,3281.8395954114167,0.002249585665715169,5210.624105203951,0.001,2504.1630080282657,0.002,3281.8395954114167,0.001,2474.6202321082765,0.002,3242.1492115877645,0.001,2504.1630080282657
472,1,1963.5855194828966,1,1963.5855194828966,4.01604812832077e-06,1943.730749357052,5.9608609865491405e-06,1966.4324178708114,0.0022475836195379557,5229.648433149543,0.002244132920494108,5229.650891679183,0.002242152466367713,5229.6515567607485,1,1963.5855194828966,0.002,5233.530229031892,0.002,3310.1489672275084,0.002249585665715169,5255.105248281017,0.001,2526.552412495036,0.002,3310.1489672275084,0.001,2497.808454113747,0.002,3271.4995495230346,0.001,2526.552412495036
471,1,1980.826898793238,1,1980.826898793238,4.01604812832077e-06,1961.5680392997474,5.9608609865491405e-06,1983.6965274881472,0.0022579590701749417,5272.452950187853,0.002254442098456851,5272.455457670189,0.0022522522522522522,5272.456203020963,1,1980.826898793238,0.002,5276.6223397186,0.002,3337.4042422413017,0.002249585665715169,5297.910051758463,0.001,2548.1434391812995,0.002,3337.4042422413017,0.001,2520.1412765956925,0.002,3299.720892610088,0.001,2548.1434391812995
470,1,1997.4935654599012,1,1997.4935654599012,4.01604812832077e-06,1978.7901810520123,5.9608609865491405e-06,2000.3850671749162,0.0022684402017769173,5313.692529131589,0.0022648559277799515,5313.69508502637,0.0022624434389140274,5313.695917846943,1,1997.4935654599012,0.002,5318.159528194325,0.002,3363.6760464570725,0.002249585665715169,5339.151012006679,0.001,2568.9893682550673,0.002,3363.6760464570725,0.001,2541.677749484341,0.002,3326.8914683360044,0.001,2568.9893682550673
469,1,2013.6225977179627,1,2013.6225977179627,4.01604812832077e-06,1995.4381844937468,5.9608609865491405e-06,2016.5351704761752,0.002279028716576111,5353.468050478186,0.0022753761410280048,5353.470654292796,0.0022727272727272726,5353.471582226722,1,2013.6225977179627,0.002,5358.242648644714,0.002,3389.028169012147,0.002249585665715169,5378.9297336087075,0.001,2589.1383235905064,0.002,3389.028169012147,0.001,2562.4710175633663,0.002,3353.0816792702467,0.001,2589.1383235905064
468,1,2029.2475977179595,1,2029.2475977179595,4.01604812832077e-06,2011.5490908067961,5.9608609865491405e-06,2032.1804896671329,0.002289726383050735,5391.8709361776,0.002286004522785051,5391.873587461456,0.00228310502283105,5391.874618619208,1,2029.2475977179595,0.002,5396.963096995541,0.002,3413.518416800929,0.002249585665715169,5417.338290876968,0.001,2608.63391730518,0.002,3413.518416800929,0.001,2582.5690824248045,0.002,3378.3551127476835,0.001,2608.63391730518
467,1,2044.399112869472,1,2044.399112869472,4.01604812832077e-06,2027.1564685622072,5.9608609865491405e-06,2047.351617725252,0.002300535001475307,5428.9842961060895,0.002296742910094088,5428.986994445389,0.0022935779816513763,5428.988137429375,1,2044.399112869472,0.002,5434.403957392239,0.002,3437.1993396103044,0.002249585665715169,5454.460383079134,0.001,2627.515796640126,0.002,3437.1993396103044,0.001,2602.0154453685245,0.002,3402.769392788498,0.001,2627.515796640126
466,1,2059.1049952224103,1,2059.1049952224103,4.01604812832077e-06,2042.2908346427494,5.9608609865491405e-06,2062.076448247629,0.002311456413233295,5464.883905940525,0.002307593192985137,5464.886650953296,0.002304147465437788,5464.887914883897,1,2059.1049952224103,0.002,5470.640980079276,0.002,3460.1188486173423,0.002249585665715169,5490.3723197773925,0.001,2645.820110416391,0.002,3460.1188486173423,0.001,2620.8496528926703,0.002,3426.3769029391888,0.001,2645.820110416391
465,1,2073.3907095081217,1,2073.3907095081217,4.01604812832077e-06,2056.980013265066,5.9608609865491405e-06,2076.38048395161,0.002322492502013116,5499.639045336033,0.0023185573150698844,5499.641836667443,0.0023148148148148147,5499.643231210093,1,2073.3907095081217,0.002,5505.743419582283,0.002,3482.320746530052,0.002249585665715169,5525.143865404563,0.001,2663.5799088549225,0.002,3482.320746530052,0.001,2639.1077619649272,0.002,3449.225402813269,0.001,2663.5799088549225
464,1,2087.279598397008,1,2087.279598397008,4.01604812832077e-06,2071.2494437129444,5.9608609865491405e-06,2090.2871023280964,0.002333645195047287,5533.313219689686,0.002328866437313222,5533.316077209247,0.002325581395348837,5533.3175924008865,1,2087.279598397008,0.002,5539.774756475791,0.002,3503.845184097358,0.002249585665715169,5558.8389665375435,0.001,2680.8254878659122,0.002,3503.845184097358,0.001,2656.8227388264622,0.002,3471.3585565546055,0.001,2680.8254878659122
463,1,2100.793111910519,1,2100.793111910519,4.01604812832077e-06,2085.122445329858,5.9608609865491405e-06,2103.8177853957536,0.0023449164643952005,5565.964784368211,0.0023400531505104877,5565.967706740448,0.002336448598130841,5565.96935444375,1,2100.793111910519,0.002,5572.793321614582,0.002,3524.7290549284085,0.002249585665715169,5591.516380890221,0.001,2697.5846868125495,0.002,3524.7290549284085,0.001,2674.0248024064213,0.002,3492.816387902943,0.001,2697.5846868125495
462,1,2113.951006647359,1,2113.951006647359,4.01604812832077e-06,2098.6204467016996,5.9608609865491405e-06,2116.992319224405,0.002356308328270477,5597.647486800114,0.0023546950570443124,5597.650413482235,0.002347417840375587,5597.652265414077,1,2113.951006647359,0.002,5604.852838229184,0.002,3545.006338361864,0.002249585665715169,5623.2302235437555,0.001,2713.8831470953355,0.002,3545.006338361864,0.001,2690.7417213290696,0.002,3513.6356737639726,0.001,2713.8831470953355
461,1,2126.7715194678694,1,2126.7715194678694,4.01604812832077e-06,2111.763184683897,5.9608609865491405e-06,2129.8289678785027,0.002367822852417788,5628.410939068428,0.0023635929773075785,5628.413912600935,0.0023584905660377358,5628.415938069178,1,2126.7715194678694,0.002,5636.002894521737,0.002,3564.708398377469,0.002249585665715169,5654.0304431469995,0.001,2729.744537584559,0.002,3564.708398377469,0.001,2706.9990718410304,0.002,3533.850285993736,0.001,2729.744537584559
460,1,2139.271519467867,1,2139.271519467867,4.01604812832077e-06,2124.5688779122315,5.9608609865491405e-06,2142.344625617667,0.0023794621515378736,5658.301031429024,0.0023751573689556865,5658.304049740397,0.002369668246445498,5658.3062633678155,1,2139.271519467867,0.002,5666.289357187198,0.002,3583.8642451435635,0.002249585665715169,5683.963238591524,0.001,2745.1907518737103,0.002,3583.8642451435635,0.001,2722.82046267094,0.002,3553.4914893644054,0.001,2745.1907518737103
459,1,2151.466641419084,1,2151.466641419084,4.01604812832077e-06,2137.0543786247986,5.9608609865491405e-06,2154.554950536178,0.002391228390764026,5687.360295399468,0.0023868484231157876,5687.3633582372,0.002380952380952381,5687.365773560332,1,2151.466641419084,0.002,5695.754734505004,0.002,3602.5007646684635,0.002249585665715169,5713.071424872274,0.001,2760.242081477602,0.002,3602.5007646684635,0.001,2738.227731781633,0.002,3572.5882022842484,0.001,2760.242081477602
458,1,2163.371403323844,1,2163.371403323844,4.01604812832077e-06,2149.2353059691022,5.9608609865491405e-06,2166.474482293008,0.002403123787193341,5715.628223622687,0.002398668477593954,5715.63133070968,0.0023923444976076554,5715.633962053558,1,2163.371403323844,0.002,5724.43849620533,0.002,3620.6429211122804,0.002249585665715169,5741.3947553931,0.001,2774.9173684116586,0.002,3620.6429211122804,0.001,2753.2411191281676,0.002,3591.167225722356,0.001,2774.9173684116586
