,dynamic-RLS-opt,T[dynamic-RLS-opt],dynamic-RLS-drift,T[dynamic-RLS-drift],dynamic-(1+1){>0}-p-opt,T[dynamic-(1+1){>0}-p-opt],dynamic-(1+1){>0}-p-drift,T[dynamic-(1+1){>0}-p-drift],dynamic-(1+1)-p-opt,T[dynamic-(1+1)-p-opt],dynamic-(1+1)-p-drift,T[dynamic-(1+1)-p-drift],dynamic-(1+1)-Baeck,T[dynamic-(1+1)-Baeck],static-RLS-1,T[static-RLS-1],static-(1+1)-1/n,T[static-(1+1)-1/n],old-1+1{>0},T[old-1+1{>0}]
1955,1,8789.896231103978,1,8789.896231103978,6.632956270802698e-06,8835.702547641917,2.5e-07,8792.071812436572,0.0005232454605381968,23716.99727048279,0.9999940391390134,,0.0005230125523012552,23716.99799764478,1,8789.896231103978,0.0005,23719.604396915434,0.0005,14995.831529862598
1954,1,8833.37449197355,1,8833.37449197355,6.558310848317812e-06,8879.453919896197,2.5e-07,8835.560444448847,0.000523798027160543,23831.124102337893,0.9999940391390134,,0.0005235602094240838,23831.12484100358,1,8833.37449197355,0.0005,23833.850150527553,0.0005,15068.059128835212
1953,1,8875.927683462922,1,8875.927683462922,6.483602396766269e-06,8922.271075631,2.5e-07,8878.123775774931,0.00052435186569422,23942.735459014388,0.9999940391390134,,0.0005241090146750524,23942.736209380466,1,8875.927683462922,0.0005,23945.583051929294,0.0005,15138.698071109526
1952,1,8917.594350129597,1,8917.594350129597,6.408841866454837e-06,8964.192945107474,2.5e-07,8919.80036061009,0.0005249069807910459,24051.936141210794,0.9999940391390134,,0.0005246589716684155,24051.936903484468,1,8917.594350129597,0.0005,24054.907899819023,0.0005,15207.814611737647
1951,1,8958.410676660218,1,8958.410676660218,6.334025050718187e-06,9005.256074941404,2.5e-07,8960.626392688653,0.0005254633771264519,24158.824533226496,0.9999940391390134,,0.0005252100840336134,24158.825307625368,1,8958.410676660218,0.0005,24161.923076499243,0.0005,15275.470949245695
1950,1,8998.410676660227,1,8998.410676660227,6.259147409699771e-06,9045.494818782738,2.5e-07,9000.635894120885,0.0005260210593994104,24263.49311627351,0.9999940391390134,,0.0005257623554153522,24263.493903025625,1,8998.410676660227,0.0005,24266.721061188517,0.0005,15341.725550156067
1949,1,9037.626362934745,1,9037.626362934745,6.184204575362938e-06,9084.941509319004,2.5e-07,9039.860885716456,0.0005265800323327287,24366.028931463643,0.9999940391390134,,0.0005263157894736842,24366.029730807517,1,9037.626362934745,0.0005,24369.388893008774,0.0005,15406.633441693795
1948,1,9076.087901396291,1,9076.087901396291,6.109192348402162e-06,9123.626613743123,2.5e-07,9078.331540930623,0.0005271403006731969,24466.513998277613,0.9999940391390134,,0.0005268703898840885,24466.514810462213,1,9076.087901396291,0.0005,24470.008589454526,0.0005,15470.24647634806
1947,1,9113.823750452902,1,9113.823750452902,6.253630328392221e-06,9161.58677844665,2.5e-07,9116.076325287218,0.0005277018691916972,24565.025693555963,0.9999940391390134,,0.0005274261603375527,24565.026518840798,1,9113.823750452902,0.0005,24568.65752538391,0.0005,15532.613571475062
1946,1,9150.860787489946,1,9150.860787489946,6.082493826352053e-06,9198.837700604567,2.5e-07,9153.122122892084,0.0005282647426833391,24661.637095398233,0.9999940391390134,,0.0005279831045406547,24661.637934053393,1,9150.860787489946,0.0005,24665.408776917946,0.0005,15593.780926715463
1945,1,9187.22442385359,1,9187.22442385359,5.911147844560855e-06,9235.405179368146,2.5e-07,9189.494351445286,0.0005288289259677037,24756.417295798594,0.9999940391390134,,0.0005285412262156448,24756.41814810478,1,9187.22442385359,0.0005,24760.331434076204,0.0005,15653.792221646554
1944,1,9222.938709567883,1,9222.938709567883,5.739721100518063e-06,9271.31363439378,2.5e-07,9225.21706698439,0.0005293944238888882,24849.431685367486,0.9999940391390134,,0.0005291005291005291,24849.432551616163,1,9222.938709567883,0.0005,24853.490885498613,0.0005,15712.688795786993
1943,1,9258.026428866135,1,9258.026428866135,5.563694545008917e-06,9306.58604955351,2.5e-07,9260.31305943972,0.0005299612413158642,24940.74221307778,0.9999940391390134,,0.0005296610169491525,24940.74309357121,1,9258.026428866135,0.0005,24944.94907819163,0.0005,15770.50981281156
1942,1,9292.509187486832,1,9292.509187486832,5.385719995801301e-06,9341.244307191086,2.5e-07,9294.803939952097,0.0005305293831423234,25030.407623618998,0.9999940391390134,,0.0005302226935312832,25030.40851867033,1,9292.509187486832,0.0005,25034.764754882548,0.0005,15827.292410609563
1941,1,9326.407492571585,1,9326.407492571585,5.100306981512439e-06,9375.305791274075,2.5e-07,9328.710220790781,0.000531098854287146,25118.483674636722,0.9999940391390134,,0.0005307855626326964,25118.484584570142,1,9326.407492571585,0.0005,25122.993671259,0.0005,15883.071838626318
1940,1,9359.740825904924,1,9359.740825904924,4.8145204552971896e-06,9408.790405439511,2.5e-07,9362.05138861156,0.0005316696596943788,25205.023335868806,0.9999940391390134,,0.0005313496280552603,25205.024261019582,1,9359.740825904924,0.0005,25209.68879510513,0.0005,15937.881583759592
1939,1,9392.527711150831,1,9392.527711150831,4.528374735531291e-06,9441.717074396913,2.5e-07,9394.845971710114,0.0005322418043335197,25290.076971958853,0.9999940391390134,,0.0005319148936170213,25290.077912673536,1,9392.527711150831,0.0005,25294.900489115204,0.0005,15991.753485936653
1938,1,9424.785775666965,1,9424.785775666965,4.2418594871173624e-06,9474.103806844561,2.5e-07,9427.111601851677,0.0005328152931995796,25373.692510526747,0.9999940391390134,,0.0005324813631522897,25373.693467163244,1,9424.785775666965,0.0005,25378.676678964173,0.0005,16044.717844370567
1937,1,9456.531807413005,1,9456.531807413005,3.954964190613142e-06,9505.96775362479,2.5e-07,9458.86507119362,0.0005333901313132966,25455.915596900206,0.9999940391390134,,0.0005330490405117271,25455.916569827936,1,9456.531807413005,0.0005,25461.063008039226,0.0005,16096.803515383443
