;RLS;;;;;;(1+1)EA;;;
;Expected time optimal;k^*;Expected Time « optimal »;« k^* »;Expected Time static;static K;Expected Time Optimal;p^*;Expected time static p;good static p*
Expected General Time;;All;;All;;All;16253.231497351875;All;;All
796;5897.784636707754;1;5897.784636707754;1;5897.784636707754;1;15196.373283723382;0.0017481207346651936;;0.00104
795;5902.662685488242;1;5902.662685488242;1;5902.662685488242;1;15205.41203102934;0.0017550771728315597;;0.00104
794;5907.51705442028;1;5907.51705442028;1;5907.51705442028;1;15214.385197465948;0.001762096579387265;;0.00104
793;5912.347972294676;1;5912.347972294676;1;5912.347972294676;1;15223.29339797566;0.0017691798494871452;;0.00104
792;5917.155664602368;1;5917.155664602368;1;5917.155664602368;1;15232.13723845652;0.001776327895227284;;0.00104
791;5921.940353597583;1;5921.940353597583;1;5921.940353597583;1;15240.91731593304;0.0017835416460401264;;0.00104
790;5926.702258359488;1;5926.702258359488;1;5926.702258359488;1;15249.634218723008;0.0017908220490896356;;0.00104
789;5931.441594852379;1;5931.441594852379;1;5931.441594852379;1;15258.288526600249;0.0017981700696819863;;0.00104
788;5936.158575984455;1;5936.158575984455;1;5936.158575984455;1;15266.880810953558;0.0018055866916899172;;0.00104
787;5940.853411665206;1;5940.853411665206;1;5940.853411665206;1;15275.411634941858;0.0018130729179813094;;0.00104
786;5945.526308861469;1;5945.526308861469;1;5945.526308861469;1;15283.881553645695;0.0018206297708660718;;0.00104
785;5950.177471652168;1;5950.177471652168;1;5950.177471652168;1;15292.29111421517;0.0018282582925509582;;0.00104
784;5954.807101281797;1;5954.807101281797;1;5954.807101281797;1;15300.64085601439;0.001835959545607358;;0.00104
783;5959.415396212673;1;5959.415396212673;1;5959.415396212673;1;15308.931310762648;0.001843734613445897;;0.00104
782;5964.002552175976;1;5964.002552175976;1;5964.002552175976;1;15317.16300267219;0.001851584600822496;;0.00104
781;5968.568762221637;1;5968.568762221637;1;5968.568762221637;1;15325.336448582904;0.0018595106343305434;;0.00104
780;5973.114216767092;1;5973.114216767092;1;5973.114216767092;1;15333.452158093867;0.001867513862930184;;0.00104
779;5977.639103644921;1;5977.639103644921;1;5977.639103644921;1;15341.510633691889;0.001875595458478283;;0.00104
778;5982.143608149427;1;5982.143608149427;1;5982.143608149427;1;15349.512370877144;0.0018837566162756762;;0.00104
777;5986.627913082161;1;5986.627913082161;1;5986.627913082161;1;15357.457858285894;0.001891998555637209;;0.00104
776;5991.092198796447;1;5991.092198796447;1;5991.092198796447;1;15365.34757781047;0.0019003225204563164;;0.00104
775;5995.53664324089;1;5995.53664324089;1;5995.53664324089;1;15373.182004716573;0.0019087297798148727;;0.00104
774;5999.961422001952;1;5999.961422001952;1;5999.961422001952;1;15380.961607757872;0.0019172216285801519;;0.00104
773;6004.366708345565;1;6004.366708345565;1;6004.366708345565;1;15388.686849288097;0.001925799388040426;;0.00104
772;6008.752673257846;1;6008.752673257846;1;6008.752673257846;1;15396.358185370633;0.0019344644065418207;;0.00104
771;6013.119485484921;1;6013.119485484921;1;6013.119485484921;1;15403.976065885625;0.0019432180601565944;;0.00104
770;6017.467311571877;1;6017.467311571877;1;6017.467311571877;1;15411.540934634771;0.0019520617533510174;;0.00104
769;6021.7963159008805;1;6021.7963159008805;1;6021.7963159008805;1;15419.053229443769;0.001960996919697183;;0.00104
768;6026.106660728467;1;6026.106660728467;1;6026.106660728467;1;15426.513382262567;0.0019700250225791758;;0.00104
767;6030.398506222029;1;6030.398506222029;1;6030.398506222029;1;15433.921819263327;0.001979147555936726;;0.00104
766;6034.672010495533;1;6034.672010495533;1;6034.672010495533;1;15441.278960936364;0.001988366045011064;;0.00104
765;6038.927329644469;1;6038.927329644469;1;6038.927329644469;1;15448.585222183934;0.0019976820471369464;;0.00104
764;6043.164617780062;1;6043.164617780062;1;6043.164617780062;1;15455.841012411958;0.0020070971525272168;;0.00104
763;6047.3840270627625;1;6047.3840270627625;1;6047.3840270627625;1;15463.04673561989;0.0020166129851034074;;0.00104
762;6051.585707735032;1;6051.585707735032;1;6051.585707735032;1;15470.202790488509;0.00202623120333489;;0.00104
761;6055.769808153442;1;6055.769808153442;1;6055.769808153442;1;15477.309570465952;0.0020359535011028607;;0.00104
760;6059.936474820109;1;6059.936474820109;1;6059.936474820109;1;15484.36746385182;0.00204578160859735;;0.00104
759;6064.08585241347;1;6064.08585241347;1;6064.08585241347;1;15491.376853879565;0.002055717293223722;;0.00104
758;6068.2180838184295;1;6068.2180838184295;1;6068.2180838184295;1;15498.338118797083;0.00206576236054815;;0.00104
