Values of n;RLS;;;(1+1EA);;;
;Optimal;« Optimal »;static RLS (1/n);Optimal dynamic p* ;good static p*;Expected time static p*;« Optimal p* »
100;432.35715093205295;;;1004.7217266697684;0.01288888888888888;1062.2162744391633;yet to compute
500;2974.047700868599;2974.2879485788867;3049.838124711822;7187.909525266162;0.00208888888888888;7479.910867806579;yet to compute
1000;6643.960055195948;6644.200666135725;6792.323679970208;16253.231497351875;0.00104444444444444;16836.81596721831;yet to compute
1500;10575.677710654427;10575.919947581606;10796.433251582348;;;;
