,Expected time,k^*
1500,0.0,0
1499,1500.0,1
1498,2249.9999999993133,1
1497,2749.999999998855,1
1496,3124.9999999985116,1
1495,3424.9999999982365,1
1494,3674.9999999980073,1
1493,3889.2857142835255,1
1492,4076.7857142833536,1
1491,4243.452380949868,1
1490,4393.4523809497305,1
1489,4529.816017313242,1
1488,4654.816017313128,1
1487,4770.200632697638,1
1486,4877.343489840397,1
1485,4977.343489840305,1
1484,5071.093489840218,1
1483,5159.328783957785,1
1482,5242.662117291042,1
1481,5321.609485712022,1
1480,5396.609485711954,1
1479,5468.03805714046,1
1478,5536.2198753222165,1
1477,5601.437266626505,1
1476,5663.937266626448,1
1475,5723.9372666263935,1
1474,5781.629574318648,1
1473,5837.185129874153,1
1472,5890.756558445532,1
1471,5942.4806963765195,1
1470,5992.480696376474,1
1469,6040.867793150624,1
1468,6087.742793150581,1
1467,6133.197338605085,1
1466,6177.314985663868,1
1465,6220.172128520972,1
1464,6261.8387951876,1
1463,6302.379335728104,1
1462,6341.853019938594,1
1461,6380.314558400097,1
1460,6417.814558400062,1
1459,6454.399924253687,1
1458,6490.114209967939,1
1457,6524.99793089814,1
1456,6559.088839989018,1
1455,6592.422173322321,1
1454,6625.030868974466,1
1453,6656.945762591458,1
1452,6688.19576259143,1
1451,6718.8080074893605,1
1450,6748.808007489333,1
1449,6778.219772195189,1
1448,6807.065926041316,1
1447,6835.367812833742,1
1446,6863.145590611494,1
1445,6890.418317884196,1
1444,6917.204032169886,1
1443,6943.5198216435465,1
1442,6969.38189060904,1
1441,6994.8056194225765,1
1440,7019.805619422555,1
1439,7044.3957833569575,1
1438,7068.589331744031,1
1437,7092.398855553534,1
1436,7115.836355553512,1
1435,7138.9132786304135,1
1434,7161.640551357666,1
1433,7184.028611059137,1
1432,7206.087434588529,1
1431,7227.8265650232925,1
1430,7249.255136451844,1
1429,7270.381897015204,1
1428,7291.215230348518,1
1427,7311.763175553978,1
1426,7332.033445824229,1
1425,7352.0334458242105,1
1424,7371.770287929457,1
1423,7391.250807409958,1
1422,7410.481576640711,1
1421,7429.468918412846,1
1420,7448.218918412829,1
1419,7466.737436931332,1
1418,7485.030119858145,1
1417,7503.102409014754,1
1416,7520.959551871882,1
1415,7538.606610695395,1
1414,7556.048471160494,1
1413,7573.289850470823,1
1412,7590.335305016261,1
1411,7607.189237600515,1
1410,7623.855904267166,1
1409,7640.339420750667,1
1408,7656.64376857674,1
1407,7672.772800834789,1
1406,7688.730247643286,1
1405,7704.519721327481,1
1404,7720.144721327468,1
1403,7735.608638853226,1
1402,7750.914761302192,1
1401,7766.066276453693,1
1400,7781.06627645368,1
1399,7795.917761602182,1
1398,7810.62364395511,1
1397,7825.186750751214,1
1396,7839.609827674277,1
1395,7853.895541959979,1
1394,7868.0464853561925,1
1393,7882.065176944963,1
1392,7895.954065833839,1
1391,7909.715533723735,1
1390,7923.351897360086,1
1389,7936.865410873587,1
1388,7950.258268016433,1
1387,7963.532604299606,1
1386,7976.690499036436,1
1385,7989.733977297295,1
1384,8002.665011780042,1
1383,8015.485524600543,1
1382,8028.197389007311,1
1381,8040.802431024106,1
1380,8053.302431024095,1
1379,8065.69912523896,1
1378,8077.994207206161,1
1377,8090.189329157371,1
1376,8102.286103350908,1
1375,8114.286103350897,1
1374,8126.1908652556485,1
1373,8138.001888877684,1
1372,8149.720638877673,1
1371,8161.3485458544055,1
