,Binary Representation,Expected Time,k-opt
Expected Time General,NaN,18.216064453124993,All
2534,#100111100110,27.399999999999974,1
2533,#100111100101,27.399999999999974,1
2532,#100111100100,29.00517397612972,5
2531,#100111100011,27.399999999999974,1
2530,#100111100010,29.00507800080877,5
2529,#100111100001,29.00507800080877,5
2528,#100111100000,29.05105659619528,7
2527,#100111011111,21.999999999999975,1
2526,#100111011110,24.999999999999975,1
2525,#100111011101,24.999999999999975,1
2524,#100111011100,27.399999999999974,1
2523,#100111011011,24.999999999999975,1
2522,#100111011010,27.399999999999974,1
2521,#100111011001,27.399999999999974,1
2520,#100111011000,28.97034204670057,5
2519,#100111010111,24.999999999999975,1
2518,#100111010110,27.399999999999974,1
2517,#100111010101,27.399999999999974,1
2516,#100111010100,28.97021878055439,5
2515,#100111010011,27.399999999999974,1
2514,#100111010010,28.970126636598028,5
2513,#100111010001,28.970126636598028,5
2512,#100111010000,29.054512974892447,7
2511,#100111001111,24.999999999999975,1
2510,#100111001110,27.399999999999974,1
2509,#100111001101,27.399999999999974,1
2508,#100111001100,28.965294657762588,5
2507,#100111001011,27.399999999999974,1
2506,#100111001010,28.965205188628744,5
2505,#100111001001,28.965205188628744,5
2504,#100111001000,29.05654967399477,6
2503,#100111000111,27.399999999999974,1
2502,#100111000110,28.96491254202415,5
2501,#100111000101,28.96491254202415,5
2500,#100111000100,29.056761781499137,6
2499,#100111000011,28.964877179254746,5
2498,#100111000010,29.056762375726,6
2497,#100111000001,29.056762375726,6
2496,#100111000000,28.218518518518483,9
2495,#100110111111,21.999999999999975,1
2494,#100110111110,24.999999999999975,1
2493,#100110111101,24.999999999999975,1
2492,#100110111100,27.399999999999974,1
2491,#100110111011,24.999999999999975,1
2490,#100110111010,27.399999999999974,1
2489,#100110111001,27.399999999999974,1
2488,#100110111000,28.922421519757876,5
2487,#100110110111,24.999999999999975,1
2486,#100110110110,27.399999999999974,1
2485,#100110110101,27.399999999999974,1
2484,#100110110100,28.922282067179243,5
2483,#100110110011,27.399999999999974,1
2482,#100110110010,28.922197394978703,5
2481,#100110110001,28.922197394978703,5
2480,#100110110000,29.0233052848833,6
2479,#100110101111,24.999999999999975,1
2478,#100110101110,27.399999999999974,1
2477,#100110101101,27.399999999999974,1
2476,#100110101100,28.91757118311722,5
2475,#100110101011,27.399999999999974,1
2474,#100110101010,28.917489083924817,5
2473,#100110101001,28.917489083924817,5
2472,#100110101000,29.023794093622897,6
2471,#100110100111,27.399999999999974,1
2470,#100110100110,28.917193535140544,5
2469,#100110100101,28.917193535140544,5
2468,#100110100100,29.02399307517966,6
2467,#100110100011,28.91716391624325,5
2466,#100110100010,29.023985173438316,6
2465,#100110100001,29.023985173438316,6
2464,#100110100000,28.218518518518483,9
2463,#100110011111,24.999999999999975,1
2462,#100110011110,27.399999999999974,1
2461,#100110011101,27.399999999999974,1
2460,#100110011100,28.908412643854952,5
2459,#100110011011,27.399999999999974,1
2458,#100110011010,28.90833408718998,5
2457,#100110011001,28.90833408718998,5
2456,#100110011000,29.02071718863162,6
2455,#100110010111,27.399999999999974,1
2454,#100110010110,28.90803693972643,5
2453,#100110010101,28.90803693972643,5
2452,#100110010100,29.020908002466648,6
2451,#100110010011,28.908010216759,5
2450,#100110010010,29.020895463968206,6
2449,#100110010001,29.020895463968206,6
2448,#100110010000,28.218518518518486,9
2447,#100110001111,27.399999999999974,1
2446,#100110001110,28.90766848337553,5
2445,#100110001101,28.90766848337553,5
2444,#100110001100,29.02124457874566,6
2443,#100110001011,28.907644139411442,5
2442,#100110001010,29.021227900066336,6
2441,#100110001001,29.021227900066336,6
2440,#100110001000,28.21851851851849,9
2439,#100110000111,28.907307846095083,5
2438,#100110000110,29.021278006839957,6
2437,#100110000101,29.021278006839957,6
2436,#100110000100,28.21851851851849,9
2435,#100110000011,29.02116948699095,6
2434,#100110000010,28.21851851851849,9
2433,#100110000001,28.21851851851849,9
2432,#100110000000,26.181818181818155,10
2431,#100101111111,21.999999999999975,1
2430,#100101111110,24.999999999999975,1
2429,#100101111101,24.999999999999975,1
2428,#100101111100,27.399999999999974,1
2427,#100101111011,24.999999999999975,1
2426,#100101111010,27.399999999999974,1
2425,#100101111001,27.399999999999974,1
2424,#100101111000,28.858300802202884,5
2423,#100101110111,24.999999999999975,1
2422,#100101110110,27.399999999999974,1
2421,#100101110101,27.399999999999974,1
2420,#100101110100,28.858119965256048,5
2419,#100101110011,27.399999999999974,1
2418,#100101110010,28.857972663660114,5
2417,#100101110001,28.857972663660114,5
2416,#100101110000,28.977436295799436,6
2415,#100101101111,24.999999999999975,1
2414,#100101101110,27.399999999999974,1
2413,#100101101101,27.399999999999974,1
2412,#100101101100,28.853747689531996,5
2411,#100101101011,27.399999999999974,1
2410,#100101101010,28.853602974843117,5
2409,#100101101001,28.853602974843117,5
2408,#100101101000,28.97806827131083,6
2407,#100101100111,27.399999999999974,1
2406,#100101100110,28.853289711028484,5
2405,#100101100101,28.853289711028484,5
2404,#100101100100,28.97825319144322,6
2403,#100101100011,28.853195007244075,5
2402,#100101100010,28.97827149666627,6
2401,#100101100001,28.97827149666627,6
2400,#100101100000,28.218518518518486,9
2399,#100101011111,24.999999999999975,1
2398,#100101011110,27.399999999999974,1
2397,#100101011101,27.399999999999974,1
2396,#100101011100,28.845948979860687,5
2395,#100101011011,27.399999999999974,1
2394,#100101011010,28.84580817108648,5
2393,#100101011001,28.84580817108648,5
2392,#100101011000,28.97506790303393,6
2391,#100101010111,27.399999999999974,1
2390,#100101010110,28.845495066045853,5
2389,#100101010101,28.845495066045853,5
2388,#100101010100,28.97524365753875,6
2387,#100101010011,28.845403682242154,5
2386,#100101010010,28.97525748788475,6
2385,#100101010001,28.97525748788475,6
2384,#100101010000,28.21851851851849,9
2383,#100101001111,27.399999999999974,1
2382,#100101001110,28.845203835635026,5
2381,#100101001101,28.845203835635026,5
2380,#100101001100,28.97563561246645,6
2379,#100101001011,28.845114790285823,5
2378,#100101001010,28.97564548323591,6
2377,#100101001001,28.97564548323591,6
2376,#100101001000,28.218518518518493,9
2375,#100101000111,28.84477966305064,5
2374,#100101000110,28.97567205474878,6
2373,#100101000101,28.97567205474878,6
2372,#100101000100,28.218518518518493,9
2371,#100101000011,28.97559343051388,6
2370,#100101000010,28.218518518518493,9
2369,#100101000001,28.218518518518493,9
2368,#100101000000,26.181818181818155,10
2367,#100100111111,24.999999999999975,1
2366,#100100111110,27.399999999999974,1
2365,#100100111101,27.399999999999974,1
2364,#100100111100,28.82835900011236,5
2363,#100100111011,27.399999999999974,1
2362,#100100111010,28.828225904418503,5
2361,#100100111001,28.828225904418503,5
2360,#100100111000,28.968897652766262,6
2359,#100100110111,27.399999999999974,1
2358,#100100110110,28.827917258745472,5
2357,#100100110101,28.827917258745472,5
2356,#100100110100,28.969055134279138,6
2355,#100100110011,28.827832684984674,5
2354,#100100110010,28.969061007224397,6
2353,#100100110001,28.969061007224397,6
2352,#100100110000,28.218518518518493,9
2351,#100100101111,27.399999999999974,1
2350,#100100101110,28.827655072397885,5
2349,#100100101101,28.827655072397885,5
2348,#100100101100,28.96939621636038,6
2347,#100100101011,28.827572795911447,5
2346,#100100101010,28.969398172832765,6
2345,#100100101001,28.969398172832765,6
2344,#100100101000,28.218518518518493,9
2343,#100100100111,28.827251168011596,5
2342,#100100100110,28.96940062114631,6
2341,#100100100101,28.96940062114631,6
2340,#100100100100,28.218518518518493,9
2339,#100100100011,28.969315033954516,6
2338,#100100100010,28.218518518518493,9
2337,#100100100001,28.218518518518493,9
2336,#100100100000,26.181818181818155,10
2335,#100100011111,27.399999999999974,1
2334,#100100011110,28.820856086204905,5
2333,#100100011101,28.820856086204905,5
2332,#100100011100,28.969902827653122,6
2331,#100100011011,28.820777164543188,5
2330,#100100011010,28.969900609896513,6
2329,#100100011001,28.969900609896513,6
2328,#100100011000,28.218518518518493,9
2327,#100100010111,28.82046186084207,5
2326,#100100010110,28.96988907632649,6
2325,#100100010101,28.96988907632649,6
2324,#100100010100,28.218518518518493,9
2323,#100100010011,28.969799364825803,6
2322,#100100010010,28.218518518518493,9
2321,#100100010001,28.218518518518493,9
2320,#100100010000,26.181818181818155,10
2319,#100100001111,28.813015269788497,5
2318,#100100001110,28.9699070837489,6
2317,#100100001101,28.9699070837489,6
2316,#100100001100,28.218518518518493,9
2315,#100100001011,28.969813482829363,6
2314,#100100001010,28.218518518518493,9
2313,#100100001001,28.218518518518493,9
2312,#100100001000,26.181818181818155,10
2311,#100100000111,28.96954592119823,6
2310,#100100000110,28.218518518518493,9
2309,#100100000101,28.218518518518493,9
2308,#100100000100,26.181818181818155,10
2307,#100100000011,28.218518518518493,9
2306,#100100000010,26.181818181818155,10
2305,#100100000001,26.181818181818155,10
2304,#100100000000,22.36363636363634,10
2303,#100011111111,21.999999999999975,1
2302,#100011111110,24.999999999999975,1
2301,#100011111101,24.999999999999975,1
2300,#100011111100,27.399999999999974,1
2299,#100011111011,24.999999999999975,1
2298,#100011111010,27.399999999999974,1
2297,#100011111001,27.399999999999974,1
2296,#100011111000,28.7694272644163,5
2295,#100011110111,24.999999999999975,1
2294,#100011110110,27.399999999999974,1
2293,#100011110101,27.399999999999974,1
2292,#100011110100,28.76911569077301,5
2291,#100011110011,27.399999999999974,1
2290,#100011110010,28.768936188758293,5
2289,#100011110001,28.768936188758293,5
2288,#100011110000,28.899052056609946,6
2287,#100011101111,24.999999999999975,1
2286,#100011101110,27.399999999999974,1
2285,#100011101101,27.399999999999974,1
2284,#100011101100,28.765199848981766,5
2283,#100011101011,27.399999999999974,1
2282,#100011101010,28.765022852850276,5
2281,#100011101001,28.765022852850276,5
2280,#100011101000,28.89970432167678,6
2279,#100011100111,27.399999999999974,1
2278,#100011100110,28.76461627075282,5
2277,#100011100101,28.76461627075282,5
2276,#100011100100,28.900046462525776,6
2275,#100011100011,28.764485482266867,5
2274,#100011100010,28.900142160900867,6
2273,#100011100001,28.900142160900867,6
2272,#100011100000,28.203636363636335,9
2271,#100011011111,24.999999999999975,1
2270,#100011011110,27.399999999999974,1
2269,#100011011101,27.399999999999974,1
2268,#100011011100,28.758417768621673,5
2267,#100011011011,27.399999999999974,1
2266,#100011011010,28.758244566696003,5
2265,#100011011001,28.758244566696003,5
2264,#100011011000,28.897081565138617,6
2263,#100011010111,27.399999999999974,1
2262,#100011010110,28.75784144045213,5
2261,#100011010101,28.75784144045213,5
2260,#100011010100,28.89741246690467,6
2259,#100011010011,28.757713946785394,5
2258,#100011010010,28.897503840889108,6
2257,#100011010001,28.897503840889108,6
2256,#100011010000,28.20363636363634,9
2255,#100011001111,27.399999999999974,1
2254,#100011001110,28.75752524771327,5
2253,#100011001101,28.75752524771327,5
2252,#100011001100,28.897788696503707,6
2251,#100011001011,28.75739985464615,5
2250,#100011001010,28.89787642524595,6
2249,#100011001001,28.89787642524595,6
2248,#100011001000,28.20363636363634,9
2247,#100011000111,28.757002551481055,5
2246,#100011000110,28.898048450068988,6
2245,#100011000101,28.898048450068988,6
2244,#100011000100,28.20363636363634,9
