,Binary Representation,Expected Time,k-opt
Expected Time General,NaN,18.216064453124993,All
4002,#111110100010,27.399999999999974,1
4001,#111110100001,27.399999999999974,1
4000,#111110100000,29.399999999999974,1
3999,#111110011111,17.99999999999998,1
3998,#111110011110,21.999999999999975,1
3997,#111110011101,21.999999999999975,1
3996,#111110011100,24.999999999999975,1
3995,#111110011011,21.999999999999975,1
3994,#111110011010,24.999999999999975,1
3993,#111110011001,24.999999999999975,1
3992,#111110011000,27.399999999999974,1
3991,#111110010111,21.999999999999975,1
3990,#111110010110,24.999999999999975,1
3989,#111110010101,24.999999999999975,1
3988,#111110010100,27.399999999999974,1
3987,#111110010011,24.999999999999975,1
3986,#111110010010,27.399999999999974,1
3985,#111110010001,27.399999999999974,1
3984,#111110010000,29.399999999999974,1
3983,#111110001111,21.999999999999975,1
3982,#111110001110,24.999999999999975,1
3981,#111110001101,24.999999999999975,1
3980,#111110001100,27.399999999999974,1
3979,#111110001011,24.999999999999975,1
3978,#111110001010,27.399999999999974,1
3977,#111110001001,27.399999999999974,1
3976,#111110001000,29.399999999999974,1
3975,#111110000111,24.999999999999975,1
3974,#111110000110,27.399999999999974,1
3973,#111110000101,27.399999999999974,1
3972,#111110000100,29.399999999999974,1
3971,#111110000011,27.399999999999974,1
3970,#111110000010,29.399999999999974,1
3969,#111110000001,29.399999999999974,1
3968,#111110000000,30.54285714285713,2
3967,#111101111111,11.999999999999984,1
3966,#111101111110,17.99999999999998,1
3965,#111101111101,17.99999999999998,1
3964,#111101111100,21.999999999999975,1
3963,#111101111011,17.99999999999998,1
3962,#111101111010,21.999999999999975,1
3961,#111101111001,21.999999999999975,1
3960,#111101111000,24.999999999999975,1
3959,#111101110111,17.99999999999998,1
3958,#111101110110,21.999999999999975,1
3957,#111101110101,21.999999999999975,1
3956,#111101110100,24.999999999999975,1
3955,#111101110011,21.999999999999975,1
3954,#111101110010,24.999999999999975,1
3953,#111101110001,24.999999999999975,1
3952,#111101110000,27.399999999999974,1
3951,#111101101111,17.99999999999998,1
3950,#111101101110,21.999999999999975,1
3949,#111101101101,21.999999999999975,1
3948,#111101101100,24.999999999999975,1
3947,#111101101011,21.999999999999975,1
3946,#111101101010,24.999999999999975,1
3945,#111101101001,24.999999999999975,1
3944,#111101101000,27.399999999999974,1
3943,#111101100111,21.999999999999975,1
3942,#111101100110,24.999999999999975,1
3941,#111101100101,24.999999999999975,1
3940,#111101100100,27.399999999999974,1
3939,#111101100011,24.999999999999975,1
3938,#111101100010,27.399999999999974,1
3937,#111101100001,27.399999999999974,1
3936,#111101100000,29.399999999999974,1
3935,#111101011111,17.99999999999998,1
3934,#111101011110,21.999999999999975,1
3933,#111101011101,21.999999999999975,1
3932,#111101011100,24.999999999999975,1
3931,#111101011011,21.999999999999975,1
3930,#111101011010,24.999999999999975,1
3929,#111101011001,24.999999999999975,1
3928,#111101011000,27.399999999999974,1
3927,#111101010111,21.999999999999975,1
3926,#111101010110,24.999999999999975,1
3925,#111101010101,24.999999999999975,1
3924,#111101010100,27.399999999999974,1
3923,#111101010011,24.999999999999975,1
3922,#111101010010,27.399999999999974,1
3921,#111101010001,27.399999999999974,1
3920,#111101010000,29.399999999999974,1
3919,#111101001111,21.999999999999975,1
3918,#111101001110,24.999999999999975,1
3917,#111101001101,24.999999999999975,1
3916,#111101001100,27.399999999999974,1
3915,#111101001011,24.999999999999975,1
3914,#111101001010,27.399999999999974,1
3913,#111101001001,27.399999999999974,1
3912,#111101001000,29.399999999999974,1
3911,#111101000111,24.999999999999975,1
3910,#111101000110,27.399999999999974,1
3909,#111101000101,27.399999999999974,1
3908,#111101000100,29.399999999999974,1
3907,#111101000011,27.399999999999974,1
3906,#111101000010,29.399999999999974,1
3905,#111101000001,29.399999999999974,1
3904,#111101000000,30.542857142857134,2
3903,#111100111111,17.99999999999998,1
3902,#111100111110,21.999999999999975,1
3901,#111100111101,21.999999999999975,1
3900,#111100111100,24.999999999999975,1
3899,#111100111011,21.999999999999975,1
3898,#111100111010,24.999999999999975,1
3897,#111100111001,24.999999999999975,1
3896,#111100111000,27.399999999999974,1
3895,#111100110111,21.999999999999975,1
3894,#111100110110,24.999999999999975,1
3893,#111100110101,24.999999999999975,1
3892,#111100110100,27.399999999999974,1
3891,#111100110011,24.999999999999975,1
3890,#111100110010,27.399999999999974,1
3889,#111100110001,27.399999999999974,1
3888,#111100110000,29.399999999999974,1
3887,#111100101111,21.999999999999975,1
3886,#111100101110,24.999999999999975,1
3885,#111100101101,24.999999999999975,1
3884,#111100101100,27.399999999999974,1
3883,#111100101011,24.999999999999975,1
3882,#111100101010,27.399999999999974,1
3881,#111100101001,27.399999999999974,1
3880,#111100101000,29.399999999999974,1
3879,#111100100111,24.999999999999975,1
3878,#111100100110,27.399999999999974,1
3877,#111100100101,27.399999999999974,1
3876,#111100100100,29.399999999999974,1
3875,#111100100011,27.399999999999974,1
3874,#111100100010,29.399999999999974,1
3873,#111100100001,29.399999999999974,1
3872,#111100100000,30.54285714285714,2
3871,#111100011111,21.999999999999975,1
3870,#111100011110,24.999999999999975,1
3869,#111100011101,24.999999999999975,1
3868,#111100011100,27.399999999999974,1
3867,#111100011011,24.999999999999975,1
3866,#111100011010,27.399999999999974,1
3865,#111100011001,27.399999999999974,1
3864,#111100011000,29.399999999999974,1
3863,#111100010111,24.999999999999975,1
3862,#111100010110,27.399999999999974,1
3861,#111100010101,27.399999999999974,1
3860,#111100010100,29.399999999999974,1
3859,#111100010011,27.399999999999974,1
3858,#111100010010,29.399999999999974,1
3857,#111100010001,29.399999999999974,1
3856,#111100010000,30.542857142857144,2
3855,#111100001111,24.999999999999975,1
3854,#111100001110,27.399999999999974,1
3853,#111100001101,27.399999999999974,1
3852,#111100001100,29.399999999999974,1
3851,#111100001011,27.399999999999974,1
3850,#111100001010,29.399999999999974,1
3849,#111100001001,29.399999999999974,1
3848,#111100001000,30.542857142857148,2
3847,#111100000111,27.399999999999974,1
3846,#111100000110,29.399999999999974,1
3845,#111100000101,29.399999999999974,1
3844,#111100000100,30.542857142857155,2
3843,#111100000011,29.399999999999974,1
3842,#111100000010,30.542857142857155,2
3841,#111100000001,30.542857142857162,2
3840,#111100000000,31.328571428571447,3
3839,#111011111111,11.999999999999984,1
3838,#111011111110,17.99999999999998,1
3837,#111011111101,17.99999999999998,1
3836,#111011111100,21.999999999999975,1
3835,#111011111011,17.99999999999998,1
3834,#111011111010,21.999999999999975,1
3833,#111011111001,21.999999999999975,1
3832,#111011111000,24.999999999999975,1
3831,#111011110111,17.99999999999998,1
3830,#111011110110,21.999999999999975,1
3829,#111011110101,21.999999999999975,1
3828,#111011110100,24.999999999999975,1
3827,#111011110011,21.999999999999975,1
3826,#111011110010,24.999999999999975,1
3825,#111011110001,24.999999999999975,1
3824,#111011110000,27.399999999999974,1
3823,#111011101111,17.99999999999998,1
3822,#111011101110,21.999999999999975,1
3821,#111011101101,21.999999999999975,1
3820,#111011101100,24.999999999999975,1
3819,#111011101011,21.999999999999975,1
3818,#111011101010,24.999999999999975,1
3817,#111011101001,24.999999999999975,1
3816,#111011101000,27.399999999999974,1
3815,#111011100111,21.999999999999975,1
3814,#111011100110,24.999999999999975,1
3813,#111011100101,24.999999999999975,1
3812,#111011100100,27.399999999999974,1
3811,#111011100011,24.999999999999975,1
3810,#111011100010,27.399999999999974,1
3809,#111011100001,27.399999999999974,1
3808,#111011100000,29.399999999999974,1
3807,#111011011111,17.99999999999998,1
3806,#111011011110,21.999999999999975,1
3805,#111011011101,21.999999999999975,1
3804,#111011011100,24.999999999999975,1
3803,#111011011011,21.999999999999975,1
3802,#111011011010,24.999999999999975,1
3801,#111011011001,24.999999999999975,1
3800,#111011011000,27.399999999999974,1
3799,#111011010111,21.999999999999975,1
3798,#111011010110,24.999999999999975,1
3797,#111011010101,24.999999999999975,1
3796,#111011010100,27.399999999999974,1
3795,#111011010011,24.999999999999975,1
3794,#111011010010,27.399999999999974,1
3793,#111011010001,27.399999999999974,1
3792,#111011010000,29.399999999999974,1
3791,#111011001111,21.999999999999975,1
3790,#111011001110,24.999999999999975,1
3789,#111011001101,24.999999999999975,1
3788,#111011001100,27.399999999999974,1
3787,#111011001011,24.999999999999975,1
3786,#111011001010,27.399999999999974,1
3785,#111011001001,27.399999999999974,1
3784,#111011001000,29.399999999999974,1
3783,#111011000111,24.999999999999975,1
3782,#111011000110,27.399999999999974,1
3781,#111011000101,27.399999999999974,1
3780,#111011000100,29.399999999999974,1
3779,#111011000011,27.399999999999974,1
3778,#111011000010,29.399999999999974,1
3777,#111011000001,29.399999999999974,1
3776,#111011000000,30.54285714285714,2
3775,#111010111111,17.99999999999998,1
3774,#111010111110,21.999999999999975,1
3773,#111010111101,21.999999999999975,1
3772,#111010111100,24.999999999999975,1
3771,#111010111011,21.999999999999975,1
3770,#111010111010,24.999999999999975,1
3769,#111010111001,24.999999999999975,1
3768,#111010111000,27.399999999999974,1
3767,#111010110111,21.999999999999975,1
3766,#111010110110,24.999999999999975,1
3765,#111010110101,24.999999999999975,1
3764,#111010110100,27.399999999999974,1
3763,#111010110011,24.999999999999975,1
3762,#111010110010,27.399999999999974,1
3761,#111010110001,27.399999999999974,1
3760,#111010110000,29.399999999999974,1
3759,#111010101111,21.999999999999975,1
3758,#111010101110,24.999999999999975,1
3757,#111010101101,24.999999999999975,1
3756,#111010101100,27.399999999999974,1
3755,#111010101011,24.999999999999975,1
3754,#111010101010,27.399999999999974,1
3753,#111010101001,27.399999999999974,1
3752,#111010101000,29.399999999999974,1
3751,#111010100111,24.999999999999975,1
3750,#111010100110,27.399999999999974,1
3749,#111010100101,27.399999999999974,1
3748,#111010100100,29.399999999999974,1
3747,#111010100011,27.399999999999974,1
3746,#111010100010,29.399999999999974,1
3745,#111010100001,29.399999999999974,1
3744,#111010100000,30.542857142857148,2
3743,#111010011111,21.999999999999975,1
3742,#111010011110,24.999999999999975,1
3741,#111010011101,24.999999999999975,1
3740,#111010011100,27.399999999999974,1
3739,#111010011011,24.999999999999975,1
3738,#111010011010,27.399999999999974,1
3737,#111010011001,27.399999999999974,1
3736,#111010011000,29.399999999999974,1
3735,#111010010111,24.999999999999975,1
3734,#111010010110,27.399999999999974,1
3733,#111010010101,27.399999999999974,1
3732,#111010010100,29.399999999999974,1
3731,#111010010011,27.399999999999974,1
3730,#111010010010,29.399999999999974,1
3729,#111010010001,29.399999999999974,1
3728,#111010010000,30.54285714285715,2
3727,#111010001111,24.999999999999975,1
3726,#111010001110,27.399999999999974,1
3725,#111010001101,27.399999999999974,1
3724,#111010001100,29.399999999999974,1
3723,#111010001011,27.399999999999974,1
3722,#111010001010,29.399999999999974,1
3721,#111010001001,29.399999999999974,1
3720,#111010001000,30.532142857142826,3
3719,#111010000111,27.399999999999974,1
3718,#111010000110,29.399999999999974,1
3717,#111010000101,29.399999999999974,1
3716,#111010000100,30.495622119815632,3
3715,#111010000011,29.399999999999974,1
3714,#111010000010,30.47823129251697,3
3713,#111010000001,30.47823129251697,3
3712,#111010000000,31.241269841269844,3
3711,#111001111111,17.99999999999998,1
3710,#111001111110,21.999999999999975,1
3709,#111001111101,21.999999999999975,1
3708,#111001111100,24.999999999999975,1
3707,#111001111011,21.999999999999975,1
3706,#111001111010,24.999999999999975,1
3705,#111001111001,24.999999999999975,1
3704,#111001111000,27.399999999999974,1
3703,#111001110111,21.999999999999975,1
3702,#111001110110,24.999999999999975,1
3701,#111001110101,24.999999999999975,1
3700,#111001110100,27.399999999999974,1
3699,#111001110011,24.999999999999975,1
3698,#111001110010,27.399999999999974,1
3697,#111001110001,27.399999999999974,1
3696,#111001110000,29.399999999999974,1
3695,#111001101111,21.999999999999975,1
3694,#111001101110,24.999999999999975,1
3693,#111001101101,24.999999999999975,1
3692,#111001101100,27.399999999999974,1
3691,#111001101011,24.999999999999975,1
3690,#111001101010,27.399999999999974,1
3689,#111001101001,27.399999999999974,1
3688,#111001101000,29.399999999999974,1
3687,#111001100111,24.999999999999975,1
3686,#111001100110,27.399999999999974,1
3685,#111001100101,27.399999999999974,1
3684,#111001100100,29.399999999999974,1
3683,#111001100011,27.399999999999974,1
3682,#111001100010,29.399999999999974,1
3681,#111001100001,29.399999999999974,1
3680,#111001100000,30.54285714285715,2
3679,#111001011111,21.999999999999975,1
3678,#111001011110,24.999999999999975,1
3677,#111001011101,24.999999999999975,1
3676,#111001011100,27.399999999999974,1
3675,#111001011011,24.999999999999975,1
3674,#111001011010,27.399999999999974,1
3673,#111001011001,27.399999999999974,1
3672,#111001011000,29.399999999999974,1
3671,#111001010111,24.999999999999975,1
3670,#111001010110,27.399999999999974,1
3669,#111001010101,27.399999999999974,1
3668,#111001010100,29.399999999999974,1
3667,#111001010011,27.399999999999974,1
3666,#111001010010,29.399999999999974,1
3665,#111001010001,29.399999999999974,1
3664,#111001010000,30.50745779793395,3
3663,#111001001111,24.999999999999975,1
3662,#111001001110,27.399999999999974,1
3661,#111001001101,27.399999999999974,1
3660,#111001001100,29.399999999999974,1
3659,#111001001011,27.399999999999974,1
3658,#111001001010,29.399999999999974,1
3657,#111001001001,29.399999999999974,1
3656,#111001001000,30.45711880711876,3
3655,#111001000111,27.399999999999974,1
3654,#111001000110,29.399999999999974,1
3653,#111001000101,29.399999999999974,1
3652,#111001000100,30.42602707749761,3
3651,#111001000011,29.399999999999974,1
3650,#111001000010,30.411157119852717,3
3649,#111001000001,30.411157119852717,3
3648,#111001000000,31.164150943396116,4
3647,#111000111111,21.999999999999975,1
3646,#111000111110,24.999999999999975,1
3645,#111000111101,24.999999999999975,1
3644,#111000111100,27.399999999999974,1
3643,#111000111011,24.999999999999975,1
3642,#111000111010,27.399999999999974,1
3641,#111000111001,27.399999999999974,1
3640,#111000111000,29.399999999999974,1
3639,#111000110111,24.999999999999975,1
3638,#111000110110,27.399999999999974,1
3637,#111000110101,27.399999999999974,1
3636,#111000110100,29.399999999999974,1
3635,#111000110011,27.399999999999974,1
3634,#111000110010,29.399999999999974,1
3633,#111000110001,29.399999999999974,1
3632,#111000110000,30.451970473724025,3
3631,#111000101111,24.999999999999975,1
3630,#111000101110,27.399999999999974,1
3629,#111000101101,27.399999999999974,1
3628,#111000101100,29.399999999999974,1
3627,#111000101011,27.399999999999974,1
3626,#111000101010,29.399999999999974,1
3625,#111000101001,29.399999999999974,1
3624,#111000101000,30.407521017087785,3
3623,#111000100111,27.399999999999974,1
3622,#111000100110,29.399791983764075,3
3621,#111000100101,29.399791983764075,3
3620,#111000100100,30.37991770155113,3
3619,#111000100011,29.399986132250937,2
3618,#111000100010,30.366672759418865,3
3617,#111000100001,30.366672759418865,3
3616,#111000100000,31.01206896551712,4
3615,#111000011111,24.999999999999975,1
3614,#111000011110,27.399999999999974,1
3613,#111000011101,27.399999999999974,1
3612,#111000011100,29.399999999999974,1
3611,#111000011011,27.399999999999974,1
3610,#111000011010,29.386449342616288,3
3609,#111000011001,29.386449342616288,3
3608,#111000011000,30.37528081571665,3
3607,#111000010111,27.399999999999974,1
3606,#111000010110,29.3722566977851,3
3605,#111000010101,29.3722566977851,3
3604,#111000010100,30.349591478331288,3
3603,#111000010011,29.384203224111644,3
3602,#111000010010,30.33723776070724,3
3601,#111000010001,30.33723776070724,3
3600,#111000010000,30.932783361473476,4
3599,#111000001111,27.399999999999974,1
3598,#111000001110,29.370563652941563,3
3597,#111000001101,29.370563652941563,3
3596,#111000001100,30.332448007356902,3
3595,#111000001011,29.381724454296073,3
3594,#111000001010,30.320890068810993,3
3593,#111000001001,30.320890068810993,3
3592,#111000001000,30.895426293755566,4
3591,#111000000111,29.395489044837586,2
3590,#111000000110,30.31649694363544,3
3589,#111000000101,30.31649694363544,3
3588,#111000000100,30.883641369014885,4
3587,#111000000011,30.322809947109576,3
3586,#111000000010,30.88356398156422,4
3585,#111000000001,30.88356398156422,4
3584,#111000000000,31.285714285714292,5
3583,#110111111111,11.999999999999984,1
3582,#110111111110,17.99999999999998,1
3581,#110111111101,17.99999999999998,1
3580,#110111111100,21.999999999999975,1
3579,#110111111011,17.99999999999998,1
3578,#110111111010,21.999999999999975,1
3577,#110111111001,21.999999999999975,1
3576,#110111111000,24.999999999999975,1
3575,#110111110111,17.99999999999998,1
3574,#110111110110,21.999999999999975,1
3573,#110111110101,21.999999999999975,1
3572,#110111110100,24.999999999999975,1
3571,#110111110011,21.999999999999975,1
3570,#110111110010,24.999999999999975,1
3569,#110111110001,24.999999999999975,1
3568,#110111110000,27.399999999999974,1
3567,#110111101111,17.99999999999998,1
3566,#110111101110,21.999999999999975,1
3565,#110111101101,21.999999999999975,1
3564,#110111101100,24.999999999999975,1
3563,#110111101011,21.999999999999975,1
3562,#110111101010,24.999999999999975,1
3561,#110111101001,24.999999999999975,1
3560,#110111101000,27.399999999999974,1
3559,#110111100111,21.999999999999975,1
3558,#110111100110,24.999999999999975,1
3557,#110111100101,24.999999999999975,1
3556,#110111100100,27.399999999999974,1
3555,#110111100011,24.999999999999975,1
3554,#110111100010,27.399999999999974,1
3553,#110111100001,27.399999999999974,1
3552,#110111100000,29.399999999999974,1
3551,#110111011111,17.99999999999998,1
3550,#110111011110,21.999999999999975,1
3549,#110111011101,21.999999999999975,1
3548,#110111011100,24.999999999999975,1
3547,#110111011011,21.999999999999975,1
3546,#110111011010,24.999999999999975,1
3545,#110111011001,24.999999999999975,1
3544,#110111011000,27.399999999999974,1
3543,#110111010111,21.999999999999975,1
3542,#110111010110,24.999999999999975,1
3541,#110111010101,24.999999999999975,1
3540,#110111010100,27.399999999999974,1
3539,#110111010011,24.999999999999975,1
3538,#110111010010,27.399999999999974,1
3537,#110111010001,27.399999999999974,1
3536,#110111010000,29.399999999999974,1
3535,#110111001111,21.999999999999975,1
3534,#110111001110,24.999999999999975,1
3533,#110111001101,24.999999999999975,1
3532,#110111001100,27.399999999999974,1
3531,#110111001011,24.999999999999975,1
3530,#110111001010,27.399999999999974,1
3529,#110111001001,27.399999999999974,1
3528,#110111001000,29.399999999999974,1
3527,#110111000111,24.999999999999975,1
3526,#110111000110,27.399999999999974,1
3525,#110111000101,27.399999999999974,1
3524,#110111000100,29.399999999999974,1
3523,#110111000011,27.399999999999974,1
3522,#110111000010,29.399999999999974,1
3521,#110111000001,29.399999999999974,1
3520,#110111000000,30.542857142857148,2
3519,#110110111111,17.99999999999998,1
3518,#110110111110,21.999999999999975,1
3517,#110110111101,21.999999999999975,1
3516,#110110111100,24.999999999999975,1
3515,#110110111011,21.999999999999975,1
3514,#110110111010,24.999999999999975,1
3513,#110110111001,24.999999999999975,1
3512,#110110111000,27.399999999999974,1
3511,#110110110111,21.999999999999975,1
3510,#110110110110,24.999999999999975,1
3509,#110110110101,24.999999999999975,1
3508,#110110110100,27.399999999999974,1
3507,#110110110011,24.999999999999975,1
3506,#110110110010,27.399999999999974,1
3505,#110110110001,27.399999999999974,1
3504,#110110110000,29.399999999999974,1
3503,#110110101111,21.999999999999975,1
3502,#110110101110,24.999999999999975,1
3501,#110110101101,24.999999999999975,1
3500,#110110101100,27.399999999999974,1
3499,#110110101011,24.999999999999975,1
3498,#110110101010,27.399999999999974,1
3497,#110110101001,27.399999999999974,1
3496,#110110101000,29.399999999999974,1
3495,#110110100111,24.999999999999975,1
3494,#110110100110,27.399999999999974,1
3493,#110110100101,27.399999999999974,1
3492,#110110100100,29.399999999999974,1
3491,#110110100011,27.399999999999974,1
3490,#110110100010,29.399999999999974,1
3489,#110110100001,29.399999999999974,1
3488,#110110100000,30.54285714285715,2
3487,#110110011111,21.999999999999975,1
3486,#110110011110,24.999999999999975,1
3485,#110110011101,24.999999999999975,1
3484,#110110011100,27.399999999999974,1
3483,#110110011011,24.999999999999975,1
3482,#110110011010,27.399999999999974,1
3481,#110110011001,27.399999999999974,1
3480,#110110011000,29.399999999999974,1
3479,#110110010111,24.999999999999975,1
3478,#110110010110,27.399999999999974,1
3477,#110110010101,27.399999999999974,1
3476,#110110010100,29.399999999999974,1
3475,#110110010011,27.399999999999974,1
3474,#110110010010,29.399999999999974,1
3473,#110110010001,29.399999999999974,1
3472,#110110010000,30.49696345586634,3
3471,#110110001111,24.999999999999975,1
3470,#110110001110,27.399999999999974,1
3469,#110110001101,27.399999999999974,1
3468,#110110001100,29.399999999999974,1
3467,#110110001011,27.399999999999974,1
3466,#110110001010,29.399999999999974,1
3465,#110110001001,29.399999999999974,1
3464,#110110001000,30.448018640641088,3
3463,#110110000111,27.399999999999974,1
3462,#110110000110,29.399999999999974,1
3461,#110110000101,29.399999999999974,1
3460,#110110000100,30.41790689484075,3
3459,#110110000011,29.399999999999974,1
3458,#110110000010,30.40356908804791,3
3457,#110110000001,30.40356908804791,3
3456,#110110000000,31.06264873022076,4
3455,#110101111111,17.99999999999998,1
3454,#110101111110,21.999999999999975,1
3453,#110101111101,21.999999999999975,1
3452,#110101111100,24.999999999999975,1
3451,#110101111011,21.999999999999975,1
3450,#110101111010,24.999999999999975,1
3449,#110101111001,24.999999999999975,1
3448,#110101111000,27.399999999999974,1
3447,#110101110111,21.999999999999975,1
3446,#110101110110,24.999999999999975,1
3445,#110101110101,24.999999999999975,1
3444,#110101110100,27.399999999999974,1
3443,#110101110011,24.999999999999975,1
3442,#110101110010,27.399999999999974,1
3441,#110101110001,27.399999999999974,1
3440,#110101110000,29.399999999999974,1
3439,#110101101111,21.999999999999975,1
3438,#110101101110,24.999999999999975,1
3437,#110101101101,24.999999999999975,1
3436,#110101101100,27.399999999999974,1
3435,#110101101011,24.999999999999975,1
3434,#110101101010,27.399999999999974,1
3433,#110101101001,27.399999999999974,1
3432,#110101101000,29.399999999999974,1
3431,#110101100111,24.999999999999975,1
3430,#110101100110,27.399999999999974,1
3429,#110101100101,27.399999999999974,1
3428,#110101100100,29.399999999999974,1
3427,#110101100011,27.399999999999974,1
3426,#110101100010,29.399999999999974,1
3425,#110101100001,29.399999999999974,1
3424,#110101100000,30.46761509056012,4
3423,#110101011111,21.999999999999975,1
3422,#110101011110,24.999999999999975,1
3421,#110101011101,24.999999999999975,1
3420,#110101011100,27.399999999999974,1
3419,#110101011011,24.999999999999975,1
3418,#110101011010,27.399999999999974,1
3417,#110101011001,27.399999999999974,1
3416,#110101011000,29.399999999999974,1
3415,#110101010111,24.999999999999975,1
3414,#110101010110,27.399999999999974,1
3413,#110101010101,27.399999999999974,1
3412,#110101010100,29.399999999999974,1
3411,#110101010011,27.399999999999974,1
3410,#110101010010,29.399999999999974,1
3409,#110101010001,29.399999999999974,1
3408,#110101010000,30.325724060302708,4
3407,#110101001111,24.999999999999975,1
3406,#110101001110,27.399999999999974,1
3405,#110101001101,27.399999999999974,1
3404,#110101001100,29.395154618489638,3
3403,#110101001011,27.399999999999974,1
3402,#110101001010,29.367642181712974,3
3401,#110101001001,29.367642181712974,3
3400,#110101001000,30.259687286077245,4
3399,#110101000111,27.399999999999974,1
3398,#110101000110,29.35262647542421,3
3397,#110101000101,29.35262647542421,3
3396,#110101000100,30.2380672603216,4
3395,#110101000011,29.363828371838935,3
3394,#110101000010,30.237925270338852,4
3393,#110101000001,30.237925270338852,4
3392,#110101000000,30.708814828465343,5
3391,#110100111111,21.999999999999975,1
3390,#110100111110,24.999999999999975,1
3389,#110100111101,24.999999999999975,1
3388,#110100111100,27.399999999999974,1
3387,#110100111011,24.999999999999975,1
3386,#110100111010,27.399999999999974,1
3385,#110100111001,27.399999999999974,1
3384,#110100111000,29.399999999999974,1
3383,#110100110111,24.999999999999975,1
3382,#110100110110,27.399999999999974,1
3381,#110100110101,27.399999999999974,1
3380,#110100110100,29.379989133158983,3
3379,#110100110011,27.399999999999974,1
3378,#110100110010,29.35340929645252,3
3377,#110100110001,29.35340929645252,3
3376,#110100110000,30.197061031169927,4
3375,#110100101111,24.999999999999975,1
3374,#110100101110,27.399999999999974,1
3373,#110100101101,27.399999999999974,1
3372,#110100101100,29.337431685910662,3
3371,#110100101011,27.399999999999974,1
3370,#110100101010,29.31240998510858,3
3369,#110100101001,29.31240998510858,3
3368,#110100101000,30.138720862087975,4
3367,#110100100111,27.399999999999974,1
3366,#110100100110,29.297967672511074,3
3365,#110100100101,29.297967672511074,3
3364,#110100100100,30.11954396049297,4
3363,#110100100011,29.307725776810447,3
3362,#110100100010,30.119390247307333,4
3361,#110100100001,30.119390247307333,4
3360,#110100100000,30.52323299189133,5
3359,#110100011111,24.999999999999975,1
3358,#110100011110,27.399999999999974,1
3357,#110100011101,27.399999999999974,1
3356,#110100011100,29.306433965631374,3
3355,#110100011011,27.399999999999974,1
3354,#110100011010,29.283000482116165,3
3353,#110100011001,29.283000482116165,3
3352,#110100011000,30.083831121387515,4
3351,#110100010111,27.399999999999974,1
3350,#110100010110,29.269080941191962,3
3349,#110100010101,29.269080941191962,3
3348,#110100010100,30.06588955376293,4
3347,#110100010011,29.278105759662427,3
3346,#110100010010,30.065731130865846,4
3345,#110100010001,30.065731130865846,4
3344,#110100010000,30.455077764263546,5
3343,#110100001111,27.399999999999974,1
3342,#110100001110,29.26359872459707,3
3341,#110100001101,29.26359872459707,3
3340,#110100001100,30.048804983259608,4
3339,#110100001011,29.272196133481703,3
3338,#110100001010,30.04864029979672,4
3337,#110100001001,30.04864029979672,4
3336,#110100001000,30.43914514791008,5
3335,#110100000111,29.288187911959753,3
3334,#110100000110,30.048432151231168,4
3333,#110100000101,30.048432151231168,4
3332,#110100000100,30.43985773785635,5
3331,#110100000011,30.048037516358452,4
3330,#110100000010,30.440204465217732,5
3329,#110100000001,30.440204465217732,5
3328,#110100000000,30.454545454545414,6
3327,#110011111111,17.99999999999998,1
3326,#110011111110,21.999999999999975,1
3325,#110011111101,21.999999999999975,1
3324,#110011111100,24.999999999999975,1
3323,#110011111011,21.999999999999975,1
3322,#110011111010,24.999999999999975,1
3321,#110011111001,24.999999999999975,1
3320,#110011111000,27.399999999999974,1
3319,#110011110111,21.999999999999975,1
3318,#110011110110,24.999999999999975,1
3317,#110011110101,24.999999999999975,1
3316,#110011110100,27.399999999999974,1
3315,#110011110011,24.999999999999975,1
3314,#110011110010,27.399999999999974,1
3313,#110011110001,27.399999999999974,1
3312,#110011110000,29.399999999999974,1
3311,#110011101111,21.999999999999975,1
3310,#110011101110,24.999999999999975,1
3309,#110011101101,24.999999999999975,1
3308,#110011101100,27.399999999999974,1
3307,#110011101011,24.999999999999975,1
3306,#110011101010,27.399999999999974,1
3305,#110011101001,27.399999999999974,1
3304,#110011101000,29.399999999999974,1
3303,#110011100111,24.999999999999975,1
3302,#110011100110,27.399999999999974,1
3301,#110011100101,27.399999999999974,1
3300,#110011100100,29.399999999999974,1
3299,#110011100011,27.399999999999974,1
3298,#110011100010,29.399999999999974,1
3297,#110011100001,29.399999999999974,1
3296,#110011100000,30.236172766691734,4
3295,#110011011111,21.999999999999975,1
3294,#110011011110,24.999999999999975,1
3293,#110011011101,24.999999999999975,1
3292,#110011011100,27.399999999999974,1
3291,#110011011011,24.999999999999975,1
3290,#110011011010,27.399999999999974,1
3289,#110011011001,27.399999999999974,1
3288,#110011011000,29.399999999999974,1
3287,#110011010111,24.999999999999975,1
3286,#110011010110,27.399999999999974,1
3285,#110011010101,27.399999999999974,1
3284,#110011010100,29.36088303758354,3
3283,#110011010011,27.399999999999974,1
3282,#110011010010,29.334983861175537,3
3281,#110011010001,29.334983861175537,3
3280,#110011010000,30.122721433312215,4
3279,#110011001111,24.999999999999975,1
3278,#110011001110,27.399999999999974,1
3277,#110011001101,27.399999999999974,1
3276,#110011001100,29.318755655247326,3
3275,#110011001011,27.399999999999974,1
3274,#110011001010,29.294345545877267,3
3273,#110011001001,29.294345545877267,3
3272,#110011001000,30.069500497292193,4
3271,#110011000111,27.399999999999974,1
3270,#110011000110,29.279368002422952,3
3269,#110011000101,29.279368002422952,3
