,Binary Representation,Expected Time,k-opt
846,#1101001110,20.83333333333333,1
845,#1101001101,20.83333333333333,1
844,#1101001100,22.83333333333333,1
843,#1101001011,20.83333333333333,1
842,#1101001010,22.83333333333333,1
841,#1101001001,22.83333333333333,1
840,#1101001000,23.631223918138698,4
839,#1101000111,20.83333333333333,1
838,#1101000110,22.810883639169965,3
837,#1101000101,22.810883639169965,3
836,#1101000100,23.57636904761906,4
835,#1101000011,22.828939134887413,3
834,#1101000010,23.576873249299734,4
833,#1101000001,23.576873249299734,4
832,#1101000000,23.883333333333347,4
831,#1100111111,15.0,1
830,#1100111110,18.333333333333332,1
829,#1100111101,18.333333333333332,1
828,#1100111100,20.83333333333333,1
827,#1100111011,18.333333333333332,1
826,#1100111010,20.83333333333333,1
825,#1100111001,20.83333333333333,1
824,#1100111000,22.83333333333333,1
823,#1100110111,18.333333333333332,1
822,#1100110110,20.83333333333333,1
821,#1100110101,20.83333333333333,1
820,#1100110100,22.83333333333333,1
819,#1100110011,20.83333333333333,1
818,#1100110010,22.81246604891958,3
817,#1100110001,22.81246604891958,3
816,#1100110000,23.477300204520592,4
815,#1100101111,18.333333333333332,1
814,#1100101110,20.83333333333333,1
813,#1100101101,20.83333333333333,1
812,#1100101100,22.777890780431473,3
811,#1100101011,20.83333333333333,1
810,#1100101010,22.73209395881633,3
809,#1100101001,22.73209395881633,3
808,#1100101000,23.34561661105121,4
807,#1100100111,20.83333333333333,1
806,#1100100110,22.70108862764764,3
805,#1100100101,22.70108862764764,3
804,#1100100100,23.3055785885783,4
803,#1100100011,22.713692629355855,3
802,#1100100010,23.30599035328418,4
801,#1100100001,23.30599035328418,4
800,#1100100000,23.372549019607874,5
799,#1100011111,18.333333333333332,1
798,#1100011110,20.83333333333333,1
797,#1100011101,20.83333333333333,1
796,#1100011100,22.714939865828082,3
795,#1100011011,20.83333333333333,1
794,#1100011010,22.67438878816549,3
793,#1100011001,22.67438878816549,3
792,#1100011000,23.229399694822995,4
791,#1100010111,20.83333333333333,1
790,#1100010110,22.645080941226905,3
789,#1100010101,22.645080941226905,3
788,#1100010100,23.19536899164612,4
787,#1100010011,22.655600819882352,3
786,#1100010010,23.195737084337743,4
785,#1100010001,23.195737084337743,4
784,#1100010000,23.187878787878823,5
783,#1100001111,20.83333333333333,1
782,#1100001110,22.62575294879035,3
781,#1100001101,22.62575294879035,3
780,#1100001100,23.16541178468102,4
779,#1100001011,22.63548375654384,3
778,#1100001010,23.16575853866588,4
777,#1100001001,23.16575853866588,4
776,#1100001000,23.145833333333368,5
775,#1100000111,22.65141973671205,3
774,#1100000110,23.168388119451492,4
773,#1100000101,23.168388119451492,4
772,#1100000100,23.145833333333368,5
771,#1100000011,23.168724966179642,4
770,#1100000010,23.145833333333368,5
769,#1100000001,23.145833333333368,5
768,#1100000000,22.500000000000007,6
767,#1011111111,10.0,1
766,#1011111110,15.0,1
765,#1011111101,15.0,1
764,#1011111100,18.333333333333332,1
763,#1011111011,15.0,1
762,#1011111010,18.333333333333332,1
761,#1011111001,18.333333333333332,1
760,#1011111000,20.83333333333333,1
759,#1011110111,15.0,1
758,#1011110110,18.333333333333332,1
757,#1011110101,18.333333333333332,1
756,#1011110100,20.83333333333333,1
755,#1011110011,18.333333333333332,1
754,#1011110010,20.83333333333333,1
753,#1011110001,20.83333333333333,1
752,#1011110000,22.83333333333333,1
751,#1011101111,15.0,1
750,#1011101110,18.333333333333332,1
749,#1011101101,18.333333333333332,1
748,#1011101100,20.83333333333333,1
747,#1011101011,18.333333333333332,1
746,#1011101010,20.83333333333333,1
745,#1011101001,20.83333333333333,1
744,#1011101000,22.83333333333333,1
743,#1011100111,18.333333333333332,1
742,#1011100110,20.83333333333333,1
741,#1011100101,20.83333333333333,1
740,#1011100100,22.83333333333333,1
739,#1011100011,20.83333333333333,1
738,#1011100010,22.83333333333333,1
737,#1011100001,22.83333333333333,1
736,#1011100000,23.068190587897146,6
735,#1011011111,15.0,1
734,#1011011110,18.333333333333332,1
733,#1011011101,18.333333333333332,1
732,#1011011100,20.83333333333333,1
731,#1011011011,18.333333333333332,1
730,#1011011010,20.83333333333333,1
729,#1011011001,20.83333333333333,1
728,#1011011000,22.83333333333333,1
727,#1011010111,18.333333333333332,1
726,#1011010110,20.83333333333333,1
725,#1011010101,20.83333333333333,1
724,#1011010100,22.80374570939868,3
723,#1011010011,20.83333333333333,1
722,#1011010010,22.75625165783376,3
721,#1011010001,22.75625165783376,3
720,#1011010000,22.934484315320937,6
719,#1011001111,18.333333333333332,1
718,#1011001110,20.83333333333333,1
717,#1011001101,20.83333333333333,1
716,#1011001100,22.712777255943188,3
715,#1011001011,20.83333333333333,1
714,#1011001010,22.670470521477018,3
713,#1011001001,22.670470521477018,3
712,#1011001000,22.938371997632835,6
711,#1011000111,20.83333333333333,1
710,#1011000110,22.63479800955052,3
709,#1011000101,22.63479800955052,3
708,#1011000100,22.939579182967545,6
707,#1011000011,22.640639929087857,3
706,#1011000010,22.939553508263852,6
705,#1011000001,22.939553508263852,6
704,#1011000000,21.875,7
703,#1010111111,15.0,1
702,#1010111110,18.333333333333332,1
701,#1010111101,18.333333333333332,1
700,#1010111100,20.83333333333333,1
699,#1010111011,18.333333333333332,1
698,#1010111010,20.83333333333333,1
697,#1010111001,20.83333333333333,1
696,#1010111000,22.756004471467715,3
695,#1010110111,18.333333333333332,1
694,#1010110110,20.83333333333333,1
693,#1010110101,20.83333333333333,1
692,#1010110100,22.66962727852408,3
691,#1010110011,20.83333333333333,1
690,#1010110010,22.63003685625747,3
689,#1010110001,22.63003685625747,3
688,#1010110000,22.688662949432036,6
687,#1010101111,18.333333333333332,1
686,#1010101110,20.83333333333333,1
685,#1010101101,20.83333333333333,1
684,#1010101100,22.5905700267364,3
683,#1010101011,20.83333333333333,1
682,#1010101010,22.55493574806741,3
681,#1010101001,22.55493574806741,3
680,#1010101000,22.691727189709084,6
679,#1010100111,20.83333333333333,1
678,#1010100110,22.522701915600717,3
677,#1010100101,22.522701915600717,3
676,#1010100100,22.693076002807878,6
675,#1010100011,22.525454499372486,3
674,#1010100010,22.693050907725855,6
673,#1010100001,22.693050907725855,6
672,#1010100000,21.63793103448276,7
671,#1010011111,18.333333333333332,1
670,#1010011110,20.83333333333333,1
669,#1010011101,20.83333333333333,1
668,#1010011100,22.521306950632663,3
667,#1010011011,20.83333333333333,1
666,#1010011010,22.489593624254105,3
665,#1010011001,22.489593624254105,3
664,#1010011000,22.669098032483305,6
663,#1010010111,20.83333333333333,1
662,#1010010110,22.461723123084948,3
661,#1010010101,22.461723123084948,3
660,#1010010100,22.67052079012491,6
659,#1010010011,22.46495543453478,3
658,#1010010010,22.67049540017095,6
657,#1010010001,22.67049540017095,6
656,#1010010000,21.63793103448276,7
655,#1010001111,20.83333333333333,1
654,#1010001110,22.439243399768447,3
653,#1010001101,22.439243399768447,3
652,#1010001100,22.675151096215092,6
651,#1010001011,22.442765150658218,3
650,#1010001010,22.675125367551498,6
649,#1010001001,22.675125367551498,6
648,#1010001000,21.63793103448276,7
647,#1010000111,22.44952017150676,3
646,#1010000110,22.67713003446235,6
645,#1010000101,22.67713003446235,6
644,#1010000100,21.63793103448276,7
643,#1010000011,22.677104148540717,6
642,#1010000010,21.63793103448276,7
641,#1010000001,21.63793103448276,7
640,#1010000000,18.750000000000004,8
639,#1001111111,15.0,1
638,#1001111110,18.333333333333332,1
637,#1001111101,18.333333333333332,1
636,#1001111100,20.83333333333333,1
635,#1001111011,18.333333333333332,1
634,#1001111010,20.83333333333333,1
633,#1001111001,20.83333333333333,1
632,#1001111000,22.535114834634044,5
631,#1001110111,18.333333333333332,1
630,#1001110110,20.83333333333333,1
629,#1001110101,20.83333333333333,1
628,#1001110100,22.535867846792744,5
627,#1001110011,20.83333333333333,1
626,#1001110010,22.527326372526936,3
625,#1001110001,22.527326372526936,3
624,#1001110000,22.401645040320453,6
623,#1001101111,18.333333333333332,1
622,#1001101110,20.83333333333333,1
621,#1001101101,20.83333333333333,1
620,#1001101100,22.489671655411257,3
619,#1001101011,20.83333333333333,1
618,#1001101010,22.460115367908482,3
617,#1001101001,22.460115367908482,3
616,#1001101000,22.403444054053672,6
615,#1001100111,20.83333333333333,1
614,#1001100110,22.429578195575854,3
613,#1001100101,22.429578195575854,3
612,#1001100100,22.40446335936491,6
611,#1001100011,22.42917245525715,3
610,#1001100010,22.404778104756705,6
609,#1001100001,22.404778104756705,6
608,#1001100000,21.333333333333343,7
607,#1001011111,18.333333333333332,1
606,#1001011110,20.83333333333333,1
605,#1001011101,20.83333333333333,1
604,#1001011100,22.42201961280903,3
603,#1001011011,20.83333333333333,1
602,#1001011010,22.395565791491567,3
601,#1001011001,22.395565791491567,3
600,#1001011000,22.388421895616453,6
599,#1001010111,20.83333333333333,1
598,#1001010110,22.368953236140825,3
597,#1001010101,22.368953236140825,3
596,#1001010100,22.3895060978319,6
595,#1001010011,22.369302439277398,3
594,#1001010010,22.38981624434834,6
593,#1001010001,22.38981624434834,6
592,#1001010000,21.333333333333343,7
591,#1001001111,20.83333333333333,1
590,#1001001110,22.343733829757785,3
589,#1001001101,22.343733829757785,3
588,#1001001100,22.392606309495687,6
587,#1001001011,22.344500615890368,3
586,#1001001010,22.392916178096524,6
585,#1001001001,22.392916178096524,6
584,#1001001000,21.333333333333343,7
583,#1001000111,22.3453029018043,3
582,#1001000110,22.39447784432776,6
581,#1001000101,22.39447784432776,6
580,#1001000100,21.333333333333343,7
579,#1001000011,22.394787583896356,6
578,#1001000010,21.333333333333343,7
577,#1001000001,21.333333333333343,7
576,#1001000000,18.33333333333334,8
575,#1000111111,18.333333333333332,1
574,#1000111110,20.83333333333333,1
573,#1000111101,20.83333333333333,1
572,#1000111100,22.346671854574325,3
571,#1000111011,20.83333333333333,1
570,#1000111010,22.323420264373567,3
569,#1000111001,22.323420264373567,3
568,#1000111000,22.369872077465182,6
567,#1000110111,20.83333333333333,1
566,#1000110110,22.300933206889933,3
565,#1000110101,22.300933206889933,3
564,#1000110100,22.371033558382685,6
563,#1000110011,22.301993138009607,3
562,#1000110010,22.371316449500267,6
561,#1000110001,22.371316449500267,6
560,#1000110000,21.319444444444454,7
559,#1000101111,20.83333333333333,1
558,#1000101110,22.27952732185184,3
557,#1000101101,22.27952732185184,3
556,#1000101100,22.373481488571148,6
555,#1000101011,22.280882111530005,3
554,#1000101010,22.37376411516666,6
553,#1000101001,22.37376411516666,6
552,#1000101000,21.319444444444454,7
551,#1000100111,22.28309645963937,3
550,#1000100110,22.375380049785946,6
549,#1000100101,22.375380049785946,6
548,#1000100100,21.319444444444454,7
547,#1000100011,22.37566255356763,6
546,#1000100010,21.319444444444454,7
545,#1000100001,21.319444444444454,7
544,#1000100000,18.33333333333334,8
543,#1000011111,20.83333333333333,1
542,#1000011110,22.257750142926174,3
541,#1000011101,22.257750142926174,3
540,#1000011100,22.37983231509161,6
539,#1000011011,22.259414604755662,3
538,#1000011010,22.380107635780703,6
537,#1000011001,22.380107635780703,6
536,#1000011000,21.31944444444445,7
535,#1000010111,22.26235807873932,3
534,#1000010110,22.38175826434647,6
533,#1000010101,22.38175826434647,6
532,#1000010100,21.31944444444445,7
531,#1000010011,22.38203346222175,6
530,#1000010010,21.31944444444445,7
529,#1000010001,21.31944444444445,7
528,#1000010000,18.33333333333334,8
527,#1000001111,22.26609676671333,3
526,#1000001110,22.385392814761857,6
525,#1000001101,22.385392814761857,6
524,#1000001100,21.31944444444445,7
523,#1000001011,22.38566774811506,6
522,#1000001010,21.31944444444445,7
521,#1000001001,21.31944444444445,7
520,#1000001000,18.33333333333334,8
519,#1000000111,22.387772830382602,6
518,#1000000110,21.31944444444445,7
517,#1000000101,21.31944444444445,7
516,#1000000100,18.33333333333334,8
515,#1000000011,21.31944444444445,7
514,#1000000010,18.33333333333334,8
513,#1000000001,18.33333333333334,8
512,#1000000000,10.0,9
511,#0111111111,10.0,1
510,#0111111110,15.0,1
509,#0111111101,15.0,1
508,#0111111100,18.333333333333332,1
507,#0111111011,15.0,1
506,#0111111010,18.333333333333332,1
505,#0111111001,18.333333333333332,1
504,#0111111000,20.83333333333333,1
503,#0111110111,15.0,1
502,#0111110110,18.333333333333332,1
501,#0111110101,18.333333333333332,1
500,#0111110100,20.83333333333333,1
499,#0111110011,18.333333333333332,1
498,#0111110010,20.83333333333333,1
497,#0111110001,20.83333333333333,1
496,#0111110000,22.07882231750476,7
495,#0111101111,15.0,1
494,#0111101110,18.333333333333332,1
493,#0111101101,18.333333333333332,1
492,#0111101100,20.83333333333333,1
491,#0111101011,18.333333333333332,1
490,#0111101010,20.83333333333333,1
489,#0111101001,20.83333333333333,1
488,#0111101000,22.079659033022622,7
487,#0111100111,18.333333333333332,1
486,#0111100110,20.83333333333333,1
485,#0111100101,20.83333333333333,1
484,#0111100100,22.079898853316756,7
483,#0111100011,20.83333333333333,1
482,#0111100010,22.079875912684276,7
481,#0111100001,22.079875912684276,7
480,#0111100000,21.541569179229306,8
479,#0111011111,15.0,1
478,#0111011110,18.333333333333332,1
477,#0111011101,18.333333333333332,1
476,#0111011100,20.83333333333333,1
475,#0111011011,18.333333333333332,1
474,#0111011010,20.83333333333333,1
473,#0111011001,20.83333333333333,1
472,#0111011000,22.08493704272494,7
471,#0111010111,18.333333333333332,1
470,#0111010110,20.83333333333333,1
469,#0111010101,20.83333333333333,1
468,#0111010100,22.085248379506652,7
467,#0111010011,20.83333333333333,1
466,#0111010010,22.08522520861065,7
465,#0111010001,22.08522520861065,7
464,#0111010000,21.54050903463143,8
463,#0111001111,18.333333333333332,1
462,#0111001110,20.83333333333333,1
461,#0111001101,20.83333333333333,1
460,#0111001100,22.087273739206086,7
459,#0111001011,20.83333333333333,1
458,#0111001010,22.087250319533368,7
457,#0111001001,22.087250319533368,7
456,#0111001000,21.54000218329128,8
455,#0111000111,20.83333333333333,1
454,#0111000110,22.087989059201284,7
453,#0111000101,22.087989059201284,7
452,#0111000100,21.539729969692523,8
451,#0111000011,22.087965524025094,7
450,#0111000010,21.53968348431996,8
449,#0111000001,21.53968348431996,8
448,#0111000000,19.333333333333332,10
447,#0110111111,15.0,1
446,#0110111110,18.333333333333332,1
445,#0110111101,18.333333333333332,1
444,#0110111100,20.83333333333333,1
443,#0110111011,18.333333333333332,1
442,#0110111010,20.83333333333333,1
441,#0110111001,20.83333333333333,1
440,#0110111000,22.071784559623545,5
439,#0110110111,18.333333333333332,1
438,#0110110110,20.83333333333333,1
437,#0110110101,20.83333333333333,1
436,#0110110100,22.07242152693219,5
435,#0110110011,20.83333333333333,1
434,#0110110010,22.07261369260511,5
433,#0110110001,22.07261369260511,5
432,#0110110000,21.543696522581335,8
431,#0110101111,18.333333333333332,1
430,#0110101110,20.83333333333333,1
429,#0110101101,20.83333333333333,1
428,#0110101100,22.064291967538114,5
427,#0110101011,20.83333333333333,1
426,#0110101010,22.064483085153054,5
425,#0110101001,22.064483085153054,5
424,#0110101000,21.54313531519566,8
423,#0110100111,20.83333333333333,1
422,#0110100110,22.064591190888052,5
421,#0110100101,22.064591190888052,5
420,#0110100100,21.542868263137965,8
419,#0110100011,22.064782450212924,5
418,#0110100010,21.54281950739898,8
417,#0110100001,21.54281950739898,8
416,#0110100000,19.333333333333332,10
415,#0110011111,18.333333333333332,1
414,#0110011110,20.83333333333333,1
413,#0110011101,20.83333333333333,1
412,#0110011100,22.0386451005582,5
411,#0110011011,20.83333333333333,1
410,#0110011010,22.038831936844936,5
409,#0110011001,22.038831936844936,5
408,#0110011000,21.54385069421162,8
407,#0110010111,20.83333333333333,1
406,#0110010110,22.038855811788135,5
405,#0110010101,22.038855811788135,5
404,#0110010100,21.54358737228718,8
403,#0110010011,22.039042785902346,5
402,#0110010010,21.54353808291797,8
401,#0110010001,21.54353808291797,8
400,#0110010000,19.333333333333332,10
399,#0110001111,20.83333333333333,1
398,#0110001110,22.034661981775496,5
397,#0110001101,22.034661981775496,5
396,#0110001100,21.543128247330078,8
395,#0110001011,22.034848314098507,5
394,#0110001010,21.543078935545317,8
393,#0110001001,21.543078935545317,8
392,#0110001000,19.333333333333332,10
391,#0110000111,22.034367277958935,5
390,#0110000110,21.542854123938085,8
389,#0110000101,21.542854123938085,8
388,#0110000100,19.333333333333332,10
387,#0110000011,21.542804801746104,8
386,#0110000010,19.333333333333332,10
385,#0110000001,19.333333333333332,10
384,#0110000000,16.0,10
383,#0101111111,15.0,1
382,#0101111110,18.333333333333332,1
381,#0101111101,18.333333333333332,1
380,#0101111100,20.83333333333333,1
379,#0101111011,18.333333333333332,1
378,#0101111010,20.83333333333333,1
377,#0101111001,20.83333333333333,1
376,#0101111000,21.877453559376995,5
375,#0101110111,18.333333333333332,1
374,#0101110110,20.83333333333333,1
373,#0101110101,20.83333333333333,1
372,#0101110100,21.87801106800896,5
371,#0101110011,20.83333333333333,1
370,#0101110010,21.8778557057012,5
369,#0101110001,21.8778557057012,5
368,#0101110000,21.57029708802173,8
367,#0101101111,18.333333333333332,1
366,#0101101110,20.83333333333333,1
365,#0101101101,20.83333333333333,1
364,#0101101100,21.872565283039663,5
363,#0101101011,20.83333333333333,1
362,#0101101010,21.872411146449167,5
361,#0101101001,21.872411146449167,5
360,#0101101000,21.569626989979152,8
359,#0101100111,20.83333333333333,1
358,#0101100110,21.872507034280797,5
357,#0101100101,21.872507034280797,5
356,#0101100100,21.569334059415304,8
355,#0101100011,21.87235302151096,5
354,#0101100010,21.569313831107777,8
353,#0101100001,21.569313831107777,8
352,#0101100000,19.333333333333332,10
351,#0101011111,18.333333333333332,1
350,#0101011110,20.83333333333333,1
349,#0101011101,20.83333333333333,1
348,#0101011100,21.856085249884757,5
347,#0101011011,20.83333333333333,1
346,#0101011010,21.855935579527657,5
345,#0101011001,21.855935579527657,5
344,#0101011000,21.57093885187152,8
343,#0101010111,20.83333333333333,1
342,#0101010110,21.855957953727753,5
341,#0101010101,21.855957953727753,5
340,#0101010100,21.570649795157287,8
339,#0101010011,21.85580840420769,5
338,#0101010010,21.57062916396639,8
337,#0101010001,21.57062916396639,8
336,#0101010000,19.333333333333332,10
335,#0101001111,20.83333333333333,1
334,#0101001110,21.853993671866423,5
333,#0101001101,21.853993671866423,5
332,#0101001100,21.57008617915015,8
331,#0101001011,21.853845400098436,5
330,#0101001010,21.570065524506447,8
329,#0101001001,21.570065524506447,8
328,#0101001000,19.333333333333332,10
327,#0101000111,21.853424909756573,5
326,#0101000110,21.56981676013472,8
325,#0101000101,21.56981676013472,8
324,#0101000100,19.333333333333332,10
323,#0101000011,21.569796094602218,8
322,#0101000010,19.333333333333332,10
321,#0101000001,19.333333333333332,10
320,#0101000000,16.0,10
319,#0100111111,18.333333333333332,1
318,#0100111110,20.83333333333333,1
317,#0100111101,20.83333333333333,1
316,#0100111100,21.792615285894552,5
315,#0100111011,20.83333333333333,1
314,#0100111010,21.7924757807488,5
313,#0100111001,21.7924757807488,5
312,#0100111000,21.592474770807954,8
311,#0100110111,20.83333333333333,1
310,#0100110110,21.792329712321116,5
309,#0100110101,21.792329712321116,5
308,#0100110100,21.59219247529751,8
307,#0100110011,21.7921903211644,5
306,#0100110010,21.5921703873993,8
305,#0100110001,21.5921703873993,8
304,#0100110000,19.333333333333332,10
303,#0100101111,20.83333333333333,1
302,#0100101110,21.79132502362222,5
301,#0100101101,21.79132502362222,5
300,#0100101100,21.591571346366088,8
299,#0100101011,21.79118678890431,5
298,#0100101010,21.591549234653087,8
297,#0100101001,21.591549234653087,8
296,#0100101000,19.333333333333332,10
295,#0100100111,21.790623724709235,5
294,#0100100110,21.591307853385526,8
293,#0100100101,21.591307853385526,8
292,#0100100100,19.333333333333332,10
291,#0100100011,21.59128573061566,8
290,#0100100010,19.333333333333332,10
289,#0100100001,19.333333333333332,10
288,#0100100000,16.0,10
287,#0100011111,20.83333333333333,1
286,#0100011110,21.7560512397266,5
285,#0100011101,21.7560512397266,5
284,#0100011100,21.597040808524156,8
283,#0100011011,21.755916931640122,5
282,#0100011010,21.597018367090786,8
281,#0100011001,21.597018367090786,8
280,#0100011000,19.333333333333332,10
279,#0100010111,21.755302515171113,5
278,#0100010110,21.596781675968998,8
277,#0100010101,21.596781675968998,8
276,#0100010100,19.333333333333332,10
275,#0100010011,21.59675922347876,8
274,#0100010010,19.333333333333332,10
273,#0100010001,19.333333333333332,10
272,#0100010000,16.0,10
271,#0100001111,21.722682643621084,5
270,#0100001110,21.596270094803668,8
269,#0100001101,21.596270094803668,8
268,#0100001100,19.333333333333332,10
267,#0100001011,21.596247618498637,8
266,#0100001010,19.333333333333332,10
265,#0100001001,19.333333333333332,10
264,#0100001000,16.0,10
263,#0100000111,21.596051841619733,8
262,#0100000110,19.333333333333332,10
261,#0100000101,19.333333333333332,10
260,#0100000100,16.0,10
259,#0100000011,19.333333333333332,10
258,#0100000010,16.0,10
257,#0100000001,16.0,10
256,#0100000000,11.0,10
255,#0011111111,15.0,1
254,#0011111110,18.333333333333332,1
253,#0011111101,18.333333333333332,1
252,#0011111100,20.83333333333333,1
251,#0011111011,18.333333333333332,1
250,#0011111010,20.83333333333333,1
249,#0011111001,20.83333333333333,1
248,#0011111000,21.59925179858823,5
247,#0011110111,18.333333333333332,1
246,#0011110110,20.83333333333333,1
245,#0011110101,20.83333333333333,1
244,#0011110100,21.598344221888105,5
243,#0011110011,20.83333333333333,1
242,#0011110010,21.598226387141178,5
241,#0011110001,21.598226387141178,5
240,#0011110000,21.493961312454605,6
239,#0011101111,18.333333333333332,1
238,#0011101110,20.83333333333333,1
237,#0011101101,20.83333333333333,1
236,#0011101100,21.592854605377823,5
