	Expected time	p^*
Expected Time General	162928.20880489517	All
1	20386.7545574238	1
2	30576.91325973698	1
3	37368.99312267702	1
4	42462.03352054631	1
5	46535.65021512543	1
6	49929.65108729107	1
7	52838.21206896062	1
8	55382.6931175734	1
9	57644.000871410055	1
10	59678.76997725903	1
11	61528.18926914066	1
12	63223.15037256291	1
13	64787.41607637094	1
14	66239.65714322198	1
15	67594.81018323744	1
16	68865.01119213447	1
17	70060.25451932289	1
18	71188.86878930463	1
19	72257.86758060436	1
20	73273.2124349628	1
21	74240.0132452971	1
22	75162.68310093989	1
23	76045.05947087251	1
24	76890.50014045014	1
25	77701.9599607811	1
26	78482.05283861283	1
27	79233.10224660608	1
28	79957.1827139182	1
29	80656.15416323997	1
30	81331.69052498908	1
31	81985.30373631541	1
32	82618.36399025693	1
33	83232.1169168466	1
34	83827.69823758138	1
35	84406.14632639963	1
36	84968.41302607539	1
37	85515.37300293888	1
38	86047.83187071333	1
39	86566.53327283282	1
40	87072.16507947209	1
41	87565.36482883955	1
42	88046.72452069807	1
43	88516.79485249886	1
44	88976.08897413811	1
45	89425.08582551689	1
46	89864.23311132332	1
47	90293.94995934816	1
48	90714.629301894	1
49	91126.64001418167	1
50	91530.32883891666	1
51	91926.02212217315	1
52	92314.02738236517	1
53	92694.63473120274	1
54	93068.11816307681	1
55	93434.73672722805	1
56	93794.73559525781	1
57	94148.34703499693	1
58	94495.79130042145	1
59	94837.27744615146	1
60	95173.00407407421	1
61	95503.16001876962	1
62	95827.92497765885	1
63	96147.470091142	1
64	96461.95847741094	1
65	96771.5457261246	1
66	97076.38035468322	1
67	97376.60423045237	1
68	97672.35296194247	1
69	97963.75626164004	1
70	98250.93828292402	1
71	98534.01793325445	1
72	98813.10916561235	1
73	99088.32124997869	1
74	99359.75902646866	1
75	99627.52314159193	1
76	99891.7102689682	1
77	100152.41331571138	1
78	100409.7216155836	1
79	100663.7211099245	1
80	100914.49451727238	1
81	101162.12149251474	1
82	101406.6787763346	1
83	101648.24033565445	1
84	101886.87749571957	1
85	102122.65906441283	1
86	102355.65144934096	1
87	102585.9187681921	1
88	102813.52295282298	1
89	103038.52384749861	1
90	103260.97930167412	1
91	103480.94525767869	1
92	103698.47583363415	1
93	103913.62340191535	1
94	104126.43866343756	1
95	104336.97071803322	1
96	104545.26713116412	1
97	104751.37399719442	1
98	104955.3359994352	1
99	105157.19646715703	1
100	105356.99742975125	1
101	105554.77966821035	1
102	105750.5827640853	1
103	105944.44514606505	1
104	106136.4041343181	1
105	106326.49598272127	1
106	106514.75591909738	1
107	106701.21818357255	1
108	106885.91606515725	1
109	107068.88193664957	1
110	107250.14728795268	1
111	107429.74275789004	1
112	107607.69816460171	1
113	107784.04253459469	1
114	107958.80413051974	1
115	108132.01047774033	1
116	108303.6883897561	1
117	108473.86399254028	1
118	108642.5627478455	1
119	108809.80947553099	1
120	108975.62837495825	1
121	109140.04304550405	1
122	109303.07650623191	1
123	109464.75121476375	1
124	109625.08908539117	1
125	109784.11150646224	1
126	109941.83935707745	1
127	110098.29302312985	1
128	110253.492412717	1
129	110407.45697095673	1
130	110560.2056942329	1
131	110711.75714389668	1
132	110862.12945944969	1
133	111011.34037123107	1
134	111159.40721263138	1
135	111306.34693185391	1
136	111452.17610324388	1
137	111596.91093820386	1
138	111740.56729571398	1
139	111883.16069247332	1
140	112024.70631267986	1
141	112165.21901746241	1
142	112304.71335398199	1
143	112443.2035642136	1
144	112580.70359342365	1
145	112717.2270983551	1
146	112852.78745513222	1
147	112987.39776689657	1
148	113121.07087118464	1
149	113253.81934705852	1
150	113385.65552199841	1
151	113516.59147856674	1
152	113646.63906085398	1
153	113775.80988071258	1
154	113904.11532378971	1
155	114031.56655536438	1
156	114158.17452599802	1
157	114283.94997700496	1
