	Expected time	p^*
Expected Time General	225054.74395202132	All
1	27182.45913234649	1
2	40770.470195785485	1
3	49827.78499892079	1
4	56619.7516378825	1
5	62052.509360174474	1
6	66579.12778953295	1
7	70458.50385380744	1
8	73852.44813289413	1
9	76868.83434671852	1
10	79583.17409922613	1
11	82050.38492054911	1
12	84311.65495828942	1
13	86398.6674029012	1
14	88336.3161897414	1
15	90144.51646708944	1
16	91839.4492929205	1
17	93434.4402443868	1
18	94940.59396911488	1
19	96367.26174931142	1
20	97722.39217485012	1
21	99012.79832276359	1
22	100244.36421412362	1
23	101422.20638899055	1
24	102550.80181991404	1
25	103634.09024273699	1
26	104675.5568083943	1
27	105678.2994288262	1
28	106645.0840968366	1
29	107578.39066803886	1
30	108480.45101248498	1
31	109353.28101279975	1
32	110198.70756261093	1
33	111018.39147430623	1
34	111813.84701800116	1
35	112586.45866922973	1
36	113337.4955305636	1
37	114068.1238043632	1
38	114779.41762438054	1
39	115472.36849869383	1
40	116147.89357227435	1
41	116806.84288192293	1
42	117450.0057475246	1
43	118078.11642013419	1
44	118691.85908823398	1
45	119291.87232773889	1
46	119878.75306830856	1
47	120453.06013770749	1
48	121015.31743696358	1
49	121566.01679153164	1
50	122105.6205173372	1
51	122634.56373525067	1
52	123153.25646301443	1
53	123662.08550981882	1
54	124161.41619545312	1
55	124651.59391317205	1
56	125132.94555301876	1
57	125605.78080029748	1
58	126070.39332210564	1
59	126527.06185331418	1
60	126976.05119205017	1
61	127417.61311358096	1
62	127851.98721049841	1
63	128279.40166622351	1
64	128700.07396807746	1
65	129114.21156550557	1
66	129522.01247843073	1
67	129923.66586021212	1
68	130319.35251920734	1
69	130709.24540253989	1
70	131093.51004531258	1
71	131472.30498818707	1
72	131845.78216596346	1
73	132214.0872695453	1
74	132577.36008344704	1
75	132935.73480080176	1
76	133289.34031764528	1
77	133638.30050808846	1
78	133982.73448185282	1
79	134322.7568255056	1
80	134658.47782861718	1
81	134990.00369595774	1
82	135317.43674675678	1
83	135640.87560195808	1
84	135960.41536032822	1
85	136276.14776420558	1
86	136588.16135561417	1
87	136896.54162340393	1
88	137201.371142032	1
89	137502.7297025459	1
90	137800.69443629126	1
91	138095.33993182122	1
92	138386.73834545314	1
93	138674.9595058807	1
94	138960.0710132218	1
95	139242.13833285298	1
96	139521.22488435707	1
97	139797.39212588617	1
98	140070.6996342201	1
99	140341.20518078064	1
100	140608.96480384702	1
101	140874.0328771941	1
102	141136.46217536778	1
103	141396.30393579064	1
104	141653.60791788247	1
105	141908.4224593644	1
106	142160.79452990854	1
107	142410.76978228	1
108	142658.39260111065	1
109	142903.7061494373	1
110	143146.7524131216	1
111	143387.57224327198	1
112	143626.20539677047	1
113	143862.6905750061	1
114	144097.06546090983	1
115	144329.36675437953	1
116	144559.6302061766	1
117	144787.89065037633	1
118	145014.1820354412	1
119	145238.53745398976	1
120	145460.98917132482	1
121	145681.56865278233	1
122	145900.30658996018	1
123	146117.23292587986	1
124	146332.37687913515	1
125	146545.7669670728	1
126	146757.4310280547	1
127	146967.39624284324	1
128	147175.68915515105	1
129	147382.33569139524	1
130	147587.36117969017	1
131	147790.79036811666	1
132	147992.64744229882	1
133	148192.95604231994	1
134	148391.73927900722	1
135	148589.01974961365	1
136	148784.81955292317	1
137	148979.16030380383	1
138	149172.06314723546	1
139	149363.5487718306	1
140	149553.63742287422	1
141	149742.34891489986	1
142	149929.7026438243	1
143	150115.71759865613	1
144	150300.41237279933	1
145	150483.8051749667	1
146	150665.91383971836	1
147	150846.7558376442	1
148	151026.34828519958	1
149	151204.7079542133	1
150	151381.8512810768	1
151	151557.79437563076	1
152	151732.5530297579	1
153	151906.1427256959	1
154	152078.5786440799	1
155	152249.87567172607	1
156	152420.04840916532	1
157	152589.11117793704	1
158	152757.07802765255	1
159	152923.96274283557	1
160	153089.77884954988	1
161	153254.5396218202	1
162	153418.25808785576	1
163	153580.9470360825	1
164	153742.6190209915	1
165	153903.28636880987	1
166	154062.9611830012	1
167	154221.65534960147	1
168	154379.38054239558	1
169	154536.148227941	1
170	154691.9696704442	1
171	154846.85593649317	1
172	155000.8178996541	1
173	155153.86624493386	1
174	155306.01147311472	1
175	155457.26390496522	1
176	155607.6336853313	1
177	155757.13078711205	1
178	155905.76501512388	1
179	156053.546009856	1
180	156200.483251123	1
181	156346.58606161448	1
182	156491.86361034977	1
183	156636.32491603558	1
184	156779.9788503343	1
185	156922.83414104336	1
186	157064.89937518872	1
187	157206.1830020366	1
188	157346.6933360239	1
189	157486.4385596122	1
190	157625.4267260659	1
191	157763.66576215823	1
192	157901.16347080623	1
193	158037.9275336375	1
194	158173.9655134916	1
195	158309.2848568565	1
196	158443.89289624285	1
197	158577.79685249834	1
198	158711.0038370636	1
199	158843.52085417166	1
200	158975.35480299138	1
201	159106.5124797189	1
202	159237.00057961626	1
203	159366.82569900062	1
204	159495.9943371842	1
205	159624.51289836716	1
206	159752.387693484	1
207	159879.62494200646	1
208	160006.2307737018	1
209	160132.2112303502	1
210	160257.5722674202	1
211	160382.31975570536	1
212	160506.45948292143	1
213	160629.99715526702	1
214	160752.93839894698	1
215	160875.28876166072	1
216	160997.0537140558	1
217	161118.23865114883	1
218	161238.84889371236	1
219	161358.88968963161	1
220	161478.36621522962	1
221	161597.2835765619	1
222	161715.64681068365	1
223	161833.4608868859	1
224	161950.73070790706	1
225	162067.46111111518	1
226	162183.65686966522	1
227	162299.32269363065	1
228	162414.4632311097	1
229	162529.08306930878	1
230	162643.18673560044	1
231	162756.77869856003	1
232	162869.86336897954	1
233	162982.44510085922	1
234	163094.52819237876	1
235	163206.11688684687	1
236	163317.215373632	1
237	163427.82778907235	1
238	163537.95821736683	1
239	163647.6106914483	1
240	163756.78919383755	1
241	163865.4976574804	1
242	163973.73996656656	1
243	164081.51995733296	1
244	164188.84141884907	1
245	164295.70809378766	1
246	164402.12367917868	1
247	164508.09182714883	1
248	164613.61614564533	1
249	164718.70019914614	1
250	164823.34750935523	1
251	164927.56155588428	1
252	165031.34577692064	1
253	165134.70356988267	1
254	165237.63829206134	1
255	165340.1532612498	1
256	165442.25175636064	1
257	165543.937018031	1
258	165645.21224921587	1
259	165746.0806157703	1
260	165846.54524701988	1
261	165946.60923632068	1
262	166046.27564160858	1
263	166145.54748593783	1
264	166244.42775800952	1
265	166342.91941269004	1
266	166441.02537152014	1
267	166538.74852321396	1
268	166636.09172414927	1
269	166733.0577988479	1
270	166829.64954044775	1
271	166925.8697111666	1
272	167021.72104275596	1
273	167117.206236948	1
274	167212.3279658938	1
275	167307.08887259327	1
276	167401.49157131778	1
277	167495.53864802557	1
278	167589.2326607681	1
279	167682.57614009082	1
280	167775.57158942622	1
281	167868.22148547924	1
282	167960.52827860691	1
283	168052.49439319034	1
284	168144.12222800072	1
285	168235.41415655913	1
286	168326.37252748891	1
287	168416.99966486366	1
288	168507.29786854726	1
289	168597.26941452955	1
290	168686.91655525527	1
291	168776.24151994791	1
292	168865.24651492806	1
293	168953.9337239254	1
294	169042.3053083866	1
295	169130.36340777745	1
296	169218.11013987946	1
297	169305.54760108254	1
298	169392.67786667138	1
299	169479.5029911087	1
300	169566.025008312	1
301	169652.2459319271	1
302	169738.1677555967	1
303	169823.7924532239	1
304	169909.12197923253	1
305	169994.1582688224	1
306	170078.90323822046	1
307	170163.35878492816	1
308	170247.5267879646	1
309	170331.40910810573	1
310	170415.00758811992	1
311	170498.32405299923	1
312	170581.3603101876	1
313	170664.11814980506	1
314	170746.5993448685	1
315	170828.80565150862	1
316	170910.73880918376	1
317	170992.4005408905	1
318	171073.79255337012	1
319	171154.91653731326	1
320	171235.77416755998	1
321	171316.36710329758	1
322	171396.69698825464	1
323	171476.7654508929	1
324	171556.57410459558	1
325	171636.12454785273	1
326	171715.4183644445	1
327	171794.45712362032	1
328	171873.24238027702	1
329	171951.7756751326	1
330	172030.0585348982	1
331	172108.09247244775	1
332	172185.87898698443	1
333	172263.4195642048	1
334	172340.71567646068	1
335	172417.76878291852	1
336	172494.58032971618	1
337	172571.15175011777	1
338	172647.48446466596	1
339	172723.57988133215	1
340	172799.43939566403	1
341	172875.0643909318	1
342	172950.4562382712	1
343	173025.61629682578	1
344	173100.5459138856	1
345	173175.24642502514	1
346	173249.71915423844	1
347	173323.9654140728	1
348	173397.9865057603	1
349	173471.7837193472	1
350	173545.35833382254	1
351	173618.71161724324	1
352	173691.8448268588	1
353	173764.7592092339	1
354	173837.45600036858	1
355	173909.93642581796	1
356	173982.2017008091	1
357	174054.25303035695	1
358	174126.09160937832	1
359	174197.71862280465	1
360	174269.13524569254	1
361	174340.34264333348	1
362	174411.34197136166	1
363	174482.13437586054	1
364	174552.72099346737	1
365	174623.1029514773	1
366	174693.2813679451	1
367	174763.2573517858	1
368	174833.0320028742	1
369	174902.60641214316	1
370	174971.9816616795	1
371	175041.15882482028	1
372	175110.13896624628	1
373	175178.9231420747	1
374	175247.51239995152	1
375	175315.90777914104	1
376	175384.11031061548	1
377	175452.12101714293	1
378	175519.94091337398	1
379	175587.5710059277	1
380	175655.01229347577	1
381	175722.26576682625	1
382	175789.33240900584	1
383	175856.21319534114	1
384	175922.90909353865	1
385	175989.42106376422	1
386	176055.75005872143	1
387	176121.8970237279	1
388	176187.8628967922	1
389	176253.64860868873	1
390	176319.25508303175	1
391	176384.68323634885	1
392	176449.93397815345	1
393	176515.00821101567	1
394	176579.90683063315	1
395	176644.6307259006	1
396	176709.18077897863	1
397	176773.55786536142	1
398	176837.76285394374	1
399	176901.79660708722	1
400	176965.65998068542	1
401	177029.35382422878	1
402	177092.87898086806	1
403	177156.23628747728	1
404	177219.4265747157	1
405	177282.4506670895	1
406	177345.30938301244	1
407	177408.0035348654	1
408	177470.53392905576	1
409	177532.9013660757	1
410	177595.10664056015	1
411	177657.15054134346	1
412	177719.03385151582	1
413	177780.7573484793	1
414	177842.32180400204	1
415	177903.72798427337	1
416	177964.97664995657	1
417	178026.06855624286	1
418	178087.00445290297	1
419	178147.7850843393	1
420	178208.41118963674	1
421	178268.8835026135	1
422	178329.20275187102	1
423	178389.369660843	1
424	178449.38494784472	1
425	178509.2493261203	1
426	178568.96350389117	1
427	178628.52818440294	1
428	178687.94406597142	1
429	178747.2118420292	1
430	178806.3322011706	1
431	178865.305827197	1
432	178924.13339916084	1
433	178982.81559140972	1
434	179041.35307362975	1
435	179099.74651088816	1
436	179157.99656367596	1
437	179216.10388795007	1
438	179274.06913517386	1
439	179331.892952359	1
440	179389.57598210545	1
441	179447.11886264154	1
442	179504.52222786358	1
443	179561.78670737502	1
444	179618.91292652514	1
445	179675.90150644715	1
446	179732.75306409603	1
447	179789.46821228607	1
448	179846.04755972754	1
449	179902.49171106392	1
450	179958.80126690693	1
451	180014.97682387347	1
452	180071.0189746201	1
453	180126.92830787852	1
454	180182.70540849006	1
455	180238.35085743945	1
456	180293.86523188947	1
457	180349.24910521356	1
458	180404.5030470295	1
459	180459.62762323176	1
460	180514.62339602422	1
461	180569.49092395185	1
462	180624.23076193276	1
463	180678.84346128913	1
464	180733.3295697783	1
465	180787.68963162397	1
466	180841.92418754575	1
467	180896.03377478968	1
468	180950.0189271576	1
469	181003.8801750369	1
470	181057.61804542923	1
471	181111.23306197947	1
472	181164.7257450039	1
473	181218.09661151888	1
474	181271.34617526806	1
475	181324.4749467505	1
476	181377.48343324751	1
477	181430.37213884978	1
478	181483.14156448428	1
479	181535.79220794037	1
480	181588.32456389605	1
481	181640.73912394402	1
482	181693.03637661698	1
483	181745.2168074131	1
484	181797.28089882116	1
485	181849.2291303454	1
486	181901.06197853005	1
487	181952.7799169834	1
488	182004.38341640212	1
489	182055.87294459515	1
490	182107.2489665071	1
491	182158.5119442416	1
492	182209.66233708445	1
493	182260.70060152636	1
494	182311.6271912859	1
495	182362.4425573315	1
496	182413.14714790386	1
497	182463.74140853787	1
498	182514.22578208434	1
499	182564.6007087315	1
500	182614.8666260263	1
501	182665.02396889564	1
502	182715.07316966678	1
503	182765.01465808862	1
504	182814.84886135175	1
505	182864.57620410892	1
506	182914.19710849517	1
507	182963.7119941471	1
508	183013.12127822358	1
509	183062.42537542435	1
510	183111.62469800946	1
511	183160.71965581877	1
512	183209.71065629038	1
513	183258.5981044799	1
514	183307.3824030782	1
515	183356.06395243056	1
516	183404.64315055445	1
517	183453.1203931575	1
518	183501.4960736557	1
519	183549.77058319046	1
520	183597.9443106469	1
521	183646.0176426705	1
522	183693.99096368445	1
523	183741.86465590683	1
524	183789.6390993672	1
525	183837.3146719234	1
526	183884.89174927806	1
527	183932.37070499497	1
528	183979.7519105153	1
529	184027.03573517353	1
530	184074.22254621345	1
531	184121.3127088038	1
532	184168.30658605418	1
533	184215.20453903006	1
534	184262.00692676834	1
535	184308.71410629278	1
536	184355.3264326284	1
537	184401.84425881668	1
538	184448.26793593058	1
539	184494.59781308883	1
540	184540.83423747018	1
541	184586.97755432848	1
542	184633.0281070062	1
543	184678.9862369487	1
544	184724.8522837184	1
545	184770.6265850084	1
546	184816.30947665605	1
547	184861.90129265684	1
548	184907.4023651776	1
549	184952.81302456994	1
550	184998.13359938344	1
551	185043.36441637864	1
552	185088.50580054015	1
553	185133.5580750893	1
554	185178.52156149707	1
555	185223.39657949662	1
556	185268.18344709583	1
557	185312.88248058953	1
558	185357.49399457205	1
559	185402.0183019492	1
560	185446.45571395033	1
561	185490.8065401403	1
562	185535.07108843137	1
563	185579.24966509495	1
564	185623.34257477327	1
565	185667.35012049082	1
566	185711.2726036658	1
567	185755.1103241214	1
568	185798.86358009724	1
569	185842.5326682603	1
570	185886.11788371595	1
571	185929.61952001898	1
572	185973.03786918474	1
573	186016.37322169903	1
574	186059.6258665297	1
575	186102.79609113667	1
576	186145.88418148254	1
577	186188.89042204292	1
578	186231.81509581686	1
579	186274.65848433695	1
580	186317.4208676794	1
581	186360.10252447412	1
582	186402.70373191463	1
583	186445.224765768	1
584	186487.66590038457	1
585	186530.02740870742	1
586	186572.30956228258	1
587	186614.5126312677	1
588	186656.6368844422	1
589	186698.68258921645	1
590	186740.65001164068	1
591	186782.53941641454	1
592	186824.35106689652	1
593	186866.08522511224	1
594	186907.74215176402	1
595	186949.3221062395	1
596	186990.82534662067	1
597	187032.25212969238	1
598	187073.60271095112	1
599	187114.8773446137	1
600	187156.0762836257	1
601	187197.19977966984	1
602	187238.24808317467	1
603	187279.22144332263	1
604	187320.12010805818	1
605	187360.94432409637	1
606	187401.6943369308	1
607	187442.37039084148	1
608	187482.97272890309	1
609	187523.50159299275	1
610	187563.95722379757	1
611	187604.33986082335	1
612	187644.6497424012	1
613	187684.88710569605	1
614	187725.05218671367	1
615	187765.14522030856	1
616	187805.1664401914	1
617	187845.11607893617	1
618	187884.99436798794	1
619	187924.80153766985	1
620	187964.5378171905	1
621	188004.20343465096	1
622	188043.79861705215	1
623	188083.32359030168	1
624	188122.77857922093	1
625	188162.16380755196	1
626	188201.47949796455	1
627	188240.7258720629	1
628	188279.90315039246	1
629	188319.01155244675	1
630	188358.0512966738	1
631	188397.02260048318	1
632	188435.92568025197	1
633	188474.76075133195	1
634	188513.52802805547	1
635	188552.22772374254	1
636	188590.86005070643	1
637	188629.42522026063	1
638	188667.92344272492	1
639	188706.35492743115	1
640	188744.71988273022	1
641	188783.01851599762	1
642	188821.25103363965	1
643	188859.4176410994	1
644	188897.51854286302	1
645	188935.55394246522	1
646	188973.52404249544	1
647	189011.4290446036	1
648	189049.26914950603	1
649	189087.04455699117	1
650	189124.755465925	1
651	189162.40207425706	1
652	189199.98457902603	1
653	189237.50317636514	1
654	189274.95806150782	1
655	189312.34942879324	1
656	189349.67747167152	1
657	189386.94238270962	1
658	189424.14435359606	1
659	189461.2835751469	1
660	189498.36023731044	1
661	189535.374529173	1
662	189572.3266389639	1
663	189609.21675406047	1
664	189646.04506099338	1
665	189682.8117454517	1
666	189719.51699228786	1
667	189756.16098552285	1
668	189792.74390835123	1
669	189829.2659431456	1
670	189865.72727146206	1
671	189902.12807404474	1
672	189938.46853083096	1
673	189974.74882095552	1
674	190010.96912275598	1
675	190047.12961377713	1
676	190083.23047077563	1
677	190119.2718697249	1
678	190155.25398581938	1
679	190191.1769934796	1
680	190227.04106635618	1
681	190262.84637733473	1
682	190298.5930985404	1
683	190334.2814013421	1
684	190369.91145635681	1
685	190405.48343345444	1
686	190440.9975017617	1
687	190476.45382966675	1
688	190511.85258482333	1
689	190547.19393415505	1
690	190582.47804385968	1
691	190617.70507941322	1
692	190652.87520557435	1
693	190687.9885863883	1
694	190723.04538519096	1
695	190758.0457646132	1
696	190792.98988658458	1
697	190827.87791233775	1
698	190862.71000241212	1
699	190897.48631665812	1
700	190932.2070142408	1
701	190966.87225364408	1
702	191001.4821926744	1
703	191036.03698846482	1
704	191070.53679747836	1
705	191104.98177551237	1
706	191139.37207770185	1
707	191173.70785852364	1
708	191207.98927179974	1
709	191242.2164707012	1
710	191276.38960775174	1
711	191310.5088348313	1
712	191344.57430317992	1
713	191378.58616340117	1
714	191412.54456546548	1
715	191446.4496587142	1
716	191480.3015918627	1
717	191514.10051300385	1
718	191547.8465696117	1
719	191581.53990854503	1
720	191615.18067605063	1
721	191648.76901776638	1
722	191682.3050787249	1
723	191715.7890033571	1
724	191749.22093549516	1
725	191782.60101837592	1
726	191815.9293946444	1
727	191849.20620635682	1
728	191882.43159498373	1
729	191915.60570141347	1
730	191948.72866595542	1
731	191981.80062834267	1
732	192014.8217277358	1
733	192047.79210272562	1
734	192080.71189133648	1
735	192113.58123102906	1
736	192146.40025870368	1
737	192179.1691107033	1
738	192211.88792281662	1
739	192244.5568302808	1
740	192277.17596778477	1
741	192309.745469472	1
742	192342.26546894322	1
743	192374.73609926016	1
744	192407.15749294736	1
745	192439.5297819959	1
746	192471.85309786582	1
747	192504.12757148917	1
748	192536.3533332726	1
749	192568.5305131005	1
750	192600.6592403374	1
751	192632.73964383127	1
752	192664.77185191558	1
753	192696.75599241254	1
754	192728.6921926357	1
755	192760.5805793924	1
756	192792.42127898702	1
757	192824.21441722306	1
758	192855.96011940605	1
759	192887.65851034597	1
760	192919.30971436025	1
761	192950.91385527593	1
762	192982.4710564326	1
763	193013.9814406846	1
764	193045.44513040385	1
765	193076.86224748223	1
766	193108.23291333404	1
767	193139.55724889875	1
768	193170.83537464315	1
769	193202.06741056402	1
770	193233.2534761904	1
771	193264.39369058632	1
772	193295.48817235275	1
773	193326.53703963044	1
774	193357.540410102	1
775	193388.4984009944	1
776	193419.41112908136	1
777	193450.27871068573	1
778	193481.10126168144	1
779	193511.87889749615	1
780	193542.61173311336	1
781	193573.2998830751	1
782	193603.94346148352	1
783	193634.54258200363	1
784	193665.09735786536	1
785	193695.60790186585	1
786	193726.07432637148	1
787	193756.49674332017	1
788	193786.87526422366	1
789	193817.21000016964	1
790	193847.50106182368	1
791	193877.74855943164	1
792	193907.9526028214	1
793	193938.1133014056	1
794	193968.23076418324	1
795	193998.30509974176	1
796	194028.33641625932	1
797	194058.32482150669	1
798	194088.27042284966	1
799	194118.17332725035	1
800	194148.03364126995	1
801	194177.8514710703	1
802	194207.6269224162	1
803	194237.3601006768	1
804	194267.05111082832	1
805	194296.70005745566	1
806	194326.30704475415	1
807	194355.87217653164	1
808	194385.3955562106	1
809	194414.87728682972	1
810	194444.31747104597	1
811	194473.71621113666	1
812	194503.07360900077	1
813	194532.3897661615	1
814	194561.66478376754	1
815	194590.89876259517	1
816	194620.09180305013	1
817	194649.24400516922	1
818	194678.35546862264	1
819	194707.42629271478	1
820	194736.45657638702	1
821	194765.44641821893	1
822	194794.3959164302	1
823	194823.30516888242	1
824	194852.17427308077	1
825	194881.0033261757	1
826	194909.79242496472	1
827	194938.54166589415	1
828	194967.25114506052	1
829	194995.92095821284	1
830	195024.5512007537	1
831	195053.14196774107	1
832	195081.69335389032	1
833	195110.20545357553	1
834	195138.67836083088	1
835	195167.11216935283	1
836	195195.5069725017	1
837	195223.86286330267	1
838	195252.17993444798	1
839	195280.45827829844	1
840	195308.69798688457	1
841	195336.89915190873	1
842	195365.06186474636	1
843	195393.18621644768	1
844	195421.27229773905	1
845	195449.32019902454	1
846	195477.3300103876	1
847	195505.30182159264	1
848	195533.2357220862	1
849	195561.13180099873	1
850	195588.99014714593	1
851	195616.81084903041	1
852	195644.59399484293	1
853	195672.33967246403	1
854	195700.0479694653	1
855	195727.71897311107	1
856	195755.35277035972	1
857	195782.9494478649	1
858	195810.50909197758	1
859	195838.0317887466	1
860	195865.51762392075	1
861	195892.96668294983	1
862	195920.3790509864	1
863	195947.7548128865	1
864	195975.09405321153	1
865	196002.3968562297	1
866	196029.66330591703	1
867	196056.8934859589	1
868	196084.08747975127	1
869	196111.24537040206	1
870	196138.3672407328	1
871	196165.45317327918	1
872	196192.50325029308	1
873	196219.51755374367	1
874	196246.49616531856	1
875	196273.43916642517	1
876	196300.346638192	1
877	196327.21866146973	1
878	196354.05531683317	1
879	196380.85668458146	1
880	196407.6228447403	1
881	196434.3538770626	1
882	196461.0498610298	1
883	196487.71087585334	1
884	196514.33700047576	1
885	196540.9283135716	1
886	196567.48489354923	1
887	196594.00681855154	1
888	196620.4941664573	1
889	196646.9470148824	1
890	196673.36544118106	1
891	196699.74952244695	1
892	196726.09933551407	1
893	196752.41495695827	1
894	196778.69646309872	1
895	196804.94392999797	1
896	196831.15743346454	1
897	196857.3370490528	1
898	196883.48285206468	1
899	196909.59491755086	1
900	196935.67332031153	1
901	196961.71813489782	1
902	196987.72943561288	1
903	197013.70729651273	1
904	197039.65179140755	1
905	197065.56299386272	1
906	197091.44097720005	1
907	197117.28581449867	1
908	197143.097578596	1
909	197168.8763420891	1
910	197194.62217733555	1
911	197220.33515645438	1
912	197246.01535132763	1
913	197271.6628336007	1
914	197297.27767468398	1
915	197322.8599457532	1
916	197348.40971775135	1
917	197373.92706138903	1
918	197399.41204714557	1
919	197424.86474527002	1
920	197450.2852257826	1
921	197475.67355847504	1
922	197501.0298129121	1
923	197526.35405843199	1
924	197551.64636414786	1
925	197576.90679894868	1
926	197602.1354315001	1
927	197627.33233024532	1
928	197652.4975634063	1
929	197677.63119898443	1
930	197702.73330476176	1
931	197727.8039483017	1
932	197752.84319695024	1
933	197777.85111783637	1
934	197802.8277778739	1
935	197827.7732437612	1
936	197852.6875819832	1
937	197877.57085881164	1
938	197902.42314030655	1
939	197927.24449231627	1
940	197952.03498047902	1
941	197976.79467022387	1
942	198001.5236267714	1
943	198026.2219151342	1
944	198050.88960011848	1
945	198075.52674632455	1
946	198100.13341814766	1
947	198124.7096797791	1
948	198149.2555952067	1
949	198173.771228216	1
950	198198.25664239097	1
951	198222.7119011151	1
952	198247.1370675718	1
953	198271.53220474548	1
954	198295.8973754224	1
955	198320.2326421915	1
956	198344.5380674452	1
957	198368.81371338008	1
958	198393.0596419982	1
959	198417.27591510722	1
960	198441.4625943215	1
961	198465.61974106324	1
962	198489.74741656266	1
963	198513.84568185938	1
964	198537.91459780288	1
965	198561.95422505328	1
966	198585.9646240823	1
967	198609.94585517363	1
968	198633.89797842453	1
969	198657.82105374587	1
970	198681.7151408629	1
971	198705.5802993164	1
972	198729.41658846344	1
973	198753.22406747757	1
974	198777.00279535045	1
975	198800.75283089172	1
976	198824.47423273037	1
977	198848.1670593151	1
978	198871.8313689153	1
979	198895.46721962158	1
980	198919.07466934677	1
981	198942.65377582642	1
982	198966.20459661947	1
983	198989.72718910934	1
984	199013.22161050412	1
985	199036.6879178377	1
986	199060.12616797021	1
987	199083.5364175891	1
988	199106.91872320924	1
989	199130.27314117417	1
990	199153.59972765652	1
991	199176.89853865874	1
992	199200.16963001376	1
993	199223.41305738591	1
994	199246.6288762713	1
995	199269.81714199833	1
996	199292.97790972923	1
997	199316.11123445965	1
998	199339.21717101985	1
999	199362.29577407564	1
1000	199385.34709812855	1
1001	199408.3711975164	1
1002	199431.36812641443	1
1003	199454.3379388358	1
1004	199477.28068863205	1
1005	199500.196429494	1
1006	199523.08521495207	1
1007	199545.94709837704	1
1008	199568.782132981	1
1009	199591.5903718175	1
1010	199614.37186778258	1
1011	199637.12667361507	1
1012	199659.85484189715	1
1013	199682.55642505552	1
1014	199705.23147536156	1
1015	199727.88004493192	1
1016	199750.50218572957	1
1017	199773.09794956373	1
1018	199795.66738809086	1
1019	199818.21055281532	1
1020	199840.72749509	1
1021	199863.2182661166	1
1022	199885.68291694627	1
1023	199908.1214984809	1
1024	199930.53406147246	1
1025	199952.92065652472	1
1026	199975.28133409322	1
1027	199997.616144486	1
1028	200019.92513786413	1
1029	200042.20836424248	1
1030	200064.46587349003	1
1031	200086.69771533055	1
1032	200108.90393934312	1
1033	200131.08459496268	1
1034	200153.23973148086	1
1035	200175.36939804602	1
1036	200197.4736436642	1
1037	200219.55251719983	1
1038	200241.60606737545	1
1039	200263.6343427731	1
1040	200285.6373918347	1
1041	200307.61526286212	1
1042	200329.5680040186	1
1043	200351.49566332804	1
1044	200373.3982886767	1
1045	200395.2759278131	1
1046	200417.12862834882	1
1047	200438.95643775878	1
1048	200460.7594033818	1
1049	200482.53757242137	1
1050	200504.29099194607	1
1051	200526.01970888991	1
1052	200547.72377005286	1
1053	200569.40322210145	1
1054	200591.0581115694	1
1055	200612.68848485805	1
1056	200634.29438823665	1
1057	200655.87586784275	1
1058	200677.43296968355	1
1059	200698.9657396356	1
1060	200720.47422344532	1
1061	200741.95846672967	1
1062	200763.41851497695	1
1063	200784.8544135467	1
1064	200806.26620767041	1
1065	200827.65394245213	1
1066	200849.01766286907	1
1067	200870.35741377142	1
1068	200891.67323988376	1
1069	200912.96518580476	1
1070	200934.23329600794	1
1071	200955.47761484227	1
1072	200976.69818653233	1
1073	200997.89505517913	1
1074	201019.06826476022	1
1075	201040.2178591303	1
1076	201061.34388202184	1
1077	201082.44637704533	1
1078	201103.5253876895	1
1079	201124.58095732259	1
1080	201145.61312919177	1
1081	201166.62194642448	1
1082	201187.60745202814	1
1083	201208.56968889086	1
1084	201229.50869978245	1
1085	201250.42452735393	1
1086	201271.31721413846	1
1087	201292.18680255182	1
1088	201313.0333348925	1
1089	201333.85685334253	1
1090	201354.65739996775	1
1091	201375.43501671794	1
1092	201396.18974542795	1
1093	201416.92162781738	1
1094	201437.63070549164	1
1095	201458.31701994163	1
1096	201478.98061254463	1
1097	201499.62152456498	1
1098	201520.2397971538	1
1099	201540.83547134994	1
1100	201561.40858808017	1
1101	201581.95918815967	1
1102	201602.48731229253	1
1103	201622.99300107165	1
1104	201643.47629497995	1
1105	201663.93723438994	1
1106	201684.37585956464	1
1107	201704.792210658	1
1108	201725.1863277149	1
1109	201745.55825067195	1
1110	201765.9080193577	1
1111	201786.23567349307	1
1112	201806.5412526915	1
1113	201826.8247964596	1
1114	201847.08634419783	1
