	Expected time	p^*
Expected Time General	80063.96392820272	All
1	10872.76814460178	1
2	16305.93338260982	1
3	19926.68415446647	1
4	22641.227608018296	1
5	24812.04662498861	1
6	26620.38264618811	1
7	28169.802209177826	1
8	29525.034399895718	1
9	30729.23194226525	1
10	31812.601743003088	1
11	32797.112461510194	1
12	33699.240592312	1
13	34531.660361942755	1
14	35304.330091227894	1
15	36025.21643680736	1
16	36700.79230718132	1
17	37336.38833286087	1
18	37936.44670592143	1
19	38504.70821967277	1
20	39044.35254841263	1
21	39558.10512723821	1
22	40048.319740991596	1
23	40517.04315908721	1
24	40966.06630474941	1
25	41396.965190402625	1
26	41811.13398087189	1
27	42209.81193376732	1
28	42594.10552908661	1
29	42965.00678336856	1
30	43323.40851148723	1
31	43670.11712686672	1
32	44005.86344166266	1
33	44331.31183055223	1
34	44647.06804690807	1
35	44953.68592237566	1
36	45251.67313595465	1
37	45541.49620347345	1
38	45823.584810555105	1
39	46098.335590073875	1
40	46366.11542743044	1
41	46627.264362744114	1
42	46882.09814754648	1
43	47130.91050418485	1
44	47373.975128475366	1
45	47611.54746983899	1
46	47843.86631794479	1
47	48071.15522056084	1
48	48293.62375371282	1
49	48511.4686622343	1
50	48724.874886262376	1
51	48934.016487095745	1
52	49139.05748402886	1
53	49340.15261223862	1
54	49537.44801049717	1
55	49731.081846364694	1
56	49921.1848855617	1
57	50107.881011396435	1
58	50291.287699414075	1
59	50471.51645182112	1
60	50648.67319570821	1
61	50822.85864863118	1
62	50994.168654710316	1
63	51162.6944940547	1
64	51328.52316801299	1
65	51491.73766248168	1
66	51652.41719126586	1
67	51810.63742127866	1
68	51966.47068118198	1
69	52119.986154908125	1
70	52271.25006135894	1
71	52420.32582144961	1
72	52567.27421355222	1
73	52712.15351829286	1
74	52855.01965356475	1
75	52995.92630054077	1
76	53134.92502139549	1
77	53272.065369382944	1
78	53407.39499185838	1
79	53540.959726779256	1
80	53672.80369317526	1
81	53802.9693760335	1
82	53931.49770600802	1
83	54058.428134327274	1
84	54183.79870324308	1
85	54307.64611233532	1
86	54430.00578096186	1
