	Expected time	p^*
Expected Time General	150754.10071348897	All
1	19027.613642113476	1
2	28538.201865723844	1
3	34877.23473349302	1
4	39630.48987470633	1
5	43432.278354001915	1
6	46599.75570368407	1
7	49314.15365648063	1
8	51688.7420453361	1
9	53799.034092200454	1
10	55697.889052429484	1
11	57423.75002081986	1
12	59005.44931845811	1
13	60465.165653866476	1
14	61820.32515516158	1
15	63084.86872483091	1
16	64270.12334613713	1
17	65385.41712293968	1
18	66438.52347511581	1
19	67435.98844044976	1
20	68383.3761510549	1
21	69285.45586302209	1
22	70146.34647933551	1
23	70969.6296547593	1
24	71758.43933720714	1
25	72515.5334008402	1
26	73243.35150356482	1
27	73944.06223018414	1
28	74619.60181712515	1
29	75271.70620049162	1
30	75901.93772277367	1
31	76511.7075320234	1
32	77102.29448115925	1
33	77674.86116374127	1
34	78230.46759154131	1
35	78770.08291817633	1
36	79294.59553445937	1
37	79804.82179951239	1
38	80301.51362305092	1
39	80785.36507557903	1
40	81257.01817231007	1
41	81717.06795173172	1
42	82166.0669495806	1
43	82604.5291525857	1
44	83032.93350292416	1
45	83451.72701329201	1
46	83861.32754338127	1
47	84262.12628098662	1
48	84654.48996466324	1
49	85038.76287958324	1
50	85415.26865380658	1
51	85784.31187844588	1
52	86146.17957204823	1
53	86501.14250682546	1
54	86849.45641208669	1
55	87191.36306826827	1
56	87527.09130328066	1
57	87856.85790145869	1
58	88180.86843415214	1
59	88499.31801992905	1
60	88812.39202142661	1
61	89120.26668508555	1
62	89423.10972929122	1
63	89721.08088583709	1
64	90014.33239908775	1
65	90303.00948674275	1
66	90587.2507656955	1
67	90867.18864611154	1
68	91142.94969652954	1
69	91414.65498250695	1
70	91682.42038107576	1
71	91946.35687305378	1
72	92206.57081505652	1
73	92463.16419287825	1
74	92716.23485775258	1
75	92965.87674686234	1
76	93212.1800893424	1
77	93455.2315989051	1
78	93695.11465411876	1
79	93931.90946727547	1
80	94165.69324270528	1
81	94396.5403253171	1
82	94624.52234008271	1
83	94849.70832311845	1
84	95072.1648449635	1
85	95291.95612660749	1
86	95509.1441487717	1
87	95723.78875490984	1
88	95935.94774835682	1
89	96145.67698401905	1
90	96353.03045497151	1
91	96558.06037429674	1
92	96760.81725247542	1
93	96961.34997061662	1
94	97159.70584979294	1
95	97355.93071672629	1
96	97550.06896605222	1
97	97742.16361937513	1
98	97932.25638131055	1
99	98120.38769269647	1
100	98306.59678114476	1
101	98490.92170908973	1
102	98673.39941948096	1
103	98854.06577925895	1
104	99032.9556207398	1
105	99210.1027810294	1
106	99385.54013957872	1
107	99559.29965398397	1
108	99731.41239412937	1
109	99901.90857476348	1
110	100070.81758659532	1
111	100238.16802598955	1
112	100403.98772333568	1
113	100568.30377016235	1
114	100731.14254506218	1
115	100892.52973848958	1
116	101052.49037648995	1
117	101211.048843414	1
118	101368.22890367039	1
119	101524.05372256422	1
120	101678.54588626698	1
121	101831.72742096135	1
122	101983.61981120173	1
123	102134.24401752817	1
124	102283.62049336992	1
125	102431.76920127297	1
126	102578.70962848367	1
127	102724.46080191879	1
128	102869.04130255104	1
129	103012.46927923651	1
130	103154.76246201053	1
131	103295.93817487628	1
132	103436.01334810881	1
133	103575.00453009643	1
134	103712.92789874008	1
135	103849.7992724311	1
136	103985.63412062476	1
137	104120.44757402844	1
138	104254.2544344202	1
139	104387.06918411446	1
140	104518.90599508946	1
141	104649.77873779114	1
142	104779.70098962713	1
143	104908.68604316343	1
144	105036.7469140368	1
145	105163.89634859425	1
146	105290.14683127066	1
147	105415.51059171576	1
148	105539.99961168019	1
149	105663.62563167041	1
150	105786.40015738225	1
151	105908.33446592043	1
152	106029.43961181467	1
153	106149.7264328385	1
154	106269.20555563901	1
155	106387.88740118557	1
156	106505.78219004357	1
157	106622.89994748028	1
158	106739.25050840896	1
159	106854.8435221779	1
160	106969.68845720895	1
161	107083.79460549352	1
162	107197.1710869481	1
163	107309.82685363713	1
164	107421.77069386738	1
165	107533.01123615722	1
166	107643.55695308727	1
167	107753.41616503552	1
168	107862.59704380091	1
169	107971.1076161202	1
170	108078.95576708119	1
171	108186.14924343617	1
172	108292.69565681877	1
173	108398.60248686845	1
174	108503.8770842647	1
175	108608.52667367445	1
176	108712.55835661653	1
177	108815.9791142441	1
178	108918.79581004982	1
179	109021.01519249509	1
180	109122.6438975663	1
181	109223.68845126058	1
182	109324.1552720028	1
183	109424.0506729972	1
184	109523.3808645146	1
185	109622.15195611806	1
186	109720.36995882874	1
187	109818.04078723355	1
188	109915.17026153728	1
189	110011.76410955952	1
190	110107.82796868021	1
191	110203.36738773336	1
192	110298.38782885185	1
