	Expected time	p^*
Expected Time General	114845.94234200673	All
1	14950.19089501478	1
2	22422.06765896196	1
3	27401.959515274873	1
4	31135.858855842627	1
5	34122.162653859246	1
6	36610.06939589377	1
7	38741.97821710586	1
8	40606.888576950405	1
9	42264.13344837858	1
10	43755.24591244031	1
11	45110.43184624819	1
12	46352.345657622594	1
13	47498.413814104584	1
14	48562.32854018045	1
15	49555.04361542724	1
16	50485.45898574125	1
17	51360.90401832154	1
18	52187.48651915784	1
19	52970.349903812275	1
20	53713.866075504026	1
21	54421.78237984213	1
22	55097.33516075374	1
23	55743.33863034225	1
24	56362.255224191154	1
25	56956.25188560766	1
26	57527.24552597175	1
27	58076.940066504576	1
28	58606.856865433234	1
29	59118.35989909338	1
30	59612.67674618157	1
31	60090.91618745031	1
32	60554.083055451636	1
33	61003.09083431842	1
34	61438.772406637676	1
35	61861.88926505538	1
36	62273.1394444926	1
37	62673.16438243951	1
38	63062.554876579925	1
39	63441.856278617954	1
40	63811.573038875424	1
41	64172.17269667087	1
42	64524.08939565312	1
43	64867.72699037556	1
44	65203.46179984953	1
45	65531.64505514879	1
46	65852.60508096883	1
47	66166.64924510616	1
48	66474.06570486636	1
49	66775.12497526748	1
50	67070.08134042314	1
51	67359.17412655444	1
52	67642.62885259725	1
53	67920.65827226128	1
54	68193.4633196024	1
55	68461.23396863433	1
56	68724.15001618798	1
57	68982.38179610022	1
58	69236.09083183421	1
59	69485.43043379251	1
60	69730.54624685475	1
61	69971.57675303472	1
62	70208.6537336008	1
63	70441.90269452	1
64	70671.44325866443	1
65	70897.38952784803	1
66	71119.85041743582	1
67	71338.92996598272	1
68	71554.72762210495	1
69	71767.3385105633	1
70	71976.85367934052	1
71	72183.36032931892	1
72	72386.94202800836	1
73	72587.67890863505	1
74	72785.64785577849	1
75	72980.92267863244	1
76	73173.57427286774	1
77	73363.67077198383	1
78	73551.27768895864	1
79	73736.45804893314	1
80	73919.27251360347	1
81	74099.7794979338	1
82	74278.03527975346	1
83	74454.0941027511	1
84	74628.0082733388	1
85	74799.82825181769	1
86	74969.60273824372	1
87	75137.37875335856	1
88	75303.20171492196	1
89	75467.1155097559	1
90	75629.16256178627	1
91	75789.38389634603	1
92	75947.81920098349	1
93	76104.50688300161	1
94	76259.48412393637	1
95	76412.78693116785	1
96	76564.45018684397	1
97	76714.50769428114	1
98	76862.99222199856	1
99	77009.93554552818	1
100	77155.36848713415	1
101	77299.320953566	1
102	77441.82197196104	1
103	77582.8997240044	1
104	77722.58157844596	1
105	77860.89412206972	1
106	77997.86318920174	1
107	78133.51388983939	1
108	78267.87063647844	1
109	78400.95716970928	1
110	78532.79658265012	1
111	78663.41134427905	1
112	78792.8233217248	1
113	78921.05380157125	1
114	79048.12351022744	1
115	79174.05263341173	1
116	79298.86083479652	1
117	79422.56727385579	1
118	79545.19062295667	1
119	79666.74908373274	1
120	79787.26040277515	1
121	79906.7418866753	1
122	80025.21041645124	1
123	80142.68246138723	1
124	80259.17409231568	1
125	80374.70099436735	1
126	80489.27847921598	1
127	80602.92149684079	1
128	80715.64464682937	1
129	80827.46218924248	1
130	80938.38805506106	1
131	81048.43585623457	1
132	81157.6188953485	1
133	81265.95017492847	1
134	81373.44240639741	1
135	81480.10801870063	1
136	81585.95916661427	1
137	81691.00773875008	1
138	81795.26536527017	1
139	81898.74342532462	1
140	82001.45305422318	1
141	82103.40515035277	1
142	82204.61038185125	1
143	82305.07919304803	1
144	82404.82181068098	1
145	82503.84824989893	1
146	82602.16832005874	1
147	82699.79163032476	1
148	82796.72759507975	1
149	82892.98543915381	1
150	82988.57420287913	1
151	83083.50274697735	1
152	83177.77975728609	1
153	83271.41374933116	1
154	83364.41307275019	1
155	83456.7859155737	1
156	83548.54030836864	1
157	83639.68412825056	1
158	83730.22510276805	1
159	83820.1708136658	1
160	83909.52870052951	1
161	83998.3060643177	1
162	84086.5100707848	1
163	84174.147753799	1
164	84261.22601855884	1
165	84347.75164471254	1
166	84433.73128938346	1
167	84519.17149010458	1
168	84604.07866766612	1
169	84688.45912887844	1
170	84772.31906925415	1
171	84855.66457561147	1
172	84938.50162860187	1
173	85020.83610516507	1
174	85102.67378091297	1
175	85184.02033244578	1
176	85264.88133960252	1
177	85345.26228764726	1
178	85425.16856939466	1
179	85504.60548727593	1
180	85583.57825534737	1
181	85662.09200124313	1
182	85740.15176807484	1
183	85817.76251627906	1
184	85894.92912541448	1
185	85971.65639591082	1
186	86047.94905077026	1
187	86123.81173722383	1
188	86199.24902834343	1
189	86274.26542461156	1
190	86348.8653554492	1
191	86423.05318070432	1
192	86496.83319210092	1
193	86570.2096146515	1
194	86643.18660803199	1
195	86715.76826792232	1
196	86787.9586273123	1
197	86859.76165777462	1
198	86931.18127070565	1
199	87002.22131853469	1
200	87072.8855959037	1
201	87143.17784081706	1
202	87213.10173576318	1
203	87282.66090880854	1
204	87351.85893466444	1
205	87420.69933572835	1
206	87489.18558309975	1
207	87557.32109757123	1
208	87625.1092505959	1
209	87692.55336523184	1
210	87759.65671706389	1
211	87826.4225351035	1
212	87892.85400266765	1
213	87958.95425823661	1
214	88024.72639629258	1
215	88090.17346813761	1
216	88155.2984826937	1
217	88220.10440728386	1
218	88284.5941683953	1
219	88348.77065242549	1
220	88412.63670641073	1
221	88476.19513873893	1
222	88539.4487198458	1
223	88602.40018289557	1
224	88665.05222444674	1
225	88727.40750510254	1
226	88789.46865014752	1
227	88851.23825017005	1
228	88912.71886167054	1
229	88973.91300765732	1
230	89034.82317822895	1
231	89095.45183114409	1
232	89155.80139237897	1
233	89215.8742566732	1
234	89275.6727880637	1
235	89335.19932040715	1
236	89394.45615789162	1
237	89453.44557553728	1
238	89512.16981968668	1
239	89570.63110848462	1
240	89628.83163234811	1
241	89686.77355442676	1
242	89744.4590110532	1
243	89801.89011218461	1
244	89859.0689418353	1
245	89915.99755849998	1
246	89972.67799556891	1
247	90029.11226173436	1
248	90085.30234138899	1
249	90141.25019501614	1
250	90196.95775957248	1
251	90252.42694886294	1
252	90307.65965390802	1
253	90362.65774330414	1
254	90417.42306357696	1
255	90471.95743952724	1
256	90526.26267457046	1
257	90580.3405510697	1
258	90634.19283066204	1
259	90687.82125457846	1
260	90741.22754395794	1
261	90794.4134001555	1
262	90847.38050504393	1
263	90900.13052131044	1
264	90952.66509274702	1
265	91004.98584453597	1
266	91057.09438352937	1
267	91108.99229852413	1
268	91160.68116053104	1
269	91212.16252303957	1
270	91263.43792227736	1
271	91314.50887746476	1
272	91365.37689106536	1
273	91416.04344903119	1
274	91466.51002104385	1
275	91516.77806075122	1
276	91566.84900599986	1
277	91616.72427906295	1
278	91666.40528686464	1
279	91715.89342120002	1
280	91765.19005895122	1
281	91814.29656229967	1
282	91863.21427893471	1
283	91911.94454225832	1
284	91960.48867158638	1
285	92008.84797234644	1
286	92057.0237362719	1
287	92105.01724159288	1
288	92152.82975322366	1
289	92200.46252294723	1
290	92247.91678959616	1
291	92295.19377923073	1
292	92342.29470531389	1
293	92389.2207688832	1
294	92435.97315872	1
295	92482.55305151523	1
296	92528.96161203342	1
297	92575.19999327269	1
298	92621.26933662317	1
299	92667.17077202196	1
300	92712.90541810602	1
301	92758.47438236223	1
302	92803.87876127518	1
303	92849.11964047232	1
304	92894.19809486688	1
305	92939.11518879833	1
306	92983.87197617062	1
307	93028.46950058825	1
308	93072.90879548974	1
309	93117.1908842796	1
310	93161.31678045743	1
311	93205.28748774566	1
312	93249.10400021465	1
313	93292.76730240611	1
314	93336.27836945461	1
315	93379.63816720672	1
316	93422.84765233897	1
317	93465.90777247328	1
318	93508.81946629095	1
319	93551.58366364469	1
320	93594.20128566919	1
321	93636.67324488948	1
322	93679.00044532814	1
323	93721.18378261036	1
324	93763.22414406763	1
325	93805.12240884005	1
326	93846.87944797667	1
327	93888.49612453436	1
328	93929.97329367556	1
329	93971.31180276394	1
330	94012.51249145916	1
331	94053.5761918098	1
332	94094.50372834523	1
333	94135.29591816576	1
334	94175.95357103183	1
335	94216.4774894514	1
336	94256.86846876646	1
337	94297.12729723797	1
338	94337.25475612978	1
339	94377.25161979107	1
340	94417.11865573782	1
341	94456.85662473281	1
342	94496.46628086477	1
343	94535.94837162604	1
344	94575.3036379894	1
345	94614.5328144837	1
346	94653.63662926818	1
347	94692.61580420603	1
348	94731.47105493669	1
349	94770.20309094721	1
350	94808.81261564253	1
351	94847.3003264149	1
352	94885.66691471208	1
353	94923.91306610471	1
354	94962.03946035281	1
355	95000.04677147113	1
356	95037.93566779373	1
357	95075.70681203778	1
358	95113.36086136615	1
359	95150.8984674493	1
360	95188.32027652643	1
361	95225.62692946546	1
362	95262.81906182264	1
363	95299.8973039008	1
364	95336.86228080727	1
365	95373.71461251071	1
366	95410.45491389745	1
367	95447.08379482664	1
368	95483.6018601851	1
369	95520.009709941	1
370	95556.30793919726	1
371	95592.49713824385	1
372	95628.57789260958	1
373	95664.55078311326	1
374	95700.41638591386	1
375	95736.1752725604	1
376	95771.82801004099	1
377	95807.37516083104	1
378	95842.81728294115	1
379	95878.15492996432	1
380	95913.38865112214	1
381	95948.51899131107	1
382	95983.54649114754	1
383	96018.47168701251	1
384	96053.29511109582	1
385	96088.01729143961	1
386	96122.6387519814	1
387	96157.1600125964	1
388	96191.58158913942	1
389	96225.90399348615	1
390	96260.12773357419	1
391	96294.25331344313	1
392	96328.28123327442	1
393	96362.21198943055	1
394	96396.04607449386	1
395	96429.78397730489	1
396	96463.42618300002	1
397	96496.97317304906	1
398	96530.42542529179	1
399	96563.78341397444	1
400	96597.0476097858	1
401	96630.21847989256	1
402	96663.29648797424	1
403	96696.28209425803	1
