,#bit12,#bit11,#bit10,#bit9,#bit8,#bit7,#bit6,#bit5,#bit4,#bit3,#bit2,#bit1,Expected Time,k-opt
Expected Time General,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.718722030152165,All
2129,1,0,0,0,0,1,0,1,0,0,0,1,28.203636363636345,9
2128,1,0,0,0,0,1,0,1,0,0,0,0,26.181818181818155,10
2127,1,0,0,0,0,1,0,0,1,1,1,1,28.69315141413575,5
2126,1,0,0,0,0,1,0,0,1,1,1,0,28.868544598546137,6
2125,1,0,0,0,0,1,0,0,1,1,0,1,28.868544598546137,6
2124,1,0,0,0,0,1,0,0,1,1,0,0,28.203636363636345,9
2123,1,0,0,0,0,1,0,0,1,0,1,1,28.868465317312854,6
2122,1,0,0,0,0,1,0,0,1,0,1,0,28.203636363636345,9
2121,1,0,0,0,0,1,0,0,1,0,0,1,28.203636363636345,9
2120,1,0,0,0,0,1,0,0,1,0,0,0,26.181818181818155,10
2119,1,0,0,0,0,1,0,0,0,1,1,1,28.868262971873285,6
2118,1,0,0,0,0,1,0,0,0,1,1,0,28.203636363636345,9
2117,1,0,0,0,0,1,0,0,0,1,0,1,28.203636363636345,9
2116,1,0,0,0,0,1,0,0,0,1,0,0,26.181818181818155,10
2115,1,0,0,0,0,1,0,0,0,0,1,1,28.203636363636345,9
2114,1,0,0,0,0,1,0,0,0,0,1,0,26.181818181818155,10
2113,1,0,0,0,0,1,0,0,0,0,0,1,26.181818181818155,10
2112,1,0,0,0,0,1,0,0,0,0,0,0,22.36363636363634,10
2111,1,0,0,0,0,0,1,1,1,1,1,1,27.399999999999974,1
2110,1,0,0,0,0,0,1,1,1,1,1,0,28.676641620120613,5
2109,1,0,0,0,0,0,1,1,1,1,0,1,28.676641620120613,5
2108,1,0,0,0,0,0,1,1,1,1,0,0,28.858366220463907,6
2107,1,0,0,0,0,0,1,1,1,0,1,1,28.67657737016397,5
2106,1,0,0,0,0,0,1,1,1,0,1,0,28.858360593944408,6
2105,1,0,0,0,0,0,1,1,1,0,0,1,28.858360593944408,6
2104,1,0,0,0,0,0,1,1,1,0,0,0,28.203636363636345,9
2103,1,0,0,0,0,0,1,1,0,1,1,1,28.67627932716428,5
2102,1,0,0,0,0,0,1,1,0,1,1,0,28.858388264776348,6
2101,1,0,0,0,0,0,1,1,0,1,0,1,28.858388264776348,6
2100,1,0,0,0,0,0,1,1,0,1,0,0,28.203636363636345,9
2099,1,0,0,0,0,0,1,1,0,0,1,1,28.858306553977958,6
2098,1,0,0,0,0,0,1,1,0,0,1,0,28.203636363636345,9
2097,1,0,0,0,0,0,1,1,0,0,0,1,28.203636363636345,9
2096,1,0,0,0,0,0,1,1,0,0,0,0,26.181818181818155,10
2095,1,0,0,0,0,0,1,0,1,1,1,1,28.670129081328525,5
2094,1,0,0,0,0,0,1,0,1,1,1,0,28.858461667320597,6
2093,1,0,0,0,0,0,1,0,1,1,0,1,28.858461667320597,6
2092,1,0,0,0,0,0,1,0,1,1,0,0,28.203636363636345,9
2091,1,0,0,0,0,0,1,0,1,0,1,1,28.85837656591027,6
2090,1,0,0,0,0,0,1,0,1,0,1,0,28.203636363636345,9
2089,1,0,0,0,0,0,1,0,1,0,0,1,28.203636363636345,9
2088,1,0,0,0,0,0,1,0,1,0,0,0,26.181818181818155,10
2087,1,0,0,0,0,0,1,0,0,1,1,1,28.858138929649215,6
2086,1,0,0,0,0,0,1,0,0,1,1,0,28.203636363636345,9
2085,1,0,0,0,0,0,1,0,0,1,0,1,28.203636363636345,9
2084,1,0,0,0,0,0,1,0,0,1,0,0,26.181818181818155,10
2083,1,0,0,0,0,0,1,0,0,0,1,1,28.203636363636345,9
2082,1,0,0,0,0,0,1,0,0,0,1,0,26.181818181818155,10
2081,1,0,0,0,0,0,1,0,0,0,0,1,26.181818181818155,10
2080,1,0,0,0,0,0,1,0,0,0,0,0,22.36363636363634,10
2079,1,0,0,0,0,0,0,1,1,1,1,1,28.64700420549479,5
2078,1,0,0,0,0,0,0,1,1,1,1,0,28.852832906626546,6
2077,1,0,0,0,0,0,0,1,1,1,0,1,28.852832906626546,6
2076,1,0,0,0,0,0,0,1,1,1,0,0,28.203636363636345,9
2075,1,0,0,0,0,0,0,1,1,0,1,1,28.852744205179636,6
2074,1,0,0,0,0,0,0,1,1,0,1,0,28.203636363636345,9
2073,1,0,0,0,0,0,0,1,1,0,0,1,28.203636363636345,9
2072,1,0,0,0,0,0,0,1,1,0,0,0,26.181818181818155,10
2071,1,0,0,0,0,0,0,1,0,1,1,1,28.852486497122463,6
2070,1,0,0,0,0,0,0,1,0,1,1,0,28.203636363636345,9
2069,1,0,0,0,0,0,0,1,0,1,0,1,28.203636363636345,9
2068,1,0,0,0,0,0,0,1,0,1,0,0,26.181818181818155,10
2067,1,0,0,0,0,0,0,1,0,0,1,1,28.203636363636345,9
2066,1,0,0,0,0,0,0,1,0,0,1,0,26.181818181818155,10
2065,1,0,0,0,0,0,0,1,0,0,0,1,26.181818181818155,10
2064,1,0,0,0,0,0,0,1,0,0,0,0,22.36363636363634,10
2063,1,0,0,0,0,0,0,0,1,1,1,1,28.852069723411617,6
2062,1,0,0,0,0,0,0,0,1,1,1,0,28.203636363636345,9
2061,1,0,0,0,0,0,0,0,1,1,0,1,28.203636363636345,9
2060,1,0,0,0,0,0,0,0,1,1,0,0,26.181818181818155,10
2059,1,0,0,0,0,0,0,0,1,0,1,1,28.203636363636345,9
2058,1,0,0,0,0,0,0,0,1,0,1,0,26.181818181818155,10
2057,1,0,0,0,0,0,0,0,1,0,0,1,26.181818181818155,10
2056,1,0,0,0,0,0,0,0,1,0,0,0,22.36363636363634,10
2055,1,0,0,0,0,0,0,0,0,1,1,1,28.203636363636345,9
2054,1,0,0,0,0,0,0,0,0,1,1,0,26.181818181818155,10
2053,1,0,0,0,0,0,0,0,0,1,0,1,26.181818181818155,10
2052,1,0,0,0,0,0,0,0,0,1,0,0,22.36363636363634,10
2051,1,0,0,0,0,0,0,0,0,0,1,1,26.181818181818155,10
2050,1,0,0,0,0,0,0,0,0,0,1,0,22.36363636363634,10
2049,1,0,0,0,0,0,0,0,0,0,0,1,22.36363636363634,10
2048,1,0,0,0,0,0,0,0,0,0,0,0,11.999999999999984,11
2047,0,1,1,1,1,1,1,1,1,1,1,1,11.999999999999984,1
2046,0,1,1,1,1,1,1,1,1,1,1,0,17.99999999999998,1
2045,0,1,1,1,1,1,1,1,1,1,0,1,17.99999999999998,1
2044,0,1,1,1,1,1,1,1,1,1,0,0,21.999999999999975,1
2043,0,1,1,1,1,1,1,1,1,0,1,1,17.99999999999998,1
2042,0,1,1,1,1,1,1,1,1,0,1,0,21.999999999999975,1
2041,0,1,1,1,1,1,1,1,1,0,0,1,21.999999999999975,1
2040,0,1,1,1,1,1,1,1,1,0,0,0,24.999999999999975,1
2039,0,1,1,1,1,1,1,1,0,1,1,1,17.99999999999998,1
2038,0,1,1,1,1,1,1,1,0,1,1,0,21.999999999999975,1
2037,0,1,1,1,1,1,1,1,0,1,0,1,21.999999999999975,1
2036,0,1,1,1,1,1,1,1,0,1,0,0,24.999999999999975,1
2035,0,1,1,1,1,1,1,1,0,0,1,1,21.999999999999975,1
2034,0,1,1,1,1,1,1,1,0,0,1,0,24.999999999999975,1
2033,0,1,1,1,1,1,1,1,0,0,0,1,24.999999999999975,1
2032,0,1,1,1,1,1,1,1,0,0,0,0,27.399999999999974,1
2031,0,1,1,1,1,1,1,0,1,1,1,1,17.99999999999998,1
2030,0,1,1,1,1,1,1,0,1,1,1,0,21.999999999999975,1
2029,0,1,1,1,1,1,1,0,1,1,0,1,21.999999999999975,1
2028,0,1,1,1,1,1,1,0,1,1,0,0,24.999999999999975,1
2027,0,1,1,1,1,1,1,0,1,0,1,1,21.999999999999975,1
2026,0,1,1,1,1,1,1,0,1,0,1,0,24.999999999999975,1
2025,0,1,1,1,1,1,1,0,1,0,0,1,24.999999999999975,1
2024,0,1,1,1,1,1,1,0,1,0,0,0,27.399999999999974,1
2023,0,1,1,1,1,1,1,0,0,1,1,1,21.999999999999975,1
2022,0,1,1,1,1,1,1,0,0,1,1,0,24.999999999999975,1
2021,0,1,1,1,1,1,1,0,0,1,0,1,24.999999999999975,1
2020,0,1,1,1,1,1,1,0,0,1,0,0,27.399999999999974,1
2019,0,1,1,1,1,1,1,0,0,0,1,1,24.999999999999975,1
2018,0,1,1,1,1,1,1,0,0,0,1,0,27.399999999999974,1
2017,0,1,1,1,1,1,1,0,0,0,0,1,27.399999999999974,1
2016,0,1,1,1,1,1,1,0,0,0,0,0,28.61012260069642,8
2015,0,1,1,1,1,1,0,1,1,1,1,1,17.99999999999998,1
2014,0,1,1,1,1,1,0,1,1,1,1,0,21.999999999999975,1
2013,0,1,1,1,1,1,0,1,1,1,0,1,21.999999999999975,1
2012,0,1,1,1,1,1,0,1,1,1,0,0,24.999999999999975,1
2011,0,1,1,1,1,1,0,1,1,0,1,1,21.999999999999975,1
2010,0,1,1,1,1,1,0,1,1,0,1,0,24.999999999999975,1
2009,0,1,1,1,1,1,0,1,1,0,0,1,24.999999999999975,1
2008,0,1,1,1,1,1,0,1,1,0,0,0,27.399999999999974,1
2007,0,1,1,1,1,1,0,1,0,1,1,1,21.999999999999975,1
2006,0,1,1,1,1,1,0,1,0,1,1,0,24.999999999999975,1
2005,0,1,1,1,1,1,0,1,0,1,0,1,24.999999999999975,1
2004,0,1,1,1,1,1,0,1,0,1,0,0,27.399999999999974,1
2003,0,1,1,1,1,1,0,1,0,0,1,1,24.999999999999975,1
2002,0,1,1,1,1,1,0,1,0,0,1,0,27.399999999999974,1
2001,0,1,1,1,1,1,0,1,0,0,0,1,27.399999999999974,1
2000,0,1,1,1,1,1,0,1,0,0,0,0,28.61250273353767,7
1999,0,1,1,1,1,1,0,0,1,1,1,1,21.999999999999975,1
1998,0,1,1,1,1,1,0,0,1,1,1,0,24.999999999999975,1
1997,0,1,1,1,1,1,0,0,1,1,0,1,24.999999999999975,1
1996,0,1,1,1,1,1,0,0,1,1,0,0,27.399999999999974,1
1995,0,1,1,1,1,1,0,0,1,0,1,1,24.999999999999975,1
1994,0,1,1,1,1,1,0,0,1,0,1,0,27.399999999999974,1
1993,0,1,1,1,1,1,0,0,1,0,0,1,27.399999999999974,1
1992,0,1,1,1,1,1,0,0,1,0,0,0,28.613187151722936,7
1991,0,1,1,1,1,1,0,0,0,1,1,1,24.999999999999975,1
1990,0,1,1,1,1,1,0,0,0,1,1,0,27.399999999999974,1
1989,0,1,1,1,1,1,0,0,0,1,0,1,27.399999999999974,1
1988,0,1,1,1,1,1,0,0,0,1,0,0,28.61348132403431,7
1987,0,1,1,1,1,1,0,0,0,0,1,1,27.399999999999974,1
1986,0,1,1,1,1,1,0,0,0,0,1,0,28.61354473957594,7
1985,0,1,1,1,1,1,0,0,0,0,0,1,28.61354473957594,7
1984,0,1,1,1,1,1,0,0,0,0,0,0,28.01539228292821,10
1983,0,1,1,1,1,0,1,1,1,1,1,1,17.99999999999998,1
1982,0,1,1,1,1,0,1,1,1,1,1,0,21.999999999999975,1
1981,0,1,1,1,1,0,1,1,1,1,0,1,21.999999999999975,1
1980,0,1,1,1,1,0,1,1,1,1,0,0,24.999999999999975,1
1979,0,1,1,1,1,0,1,1,1,0,1,1,21.999999999999975,1
1978,0,1,1,1,1,0,1,1,1,0,1,0,24.999999999999975,1
1977,0,1,1,1,1,0,1,1,1,0,0,1,24.999999999999975,1
1976,0,1,1,1,1,0,1,1,1,0,0,0,27.399999999999974,1
1975,0,1,1,1,1,0,1,1,0,1,1,1,21.999999999999975,1
1974,0,1,1,1,1,0,1,1,0,1,1,0,24.999999999999975,1
1973,0,1,1,1,1,0,1,1,0,1,0,1,24.999999999999975,1
1972,0,1,1,1,1,0,1,1,0,1,0,0,27.399999999999974,1
1971,0,1,1,1,1,0,1,1,0,0,1,1,24.999999999999975,1
1970,0,1,1,1,1,0,1,1,0,0,1,0,27.399999999999974,1
1969,0,1,1,1,1,0,1,1,0,0,0,1,27.399999999999974,1
1968,0,1,1,1,1,0,1,1,0,0,0,0,28.60138962865033,7
1967,0,1,1,1,1,0,1,0,1,1,1,1,21.999999999999975,1
1966,0,1,1,1,1,0,1,0,1,1,1,0,24.999999999999975,1
1965,0,1,1,1,1,0,1,0,1,1,0,1,24.999999999999975,1
1964,0,1,1,1,1,0,1,0,1,1,0,0,27.399999999999974,1
1963,0,1,1,1,1,0,1,0,1,0,1,1,24.999999999999975,1
1962,0,1,1,1,1,0,1,0,1,0,1,0,27.399999999999974,1
1961,0,1,1,1,1,0,1,0,1,0,0,1,27.399999999999974,1
1960,0,1,1,1,1,0,1,0,1,0,0,0,28.602104044147268,7
1959,0,1,1,1,1,0,1,0,0,1,1,1,24.999999999999975,1
1958,0,1,1,1,1,0,1,0,0,1,1,0,27.399999999999974,1
1957,0,1,1,1,1,0,1,0,0,1,0,1,27.399999999999974,1
1956,0,1,1,1,1,0,1,0,0,1,0,0,28.602411998155063,7
1955,0,1,1,1,1,0,1,0,0,0,1,1,27.399999999999974,1
1954,0,1,1,1,1,0,1,0,0,0,1,0,28.602478914749202,7
1953,0,1,1,1,1,0,1,0,0,0,0,1,28.602478914749202,7
1952,0,1,1,1,1,0,1,0,0,0,0,0,28.01721623927584,10
1951,0,1,1,1,1,0,0,1,1,1,1,1,21.999999999999975,1
1950,0,1,1,1,1,0,0,1,1,1,1,0,24.999999999999975,1
1949,0,1,1,1,1,0,0,1,1,1,0,1,24.999999999999975,1
1948,0,1,1,1,1,0,0,1,1,1,0,0,27.399999999999974,1
1947,0,1,1,1,1,0,0,1,1,0,1,1,24.999999999999975,1
1946,0,1,1,1,1,0,0,1,1,0,1,0,27.399999999999974,1
1945,0,1,1,1,1,0,0,1,1,0,0,1,27.399999999999974,1
1944,0,1,1,1,1,0,0,1,1,0,0,0,28.603478512147458,7
1943,0,1,1,1,1,0,0,1,0,1,1,1,24.999999999999975,1
1942,0,1,1,1,1,0,0,1,0,1,1,0,27.399999999999974,1
1941,0,1,1,1,1,0,0,1,0,1,0,1,27.399999999999974,1
1940,0,1,1,1,1,0,0,1,0,1,0,0,28.603792721329633,7
1939,0,1,1,1,1,0,0,1,0,0,1,1,27.399999999999974,1
1938,0,1,1,1,1,0,0,1,0,0,1,0,28.603861616463806,7
1937,0,1,1,1,1,0,0,1,0,0,0,1,28.603861616463806,7
1936,0,1,1,1,1,0,0,1,0,0,0,0,28.01752692211231,10
1935,0,1,1,1,1,0,0,0,1,1,1,1,24.999999999999975,1
1934,0,1,1,1,1,0,0,0,1,1,1,0,27.399999999999974,1
1933,0,1,1,1,1,0,0,0,1,1,0,1,27.399999999999974,1
1932,0,1,1,1,1,0,0,0,1,1,0,0,28.60456334203593,7
1931,0,1,1,1,1,0,0,0,1,0,1,1,27.399999999999974,1
1930,0,1,1,1,1,0,0,0,1,0,1,0,28.604634017229326,7
1929,0,1,1,1,1,0,0,0,1,0,0,1,28.604634017229326,7
1928,0,1,1,1,1,0,0,0,1,0,0,0,28.017491206957768,10
1927,0,1,1,1,1,0,0,0,0,1,1,1,27.399999999999974,1
1926,0,1,1,1,1,0,0,0,0,1,1,0,28.604972334195082,7
1925,0,1,1,1,1,0,0,0,0,1,0,1,28.604972334195082,7
1924,0,1,1,1,1,0,0,0,0,1,0,0,28.017493572022286,10
1923,0,1,1,1,1,0,0,0,0,0,1,1,28.605083916208237,7
1922,0,1,1,1,1,0,0,0,0,0,1,0,28.01750220245218,10
1921,0,1,1,1,1,0,0,0,0,0,0,1,28.01750220245218,10
1920,0,1,1,1,1,0,0,0,0,0,0,0,25.999999999999975,12
1919,0,1,1,1,0,1,1,1,1,1,1,1,17.99999999999998,1
1918,0,1,1,1,0,1,1,1,1,1,1,0,21.999999999999975,1
1917,0,1,1,1,0,1,1,1,1,1,0,1,21.999999999999975,1
1916,0,1,1,1,0,1,1,1,1,1,0,0,24.999999999999975,1
1915,0,1,1,1,0,1,1,1,1,0,1,1,21.999999999999975,1
1914,0,1,1,1,0,1,1,1,1,0,1,0,24.999999999999975,1
1913,0,1,1,1,0,1,1,1,1,0,0,1,24.999999999999975,1
1912,0,1,1,1,0,1,1,1,1,0,0,0,27.399999999999974,1
1911,0,1,1,1,0,1,1,1,0,1,1,1,21.999999999999975,1
1910,0,1,1,1,0,1,1,1,0,1,1,0,24.999999999999975,1
1909,0,1,1,1,0,1,1,1,0,1,0,1,24.999999999999975,1
1908,0,1,1,1,0,1,1,1,0,1,0,0,27.399999999999974,1
1907,0,1,1,1,0,1,1,1,0,0,1,1,24.999999999999975,1
1906,0,1,1,1,0,1,1,1,0,0,1,0,27.399999999999974,1
1905,0,1,1,1,0,1,1,1,0,0,0,1,27.399999999999974,1
1904,0,1,1,1,0,1,1,1,0,0,0,0,28.567554949662508,7
1903,0,1,1,1,0,1,1,0,1,1,1,1,21.999999999999975,1
1902,0,1,1,1,0,1,1,0,1,1,1,0,24.999999999999975,1
1901,0,1,1,1,0,1,1,0,1,1,0,1,24.999999999999975,1
1900,0,1,1,1,0,1,1,0,1,1,0,0,27.399999999999974,1
1899,0,1,1,1,0,1,1,0,1,0,1,1,24.999999999999975,1
1898,0,1,1,1,0,1,1,0,1,0,1,0,27.399999999999974,1
1897,0,1,1,1,0,1,1,0,1,0,0,1,27.399999999999974,1
1896,0,1,1,1,0,1,1,0,1,0,0,0,28.568143807914907,7
1895,0,1,1,1,0,1,1,0,0,1,1,1,24.999999999999975,1
1894,0,1,1,1,0,1,1,0,0,1,1,0,27.399999999999974,1
1893,0,1,1,1,0,1,1,0,0,1,0,1,27.399999999999974,1
1892,0,1,1,1,0,1,1,0,0,1,0,0,28.568478204402346,7
1891,0,1,1,1,0,1,1,0,0,0,1,1,27.399999999999974,1
1890,0,1,1,1,0,1,1,0,0,0,1,0,28.5685823223733,7
1889,0,1,1,1,0,1,1,0,0,0,0,1,28.5685823223733,7
1888,0,1,1,1,0,1,1,0,0,0,0,0,28.021621244095606,10
1887,0,1,1,1,0,1,0,1,1,1,1,1,21.999999999999975,1
1886,0,1,1,1,0,1,0,1,1,1,1,0,24.999999999999975,1
1885,0,1,1,1,0,1,0,1,1,1,0,1,24.999999999999975,1
1884,0,1,1,1,0,1,0,1,1,1,0,0,27.399999999999974,1
1883,0,1,1,1,0,1,0,1,1,0,1,1,24.999999999999975,1
1882,0,1,1,1,0,1,0,1,1,0,1,0,27.399999999999974,1
1881,0,1,1,1,0,1,0,1,1,0,0,1,27.399999999999974,1
1880,0,1,1,1,0,1,0,1,1,0,0,0,28.569119358510143,7
1879,0,1,1,1,0,1,0,1,0,1,1,1,24.999999999999975,1
1878,0,1,1,1,0,1,0,1,0,1,1,0,27.399999999999974,1
1877,0,1,1,1,0,1,0,1,0,1,0,1,27.399999999999974,1
1876,0,1,1,1,0,1,0,1,0,1,0,0,28.569458802817536,7
1875,0,1,1,1,0,1,0,1,0,0,1,1,27.399999999999974,1
1874,0,1,1,1,0,1,0,1,0,0,1,0,28.569564923851555,7
1873,0,1,1,1,0,1,0,1,0,0,0,1,28.569564923851555,7
1872,0,1,1,1,0,1,0,1,0,0,0,0,28.021995238444745,10
1871,0,1,1,1,0,1,0,0,1,1,1,1,24.999999999999975,1
1870,0,1,1,1,0,1,0,0,1,1,1,0,27.399999999999974,1
1869,0,1,1,1,0,1,0,0,1,1,0,1,27.399999999999974,1
1868,0,1,1,1,0,1,0,0,1,1,0,0,28.570024380441847,7
1867,0,1,1,1,0,1,0,0,1,0,1,1,27.399999999999974,1
1866,0,1,1,1,0,1,0,0,1,0,1,0,28.5701322883295,7
1865,0,1,1,1,0,1,0,0,1,0,0,1,28.5701322883295,7
1864,0,1,1,1,0,1,0,0,1,0,0,0,28.021984057993418,10
1863,0,1,1,1,0,1,0,0,0,1,1,1,27.399999999999974,1
1862,0,1,1,1,0,1,0,0,0,1,1,0,28.570484105158933,7
1861,0,1,1,1,0,1,0,0,0,1,0,1,28.570484105158933,7
1860,0,1,1,1,0,1,0,0,0,1,0,0,28.021979098596386,10
1859,0,1,1,1,0,1,0,0,0,0,1,1,28.5706324926252,7
1858,0,1,1,1,0,1,0,0,0,0,1,0,28.021979795189004,10
1857,0,1,1,1,0,1,0,0,0,0,0,1,28.021979795189004,10
1856,0,1,1,1,0,1,0,0,0,0,0,0,25.999999999999975,12
1855,0,1,1,1,0,0,1,1,1,1,1,1,21.999999999999975,1
1854,0,1,1,1,0,0,1,1,1,1,1,0,24.999999999999975,1
1853,0,1,1,1,0,0,1,1,1,1,0,1,24.999999999999975,1
1852,0,1,1,1,0,0,1,1,1,1,0,0,27.399999999999974,1
1851,0,1,1,1,0,0,1,1,1,0,1,1,24.999999999999975,1
1850,0,1,1,1,0,0,1,1,1,0,1,0,27.399999999999974,1
1849,0,1,1,1,0,0,1,1,1,0,0,1,27.399999999999974,1
1848,0,1,1,1,0,0,1,1,1,0,0,0,28.567997542425058,7
1847,0,1,1,1,0,0,1,1,0,1,1,1,24.999999999999975,1
1846,0,1,1,1,0,0,1,1,0,1,1,0,27.399999999999974,1
1845,0,1,1,1,0,0,1,1,0,1,0,1,27.399999999999974,1
1844,0,1,1,1,0,0,1,1,0,1,0,0,28.568345184567274,7
1843,0,1,1,1,0,0,1,1,0,0,1,1,27.399999999999974,1
1842,0,1,1,1,0,0,1,1,0,0,1,0,28.5684547392905,7
1841,0,1,1,1,0,0,1,1,0,0,0,1,28.5684547392905,7
1840,0,1,1,1,0,0,1,1,0,0,0,0,28.023346618313735,10
1839,0,1,1,1,0,0,1,0,1,1,1,1,24.999999999999975,1
1838,0,1,1,1,0,0,1,0,1,1,1,0,27.399999999999974,1
1837,0,1,1,1,0,0,1,0,1,1,0,1,27.399999999999974,1
1836,0,1,1,1,0,0,1,0,1,1,0,0,28.568919834293446,7
1835,0,1,1,1,0,0,1,0,1,0,1,1,27.399999999999974,1
1834,0,1,1,1,0,0,1,0,1,0,1,0,28.569031175335347,7
1833,0,1,1,1,0,0,1,0,1,0,0,1,28.569031175335347,7
1832,0,1,1,1,0,0,1,0,1,0,0,0,28.02332781200417,10
1831,0,1,1,1,0,0,1,0,0,1,1,1,27.399999999999974,1
1830,0,1,1,1,0,0,1,0,0,1,1,0,28.569384876692045,7
1829,0,1,1,1,0,0,1,0,0,1,0,1,28.569384876692045,7
1828,0,1,1,1,0,0,1,0,0,1,0,0,28.023319562270867,10
1827,0,1,1,1,0,0,1,0,0,0,1,1,28.56953667394478,7
1826,0,1,1,1,0,0,1,0,0,0,1,0,28.023319472629055,10
1825,0,1,1,1,0,0,1,0,0,0,0,1,28.023319472629055,10
1824,0,1,1,1,0,0,1,0,0,0,0,0,25.999999999999975,12
1823,0,1,1,1,0,0,0,1,1,1,1,1,24.999999999999975,1
1822,0,1,1,1,0,0,0,1,1,1,1,0,27.399999999999974,1
1821,0,1,1,1,0,0,0,1,1,1,0,1,27.399999999999974,1
1820,0,1,1,1,0,0,0,1,1,1,0,0,28.569607739599927,7
1819,0,1,1,1,0,0,0,1,1,0,1,1,27.399999999999974,1
1818,0,1,1,1,0,0,0,1,1,0,1,0,28.56972107560791,7
1817,0,1,1,1,0,0,0,1,1,0,0,1,28.56972107560791,7
1816,0,1,1,1,0,0,0,1,1,0,0,0,28.023507914287716,10
1815,0,1,1,1,0,0,0,1,0,1,1,1,27.399999999999974,1
1814,0,1,1,1,0,0,0,1,0,1,1,0,28.570075196755347,7
1813,0,1,1,1,0,0,0,1,0,1,0,1,28.570075196755347,7
1812,0,1,1,1,0,0,0,1,0,1,0,0,28.023497923307087,10
1811,0,1,1,1,0,0,0,1,0,0,1,1,28.570229031831975,7
1810,0,1,1,1,0,0,0,1,0,0,1,0,28.023497402087614,10
1809,0,1,1,1,0,0,0,1,0,0,0,1,28.023497402087614,10
1808,0,1,1,1,0,0,0,1,0,0,0,0,25.999999999999975,12
1807,0,1,1,1,0,0,0,0,1,1,1,1,27.399999999999974,1
1806,0,1,1,1,0,0,0,0,1,1,1,0,28.57055796486833,7
1805,0,1,1,1,0,0,0,0,1,1,0,1,28.57055796486833,7
1804,0,1,1,1,0,0,0,0,1,1,0,0,28.02343730009808,10
1803,0,1,1,1,0,0,0,0,1,0,1,1,28.5707136094903,7
1802,0,1,1,1,0,0,0,0,1,0,1,0,28.023436395239134,10
1801,0,1,1,1,0,0,0,0,1,0,0,1,28.023436395239134,10
1800,0,1,1,1,0,0,0,0,1,0,0,0,25.999999999999975,12
1799,0,1,1,1,0,0,0,0,0,1,1,1,28.570987082842503,7
1798,0,1,1,1,0,0,0,0,0,1,1,0,28.023403182311345,10
1797,0,1,1,1,0,0,0,0,0,1,0,1,28.023403182311345,10
1796,0,1,1,1,0,0,0,0,0,1,0,0,25.999999999999975,12
1795,0,1,1,1,0,0,0,0,0,0,1,1,28.02339373174248,10
1794,0,1,1,1,0,0,0,0,0,0,1,0,25.999999999999975,12
1793,0,1,1,1,0,0,0,0,0,0,0,1,25.999999999999975,12
1792,0,1,1,1,0,0,0,0,0,0,0,0,22.999999999999975,12
1791,0,1,1,0,1,1,1,1,1,1,1,1,17.99999999999998,1
1790,0,1,1,0,1,1,1,1,1,1,1,0,21.999999999999975,1
1789,0,1,1,0,1,1,1,1,1,1,0,1,21.999999999999975,1
1788,0,1,1,0,1,1,1,1,1,1,0,0,24.999999999999975,1
1787,0,1,1,0,1,1,1,1,1,0,1,1,21.999999999999975,1
1786,0,1,1,0,1,1,1,1,1,0,1,0,24.999999999999975,1
1785,0,1,1,0,1,1,1,1,1,0,0,1,24.999999999999975,1
1784,0,1,1,0,1,1,1,1,1,0,0,0,27.399999999999974,1
1783,0,1,1,0,1,1,1,1,0,1,1,1,21.999999999999975,1
1782,0,1,1,0,1,1,1,1,0,1,1,0,24.999999999999975,1
1781,0,1,1,0,1,1,1,1,0,1,0,1,24.999999999999975,1
1780,0,1,1,0,1,1,1,1,0,1,0,0,27.399999999999974,1
1779,0,1,1,0,1,1,1,1,0,0,1,1,24.999999999999975,1
1778,0,1,1,0,1,1,1,1,0,0,1,0,27.399999999999974,1
1777,0,1,1,0,1,1,1,1,0,0,0,1,27.399999999999974,1
1776,0,1,1,0,1,1,1,1,0,0,0,0,28.498395268559836,7
1775,0,1,1,0,1,1,1,0,1,1,1,1,21.999999999999975,1
1774,0,1,1,0,1,1,1,0,1,1,1,0,24.999999999999975,1
1773,0,1,1,0,1,1,1,0,1,1,0,1,24.999999999999975,1
1772,0,1,1,0,1,1,1,0,1,1,0,0,27.399999999999974,1
1771,0,1,1,0,1,1,1,0,1,0,1,1,24.999999999999975,1
1770,0,1,1,0,1,1,1,0,1,0,1,0,27.399999999999974,1
1769,0,1,1,0,1,1,1,0,1,0,0,1,27.399999999999974,1
1768,0,1,1,0,1,1,1,0,1,0,0,0,28.49896134681032,7
1767,0,1,1,0,1,1,1,0,0,1,1,1,24.999999999999975,1
1766,0,1,1,0,1,1,1,0,0,1,1,0,27.399999999999974,1
1765,0,1,1,0,1,1,1,0,0,1,0,1,27.399999999999974,1
1764,0,1,1,0,1,1,1,0,0,1,0,0,28.499209414582392,7
1763,0,1,1,0,1,1,1,0,0,0,1,1,27.399999999999974,1
1762,0,1,1,0,1,1,1,0,0,0,1,0,28.49927128432588,7
1761,0,1,1,0,1,1,1,0,0,0,0,1,28.49927128432588,7
1760,0,1,1,0,1,1,1,0,0,0,0,0,28.035662206825776,10
1759,0,1,1,0,1,1,0,1,1,1,1,1,21.999999999999975,1
1758,0,1,1,0,1,1,0,1,1,1,1,0,24.999999999999975,1
1757,0,1,1,0,1,1,0,1,1,1,0,1,24.999999999999975,1
1756,0,1,1,0,1,1,0,1,1,1,0,0,27.399999999999974,1
