,#bit12,#bit11,#bit10,#bit9,#bit8,#bit7,#bit6,#bit5,#bit4,#bit3,#bit2,#bit1,Expected Time,k-opt
Expected Time General,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.718722030152165,All
3190,1,1,0,0,0,1,1,1,0,1,1,0,27.399999999999974,1
3189,1,1,0,0,0,1,1,1,0,1,0,1,27.399999999999974,1
3188,1,1,0,0,0,1,1,1,0,1,0,0,29.25409757781826,3
3187,1,1,0,0,0,1,1,1,0,0,1,1,27.399999999999974,1
3186,1,1,0,0,0,1,1,1,0,0,1,0,29.23280774847402,3
3185,1,1,0,0,0,1,1,1,0,0,0,1,29.23280774847402,3
3184,1,1,0,0,0,1,1,1,0,0,0,0,29.910609446708104,5
3183,1,1,0,0,0,1,1,0,1,1,1,1,24.999999999999975,1
3182,1,1,0,0,0,1,1,0,1,1,1,0,27.399999999999974,1
3181,1,1,0,0,0,1,1,0,1,1,0,1,27.399999999999974,1
3180,1,1,0,0,0,1,1,0,1,1,0,0,29.216502982591994,3
3179,1,1,0,0,0,1,1,0,1,0,1,1,27.399999999999974,1
3178,1,1,0,0,0,1,1,0,1,0,1,0,29.196324492395263,3
3177,1,1,0,0,0,1,1,0,1,0,0,1,29.196324492395263,3
3176,1,1,0,0,0,1,1,0,1,0,0,0,29.876825327760894,4
3175,1,1,0,0,0,1,1,0,0,1,1,1,27.399999999999974,1
3174,1,1,0,0,0,1,1,0,0,1,1,0,29.182998988219428,3
3173,1,1,0,0,0,1,1,0,0,1,0,1,29.182998988219428,3
3172,1,1,0,0,0,1,1,0,0,1,0,0,29.86305214363143,4
3171,1,1,0,0,0,1,1,0,0,0,1,1,29.189920818526822,3
3170,1,1,0,0,0,1,1,0,0,0,1,0,29.862930742028173,4
3169,1,1,0,0,0,1,1,0,0,0,0,1,29.862930742028173,4
3168,1,1,0,0,0,1,1,0,0,0,0,0,29.978593440135864,6
3167,1,1,0,0,0,1,0,1,1,1,1,1,24.999999999999975,1
3166,1,1,0,0,0,1,0,1,1,1,1,0,27.399999999999974,1
3165,1,1,0,0,0,1,0,1,1,1,0,1,27.399999999999974,1
3164,1,1,0,0,0,1,0,1,1,1,0,0,29.186182415613047,3
3163,1,1,0,0,0,1,0,1,1,0,1,1,27.399999999999974,1
3162,1,1,0,0,0,1,0,1,1,0,1,0,29.16716836676169,3
3161,1,1,0,0,0,1,0,1,1,0,0,1,29.16716836676169,3
3160,1,1,0,0,0,1,0,1,1,0,0,0,29.836387551856212,4
3159,1,1,0,0,0,1,0,1,0,1,1,1,27.399999999999974,1
3158,1,1,0,0,0,1,0,1,0,1,1,0,29.1544695952404,3
3157,1,1,0,0,0,1,0,1,0,1,0,1,29.1544695952404,3
3156,1,1,0,0,0,1,0,1,0,1,0,0,29.823306932675095,4
3155,1,1,0,0,0,1,0,1,0,0,1,1,29.161006058903173,3
3154,1,1,0,0,0,1,0,1,0,0,1,0,29.823180710239775,4
3153,1,1,0,0,0,1,0,1,0,0,0,1,29.823180710239775,4
3152,1,1,0,0,0,1,0,1,0,0,0,0,29.956377989069427,6
3151,1,1,0,0,0,1,0,0,1,1,1,1,27.399999999999974,1
3150,1,1,0,0,0,1,0,0,1,1,1,0,29.147362201793488,3
3149,1,1,0,0,0,1,0,0,1,1,0,1,29.147362201793488,3
3148,1,1,0,0,0,1,0,0,1,1,0,0,29.810195252253745,4
3147,1,1,0,0,0,1,0,0,1,0,1,1,29.153653951906392,3
3146,1,1,0,0,0,1,0,0,1,0,1,0,29.8100634565545,4
3145,1,1,0,0,0,1,0,0,1,0,0,1,29.8100634565545,4
3144,1,1,0,0,0,1,0,0,1,0,0,0,29.95776129867834,6
3143,1,1,0,0,0,1,0,0,0,1,1,1,29.165256060472608,3
3142,1,1,0,0,0,1,0,0,0,1,1,0,29.80958793206487,4
3141,1,1,0,0,0,1,0,0,0,1,0,1,29.80958793206487,4
3140,1,1,0,0,0,1,0,0,0,1,0,0,29.958585669912864,6
3139,1,1,0,0,0,1,0,0,0,0,1,1,29.809273956959323,4
3138,1,1,0,0,0,1,0,0,0,0,1,0,29.958992520707334,6
3137,1,1,0,0,0,1,0,0,0,0,0,1,29.958992520707334,6
3136,1,1,0,0,0,1,0,0,0,0,0,0,29.5378151260504,7
3135,1,1,0,0,0,0,1,1,1,1,1,1,24.999999999999975,1
3134,1,1,0,0,0,0,1,1,1,1,1,0,27.399999999999974,1
3133,1,1,0,0,0,0,1,1,1,1,0,1,27.399999999999974,1
3132,1,1,0,0,0,0,1,1,1,1,0,0,29.16132026660796,3
3131,1,1,0,0,0,0,1,1,1,0,1,1,27.399999999999974,1
3130,1,1,0,0,0,0,1,1,1,0,1,0,29.143506828150507,3
3129,1,1,0,0,0,0,1,1,1,0,0,1,29.143506828150507,3
3128,1,1,0,0,0,0,1,1,1,0,0,0,29.795605879491045,4
3127,1,1,0,0,0,0,1,1,0,1,1,1,27.399999999999974,1
3126,1,1,0,0,0,0,1,1,0,1,1,0,29.131430279043784,3
3125,1,1,0,0,0,0,1,1,0,1,0,1,29.131430279043784,3
3124,1,1,0,0,0,0,1,1,0,1,0,0,29.783384943241376,4
3123,1,1,0,0,0,0,1,1,0,0,1,1,29.137501185836996,3
3122,1,1,0,0,0,0,1,1,0,0,1,0,29.78324733369723,4
3121,1,1,0,0,0,0,1,1,0,0,0,1,29.78324733369723,4
3120,1,1,0,0,0,0,1,1,0,0,0,0,29.920429044649506,6
3119,1,1,0,0,0,0,1,0,1,1,1,1,27.399999999999974,1
3118,1,1,0,0,0,0,1,0,1,1,1,0,29.124487990180246,3
3117,1,1,0,0,0,0,1,0,1,1,0,1,29.124487990180246,3
3116,1,1,0,0,0,0,1,0,1,1,0,0,29.770876439967193,4
3115,1,1,0,0,0,0,1,0,1,0,1,1,29.1303426072605,3
3114,1,1,0,0,0,0,1,0,1,0,1,0,29.77073382212195,4
3113,1,1,0,0,0,0,1,0,1,0,0,1,29.77073382212195,4
3112,1,1,0,0,0,0,1,0,1,0,0,0,29.921657898081055,6
3111,1,1,0,0,0,0,1,0,0,1,1,1,29.141187571803364,3
3110,1,1,0,0,0,0,1,0,0,1,1,0,29.77013627444716,4
3109,1,1,0,0,0,0,1,0,0,1,0,1,29.77013627444716,4
3108,1,1,0,0,0,0,1,0,0,1,0,0,29.922393049494204,6
3107,1,1,0,0,0,0,1,0,0,0,1,1,29.769822516181453,4
3106,1,1,0,0,0,0,1,0,0,0,1,0,29.922714669715223,6
3105,1,1,0,0,0,0,1,0,0,0,0,1,29.922714669715223,6
3104,1,1,0,0,0,0,1,0,0,0,0,0,29.49999999999998,7
3103,1,1,0,0,0,0,0,1,1,1,1,1,27.399999999999974,1
3102,1,1,0,0,0,0,0,1,1,1,1,0,29.12177323111723,3
3101,1,1,0,0,0,0,0,1,1,1,0,1,29.12177323111723,3
3100,1,1,0,0,0,0,0,1,1,1,0,0,29.75637054757336,4
3099,1,1,0,0,0,0,0,1,1,0,1,1,29.127314356705572,3
3098,1,1,0,0,0,0,0,1,1,0,1,0,29.756222796666304,4
3097,1,1,0,0,0,0,0,1,1,0,0,1,29.756222796666304,4
3096,1,1,0,0,0,0,0,1,1,0,0,0,29.920311855168517,6
3095,1,1,0,0,0,0,0,1,0,1,1,1,29.13760329075141,3
3094,1,1,0,0,0,0,0,1,0,1,1,0,29.755596934291187,4
3093,1,1,0,0,0,0,0,1,0,1,0,1,29.755596934291187,4
3092,1,1,0,0,0,0,0,1,0,1,0,0,29.920689040598884,6
3091,1,1,0,0,0,0,0,1,0,0,1,1,29.755284739029143,4
3090,1,1,0,0,0,0,0,1,0,0,1,0,29.92086105077495,6
3089,1,1,0,0,0,0,0,1,0,0,0,1,29.92086105077495,6
3088,1,1,0,0,0,0,0,1,0,0,0,0,29.49999999999998,7
3087,1,1,0,0,0,0,0,0,1,1,1,1,29.151662423659268,3
3086,1,1,0,0,0,0,0,0,1,1,1,0,29.752750842659843,4
3085,1,1,0,0,0,0,0,0,1,1,0,1,29.752750842659843,4
3084,1,1,0,0,0,0,0,0,1,1,0,0,29.92262529546328,6
3083,1,1,0,0,0,0,0,0,1,0,1,1,29.752437268008112,4
3082,1,1,0,0,0,0,0,0,1,0,1,0,29.922682814307382,6
3081,1,1,0,0,0,0,0,0,1,0,0,1,29.922682814307382,6
3080,1,1,0,0,0,0,0,0,1,0,0,0,29.49999999999998,7
3079,1,1,0,0,0,0,0,0,0,1,1,1,29.749887778410756,4
3078,1,1,0,0,0,0,0,0,0,1,1,0,29.924077241183802,6
3077,1,1,0,0,0,0,0,0,0,1,0,1,29.924077241183802,6
3076,1,1,0,0,0,0,0,0,0,1,0,0,29.49999999999998,7
3075,1,1,0,0,0,0,0,0,0,0,1,1,29.9255612264691,6
3074,1,1,0,0,0,0,0,0,0,0,1,0,29.49999999999998,7
3073,1,1,0,0,0,0,0,0,0,0,0,1,29.49999999999998,7
3072,1,1,0,0,0,0,0,0,0,0,0,0,28.59999999999996,7
3071,1,0,1,1,1,1,1,1,1,1,1,1,11.999999999999984,1
3070,1,0,1,1,1,1,1,1,1,1,1,0,17.99999999999998,1
3069,1,0,1,1,1,1,1,1,1,1,0,1,17.99999999999998,1
3068,1,0,1,1,1,1,1,1,1,1,0,0,21.999999999999975,1
3067,1,0,1,1,1,1,1,1,1,0,1,1,17.99999999999998,1
3066,1,0,1,1,1,1,1,1,1,0,1,0,21.999999999999975,1
3065,1,0,1,1,1,1,1,1,1,0,0,1,21.999999999999975,1
3064,1,0,1,1,1,1,1,1,1,0,0,0,24.999999999999975,1
3063,1,0,1,1,1,1,1,1,0,1,1,1,17.99999999999998,1
3062,1,0,1,1,1,1,1,1,0,1,1,0,21.999999999999975,1
3061,1,0,1,1,1,1,1,1,0,1,0,1,21.999999999999975,1
3060,1,0,1,1,1,1,1,1,0,1,0,0,24.999999999999975,1
3059,1,0,1,1,1,1,1,1,0,0,1,1,21.999999999999975,1
3058,1,0,1,1,1,1,1,1,0,0,1,0,24.999999999999975,1
3057,1,0,1,1,1,1,1,1,0,0,0,1,24.999999999999975,1
3056,1,0,1,1,1,1,1,1,0,0,0,0,27.399999999999974,1
3055,1,0,1,1,1,1,1,0,1,1,1,1,17.99999999999998,1
3054,1,0,1,1,1,1,1,0,1,1,1,0,21.999999999999975,1
3053,1,0,1,1,1,1,1,0,1,1,0,1,21.999999999999975,1
3052,1,0,1,1,1,1,1,0,1,1,0,0,24.999999999999975,1
3051,1,0,1,1,1,1,1,0,1,0,1,1,21.999999999999975,1
3050,1,0,1,1,1,1,1,0,1,0,1,0,24.999999999999975,1
3049,1,0,1,1,1,1,1,0,1,0,0,1,24.999999999999975,1
3048,1,0,1,1,1,1,1,0,1,0,0,0,27.399999999999974,1
3047,1,0,1,1,1,1,1,0,0,1,1,1,21.999999999999975,1
3046,1,0,1,1,1,1,1,0,0,1,1,0,24.999999999999975,1
3045,1,0,1,1,1,1,1,0,0,1,0,1,24.999999999999975,1
3044,1,0,1,1,1,1,1,0,0,1,0,0,27.399999999999974,1
3043,1,0,1,1,1,1,1,0,0,0,1,1,24.999999999999975,1
3042,1,0,1,1,1,1,1,0,0,0,1,0,27.399999999999974,1
3041,1,0,1,1,1,1,1,0,0,0,0,1,27.399999999999974,1
3040,1,0,1,1,1,1,1,0,0,0,0,0,29.399999999999974,1
3039,1,0,1,1,1,1,0,1,1,1,1,1,17.99999999999998,1
3038,1,0,1,1,1,1,0,1,1,1,1,0,21.999999999999975,1
3037,1,0,1,1,1,1,0,1,1,1,0,1,21.999999999999975,1
3036,1,0,1,1,1,1,0,1,1,1,0,0,24.999999999999975,1
3035,1,0,1,1,1,1,0,1,1,0,1,1,21.999999999999975,1
3034,1,0,1,1,1,1,0,1,1,0,1,0,24.999999999999975,1
3033,1,0,1,1,1,1,0,1,1,0,0,1,24.999999999999975,1
3032,1,0,1,1,1,1,0,1,1,0,0,0,27.399999999999974,1
3031,1,0,1,1,1,1,0,1,0,1,1,1,21.999999999999975,1
3030,1,0,1,1,1,1,0,1,0,1,1,0,24.999999999999975,1
3029,1,0,1,1,1,1,0,1,0,1,0,1,24.999999999999975,1
3028,1,0,1,1,1,1,0,1,0,1,0,0,27.399999999999974,1
3027,1,0,1,1,1,1,0,1,0,0,1,1,24.999999999999975,1
3026,1,0,1,1,1,1,0,1,0,0,1,0,27.399999999999974,1
3025,1,0,1,1,1,1,0,1,0,0,0,1,27.399999999999974,1
3024,1,0,1,1,1,1,0,1,0,0,0,0,29.399999999999974,1
3023,1,0,1,1,1,1,0,0,1,1,1,1,21.999999999999975,1
3022,1,0,1,1,1,1,0,0,1,1,1,0,24.999999999999975,1
3021,1,0,1,1,1,1,0,0,1,1,0,1,24.999999999999975,1
3020,1,0,1,1,1,1,0,0,1,1,0,0,27.399999999999974,1
3019,1,0,1,1,1,1,0,0,1,0,1,1,24.999999999999975,1
3018,1,0,1,1,1,1,0,0,1,0,1,0,27.399999999999974,1
3017,1,0,1,1,1,1,0,0,1,0,0,1,27.399999999999974,1
3016,1,0,1,1,1,1,0,0,1,0,0,0,29.399999999999974,1
3015,1,0,1,1,1,1,0,0,0,1,1,1,24.999999999999975,1
3014,1,0,1,1,1,1,0,0,0,1,1,0,27.399999999999974,1
3013,1,0,1,1,1,1,0,0,0,1,0,1,27.399999999999974,1
3012,1,0,1,1,1,1,0,0,0,1,0,0,29.399999999999974,1
3011,1,0,1,1,1,1,0,0,0,0,1,1,27.399999999999974,1
3010,1,0,1,1,1,1,0,0,0,0,1,0,29.399999999999974,1
3009,1,0,1,1,1,1,0,0,0,0,0,1,29.399999999999974,1
3008,1,0,1,1,1,1,0,0,0,0,0,0,29.78592538433047,8
3007,1,0,1,1,1,0,1,1,1,1,1,1,17.99999999999998,1
3006,1,0,1,1,1,0,1,1,1,1,1,0,21.999999999999975,1
3005,1,0,1,1,1,0,1,1,1,1,0,1,21.999999999999975,1
3004,1,0,1,1,1,0,1,1,1,1,0,0,24.999999999999975,1
3003,1,0,1,1,1,0,1,1,1,0,1,1,21.999999999999975,1
3002,1,0,1,1,1,0,1,1,1,0,1,0,24.999999999999975,1
3001,1,0,1,1,1,0,1,1,1,0,0,1,24.999999999999975,1
3000,1,0,1,1,1,0,1,1,1,0,0,0,27.399999999999974,1
2999,1,0,1,1,1,0,1,1,0,1,1,1,21.999999999999975,1
2998,1,0,1,1,1,0,1,1,0,1,1,0,24.999999999999975,1
2997,1,0,1,1,1,0,1,1,0,1,0,1,24.999999999999975,1
2996,1,0,1,1,1,0,1,1,0,1,0,0,27.399999999999974,1
2995,1,0,1,1,1,0,1,1,0,0,1,1,24.999999999999975,1
2994,1,0,1,1,1,0,1,1,0,0,1,0,27.399999999999974,1
2993,1,0,1,1,1,0,1,1,0,0,0,1,27.399999999999974,1
2992,1,0,1,1,1,0,1,1,0,0,0,0,29.399999999999974,1
2991,1,0,1,1,1,0,1,0,1,1,1,1,21.999999999999975,1
2990,1,0,1,1,1,0,1,0,1,1,1,0,24.999999999999975,1
2989,1,0,1,1,1,0,1,0,1,1,0,1,24.999999999999975,1
2988,1,0,1,1,1,0,1,0,1,1,0,0,27.399999999999974,1
2987,1,0,1,1,1,0,1,0,1,0,1,1,24.999999999999975,1
2986,1,0,1,1,1,0,1,0,1,0,1,0,27.399999999999974,1
2985,1,0,1,1,1,0,1,0,1,0,0,1,27.399999999999974,1
2984,1,0,1,1,1,0,1,0,1,0,0,0,29.399999999999974,1
2983,1,0,1,1,1,0,1,0,0,1,1,1,24.999999999999975,1
2982,1,0,1,1,1,0,1,0,0,1,1,0,27.399999999999974,1
2981,1,0,1,1,1,0,1,0,0,1,0,1,27.399999999999974,1
2980,1,0,1,1,1,0,1,0,0,1,0,0,29.399999999999974,1
2979,1,0,1,1,1,0,1,0,0,0,1,1,27.399999999999974,1
2978,1,0,1,1,1,0,1,0,0,0,1,0,29.399999999999974,1
2977,1,0,1,1,1,0,1,0,0,0,0,1,29.399999999999974,1
2976,1,0,1,1,1,0,1,0,0,0,0,0,29.782974691396102,7
2975,1,0,1,1,1,0,0,1,1,1,1,1,21.999999999999975,1
2974,1,0,1,1,1,0,0,1,1,1,1,0,24.999999999999975,1
2973,1,0,1,1,1,0,0,1,1,1,0,1,24.999999999999975,1
2972,1,0,1,1,1,0,0,1,1,1,0,0,27.399999999999974,1
2971,1,0,1,1,1,0,0,1,1,0,1,1,24.999999999999975,1
2970,1,0,1,1,1,0,0,1,1,0,1,0,27.399999999999974,1
2969,1,0,1,1,1,0,0,1,1,0,0,1,27.399999999999974,1
2968,1,0,1,1,1,0,0,1,1,0,0,0,29.399999999999974,1
2967,1,0,1,1,1,0,0,1,0,1,1,1,24.999999999999975,1
2966,1,0,1,1,1,0,0,1,0,1,1,0,27.399999999999974,1
2965,1,0,1,1,1,0,0,1,0,1,0,1,27.399999999999974,1
2964,1,0,1,1,1,0,0,1,0,1,0,0,29.399999999999974,1
2963,1,0,1,1,1,0,0,1,0,0,1,1,27.399999999999974,1
2962,1,0,1,1,1,0,0,1,0,0,1,0,29.381482109455547,3
2961,1,0,1,1,1,0,0,1,0,0,0,1,29.381482109455547,3
2960,1,0,1,1,1,0,0,1,0,0,0,0,29.785145852485407,7
2959,1,0,1,1,1,0,0,0,1,1,1,1,24.999999999999975,1
2958,1,0,1,1,1,0,0,0,1,1,1,0,27.399999999999974,1
2957,1,0,1,1,1,0,0,0,1,1,0,1,27.399999999999974,1
2956,1,0,1,1,1,0,0,0,1,1,0,0,29.35987084249458,3
2955,1,0,1,1,1,0,0,0,1,0,1,1,27.399999999999974,1
2954,1,0,1,1,1,0,0,0,1,0,1,0,29.33385428600974,3
2953,1,0,1,1,1,0,0,0,1,0,0,1,29.33385428600974,3
2952,1,0,1,1,1,0,0,0,1,0,0,0,29.78669967344084,7
2951,1,0,1,1,1,0,0,0,0,1,1,1,27.399999999999974,1
2950,1,0,1,1,1,0,0,0,0,1,1,0,29.31420351617888,3
2949,1,0,1,1,1,0,0,0,0,1,0,1,29.31420351617888,3
2948,1,0,1,1,1,0,0,0,0,1,0,0,29.787523152051797,7
2947,1,0,1,1,1,0,0,0,0,0,1,1,29.31979544703303,3
2946,1,0,1,1,1,0,0,0,0,0,1,0,29.78798466600651,7
2945,1,0,1,1,1,0,0,0,0,0,0,1,29.78798466600651,7
2944,1,0,1,1,1,0,0,0,0,0,0,0,28.742222222222203,9
2943,1,0,1,1,0,1,1,1,1,1,1,1,17.99999999999998,1
2942,1,0,1,1,0,1,1,1,1,1,1,0,21.999999999999975,1
2941,1,0,1,1,0,1,1,1,1,1,0,1,21.999999999999975,1
2940,1,0,1,1,0,1,1,1,1,1,0,0,24.999999999999975,1
2939,1,0,1,1,0,1,1,1,1,0,1,1,21.999999999999975,1
2938,1,0,1,1,0,1,1,1,1,0,1,0,24.999999999999975,1
2937,1,0,1,1,0,1,1,1,1,0,0,1,24.999999999999975,1
2936,1,0,1,1,0,1,1,1,1,0,0,0,27.399999999999974,1
2935,1,0,1,1,0,1,1,1,0,1,1,1,21.999999999999975,1
2934,1,0,1,1,0,1,1,1,0,1,1,0,24.999999999999975,1
2933,1,0,1,1,0,1,1,1,0,1,0,1,24.999999999999975,1
2932,1,0,1,1,0,1,1,1,0,1,0,0,27.399999999999974,1
2931,1,0,1,1,0,1,1,1,0,0,1,1,24.999999999999975,1
2930,1,0,1,1,0,1,1,1,0,0,1,0,27.399999999999974,1
2929,1,0,1,1,0,1,1,1,0,0,0,1,27.399999999999974,1
2928,1,0,1,1,0,1,1,1,0,0,0,0,29.399999999999974,1
2927,1,0,1,1,0,1,1,0,1,1,1,1,21.999999999999975,1
2926,1,0,1,1,0,1,1,0,1,1,1,0,24.999999999999975,1
2925,1,0,1,1,0,1,1,0,1,1,0,1,24.999999999999975,1
2924,1,0,1,1,0,1,1,0,1,1,0,0,27.399999999999974,1
2923,1,0,1,1,0,1,1,0,1,0,1,1,24.999999999999975,1
2922,1,0,1,1,0,1,1,0,1,0,1,0,27.399999999999974,1
2921,1,0,1,1,0,1,1,0,1,0,0,1,27.399999999999974,1
2920,1,0,1,1,0,1,1,0,1,0,0,0,29.399999999999974,1
2919,1,0,1,1,0,1,1,0,0,1,1,1,24.999999999999975,1
2918,1,0,1,1,0,1,1,0,0,1,1,0,27.399999999999974,1
2917,1,0,1,1,0,1,1,0,0,1,0,1,27.399999999999974,1
2916,1,0,1,1,0,1,1,0,0,1,0,0,29.3842943337768,3
2915,1,0,1,1,0,1,1,0,0,0,1,1,27.399999999999974,1
2914,1,0,1,1,0,1,1,0,0,0,1,0,29.357815849245597,3
2913,1,0,1,1,0,1,1,0,0,0,0,1,29.357815849245597,3
2912,1,0,1,1,0,1,1,0,0,0,0,0,29.623311015282113,7
2911,1,0,1,1,0,1,0,1,1,1,1,1,21.999999999999975,1
2910,1,0,1,1,0,1,0,1,1,1,1,0,24.999999999999975,1
2909,1,0,1,1,0,1,0,1,1,1,0,1,24.999999999999975,1
2908,1,0,1,1,0,1,0,1,1,1,0,0,27.399999999999974,1
2907,1,0,1,1,0,1,0,1,1,0,1,1,24.999999999999975,1
2906,1,0,1,1,0,1,0,1,1,0,1,0,27.399999999999974,1
2905,1,0,1,1,0,1,0,1,1,0,0,1,27.399999999999974,1
2904,1,0,1,1,0,1,0,1,1,0,0,0,29.359157672655847,3
2903,1,0,1,1,0,1,0,1,0,1,1,1,24.999999999999975,1
2902,1,0,1,1,0,1,0,1,0,1,1,0,27.399999999999974,1
2901,1,0,1,1,0,1,0,1,0,1,0,1,27.399999999999974,1
2900,1,0,1,1,0,1,0,1,0,1,0,0,29.308184063209406,3
2899,1,0,1,1,0,1,0,1,0,0,1,1,27.399999999999974,1
2898,1,0,1,1,0,1,0,1,0,0,1,0,29.283991902461423,3
2897,1,0,1,1,0,1,0,1,0,0,0,1,29.283991902461423,3
2896,1,0,1,1,0,1,0,1,0,0,0,0,29.614563991420578,6
2895,1,0,1,1,0,1,0,0,1,1,1,1,24.999999999999975,1
2894,1,0,1,1,0,1,0,0,1,1,1,0,27.399999999999974,1
2893,1,0,1,1,0,1,0,0,1,1,0,1,27.399999999999974,1
2892,1,0,1,1,0,1,0,0,1,1,0,0,29.26340174779242,3
2891,1,0,1,1,0,1,0,0,1,0,1,1,27.399999999999974,1
2890,1,0,1,1,0,1,0,0,1,0,1,0,29.240632993585514,3
2889,1,0,1,1,0,1,0,0,1,0,0,1,29.240632993585514,3
2888,1,0,1,1,0,1,0,0,1,0,0,0,29.61548052702075,6
2887,1,0,1,1,0,1,0,0,0,1,1,1,27.399999999999974,1
2886,1,0,1,1,0,1,0,0,0,1,1,0,29.22271828140731,3
2885,1,0,1,1,0,1,0,0,0,1,0,1,29.22271828140731,3
2884,1,0,1,1,0,1,0,0,0,1,0,0,29.616077701583773,6
2883,1,0,1,1,0,1,0,0,0,0,1,1,29.22718820443056,3
2882,1,0,1,1,0,1,0,0,0,0,1,0,29.616306510163064,6
2881,1,0,1,1,0,1,0,0,0,0,0,1,29.616306510163064,6
2880,1,0,1,1,0,1,0,0,0,0,0,0,28.742222222222203,9
2879,1,0,1,1,0,0,1,1,1,1,1,1,21.999999999999975,1
2878,1,0,1,1,0,0,1,1,1,1,1,0,24.999999999999975,1
2877,1,0,1,1,0,0,1,1,1,1,0,1,24.999999999999975,1
2876,1,0,1,1,0,0,1,1,1,1,0,0,27.399999999999974,1
2875,1,0,1,1,0,0,1,1,1,0,1,1,24.999999999999975,1
2874,1,0,1,1,0,0,1,1,1,0,1,0,27.399999999999974,1
2873,1,0,1,1,0,0,1,1,1,0,0,1,27.399999999999974,1
2872,1,0,1,1,0,0,1,1,1,0,0,0,29.288862663174122,3
2871,1,0,1,1,0,0,1,1,0,1,1,1,24.999999999999975,1
2870,1,0,1,1,0,0,1,1,0,1,1,0,27.399999999999974,1
2869,1,0,1,1,0,0,1,1,0,1,0,1,27.399999999999974,1
2868,1,0,1,1,0,0,1,1,0,1,0,0,29.242684844941202,3
2867,1,0,1,1,0,0,1,1,0,0,1,1,27.399999999999974,1
2866,1,0,1,1,0,0,1,1,0,0,1,0,29.220707869320133,3
2865,1,0,1,1,0,0,1,1,0,0,0,1,29.220707869320133,3
2864,1,0,1,1,0,0,1,1,0,0,0,0,29.55670956925882,6
2863,1,0,1,1,0,0,1,0,1,1,1,1,24.999999999999975,1
2862,1,0,1,1,0,0,1,0,1,1,1,0,27.399999999999974,1
2861,1,0,1,1,0,0,1,0,1,1,0,1,27.399999999999974,1
2860,1,0,1,1,0,0,1,0,1,1,0,0,29.202243456671315,3
2859,1,0,1,1,0,0,1,0,1,0,1,1,27.399999999999974,1
2858,1,0,1,1,0,0,1,0,1,0,1,0,29.181484172247345,3
2857,1,0,1,1,0,0,1,0,1,0,0,1,29.181484172247345,3
2856,1,0,1,1,0,0,1,0,1,0,0,0,29.557607085063438,6
2855,1,0,1,1,0,0,1,0,0,1,1,1,27.399999999999974,1
2854,1,0,1,1,0,0,1,0,0,1,1,0,29.165307287305065,3
2853,1,0,1,1,0,0,1,0,0,1,0,1,29.165307287305065,3
2852,1,0,1,1,0,0,1,0,0,1,0,0,29.558198373923894,6
2851,1,0,1,1,0,0,1,0,0,0,1,1,29.169546708889357,3
2850,1,0,1,1,0,0,1,0,0,0,1,0,29.55842920855891,6
2849,1,0,1,1,0,0,1,0,0,0,0,1,29.55842920855891,6
2848,1,0,1,1,0,0,1,0,0,0,0,0,28.742222222222203,9
2847,1,0,1,1,0,0,0,1,1,1,1,1,24.999999999999975,1
2846,1,0,1,1,0,0,0,1,1,1,1,0,27.399999999999974,1
2845,1,0,1,1,0,0,0,1,1,1,0,1,27.399999999999974,1
2844,1,0,1,1,0,0,0,1,1,1,0,0,29.16833839409015,3
2843,1,0,1,1,0,0,0,1,1,0,1,1,27.399999999999974,1
2842,1,0,1,1,0,0,0,1,1,0,1,0,29.14886230984713,3
2841,1,0,1,1,0,0,0,1,1,0,0,1,29.14886230984713,3
2840,1,0,1,1,0,0,0,1,1,0,0,0,29.550580796436023,6
2839,1,0,1,1,0,0,0,1,0,1,1,1,27.399999999999974,1
2838,1,0,1,1,0,0,0,1,0,1,1,0,29.134032629822126,3
2837,1,0,1,1,0,0,0,1,0,1,0,1,29.134032629822126,3
2836,1,0,1,1,0,0,0,1,0,1,0,0,29.551170484553577,6
2835,1,0,1,1,0,0,0,1,0,0,1,1,29.13836055660864,3
2834,1,0,1,1,0,0,0,1,0,0,1,0,29.551403815636995,6
2833,1,0,1,1,0,0,0,1,0,0,0,1,29.551403815636995,6
2832,1,0,1,1,0,0,0,1,0,0,0,0,28.742222222222203,9
2831,1,0,1,1,0,0,0,0,1,1,1,1,27.399999999999974,1
2830,1,0,1,1,0,0,0,0,1,1,1,0,29.12406697649233,3
2829,1,0,1,1,0,0,0,0,1,1,0,1,29.12406697649233,3
2828,1,0,1,1,0,0,0,0,1,1,0,0,29.551788586471762,6
2827,1,0,1,1,0,0,0,0,1,0,1,1,29.128380836392054,3
2826,1,0,1,1,0,0,0,0,1,0,1,0,29.552024896986694,6
2825,1,0,1,1,0,0,0,0,1,0,0,1,29.552024896986694,6
2824,1,0,1,1,0,0,0,0,1,0,0,0,28.742222222222203,9
2823,1,0,1,1,0,0,0,0,0,1,1,1,29.136762213534663,3
2822,1,0,1,1,0,0,0,0,0,1,1,0,29.552491929837597,6
2821,1,0,1,1,0,0,0,0,0,1,0,1,29.552491929837597,6
2820,1,0,1,1,0,0,0,0,0,1,0,0,28.742222222222203,9
2819,1,0,1,1,0,0,0,0,0,0,1,1,29.552796386143946,6
2818,1,0,1,1,0,0,0,0,0,0,1,0,28.742222222222203,9
2817,1,0,1,1,0,0,0,0,0,0,0,1,28.742222222222203,9
